Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YPL017C	irc15	YFL008W	smc1-259	0.330
YPL017C	irc15	YGR188C	bub1-supp1	0.206
YPL017C	irc15	YLR045C	stu2-11	0.264
YPL017C	irc15	YGL093W	spc105-15	0.360
YPL017C	irc15	YLR347C	kap95-l63a	0.219
YPL017C	irc15	YDR113C	pds1-128	0.243
YPL017C	irc15	YDL028C	mps1-417	0.218
YPL017C	irc15	YMR117C	spc24-9	0.339
YPL017C	irc15	YGR179C	okp1-5	0.295
YIR010W	dsn1-7	YGL093W	spc105-4	0.489
YIR010W	dsn1-7	YPL241C	cin2	0.214
YIR010W	dsn1-7	YGR113W	dam1-11	0.202
YIR010W	dsn1-7	YNR016C	acc1-5007-supp1	0.260
YIR010W	dsn1-7	YDR201W	spc19-5001	0.303
YIR010W	dsn1-7	YER016W	bim1	0.350
YIR010W	dsn1-7	YPR046W	mcm16	0.304
YIR010W	dsn1-7	YGR113W	dam1-1	0.325
YIR010W	dsn1-7	YBR107C	iml3	0.292
YIR010W	dsn1-7	YPR141C	kar3	0.323
YIR010W	dsn1-7	YJL074C	smc3-1	0.255
YIR010W	dsn1-7	YLR045C	stu2-12	0.246
YIR010W	dsn1-7	YIL144W	tid3-1	0.349
YIR010W	dsn1-7	YMR198W	cik1	0.205
YIR010W	dsn1-7	YNR016C	acc1-5009-supp1	0.299
YIR010W	dsn1-7	YGL086W	mad1	0.473
YIR010W	dsn1-7	YKL052C	ask1-3	0.213
YIR010W	dsn1-7	YIR010W	dsn1-8	0.570
YIR010W	dsn1-7	YBL034C	stu1-6	0.277
YIR010W	dsn1-7	YJR135C	mcm22	0.284
YIR010W	dsn1-7	YFL008W	smc1-2	0.210
YIR010W	dsn1-7	YJL030W	mad2	0.521
YIR010W	dsn1-7	YDL139C	scm3-5007	0.302
YIR010W	dsn1-7	YJL013C	mad3	0.257
YIR010W	dsn1-7	YDR254W	chl4	0.360
YIR010W	dsn1-7	YDR180W	scc2-4	0.212
YIR010W	dsn1-7	YLR381W	ctf3	0.302
YIR010W	dsn1-7	YPL233W	nsl1-5	0.440
YIR010W	dsn1-7	YDR318W	mcm21	0.362
YIR010W	dsn1-7	YMR117C	spc24-10	0.247
YIR010W	dsn1-7	YML124C	tub3	0.204
YIR010W	dsn1-7	YPL018W	ctf19	0.348
YIR010W	dsn1-7	YIL144W	tid3-1-supp1	0.214
YIR010W	dsn1-7	YBL058W	shp1	0.305
YIR010W	dsn1-7	YBR211C	ame1-4	0.430
YIR010W	dsn1-7	YPL253C	vik1	0.256
YIR010W	dsn1-7	YFL008W	smc1-259	0.201
YIR010W	dsn1-7	YGR188C	bub1-supp1	0.309
YIR010W	dsn1-7	YLR045C	stu2-11	0.202
YIR010W	dsn1-7	YGL093W	spc105-15	0.572
YIR010W	dsn1-7	YDR113C	pds1-128	0.223
YIR010W	dsn1-7	YMR117C	spc24-9	0.489
YIR010W	dsn1-7	YGR179C	okp1-5	0.420
YDR310C	sum1	YOL068C	hst1	0.241
YDR310C	sum1	YLR426W	tda5-supp1	0.240
YDR310C	sum1	YML115C	van1	0.208
YDR310C	sum1	YMR021C	mac1	0.389
YDR310C	sum1	YJR075W	hoc1	0.271
YDR310C	sum1	YOR279C	rfm1	0.257
YDR310C	sum1	YBR078W	ecm33	0.244
YDR310C	sum1	YBR015C	mnn2	0.207
YOR106W	vam3	YGL212W	vam7	0.324
YOR106W	vam3	YDL077C	vam6	0.262
YOR106W	vam3	YGL124C	mon1	0.319
YAL056C-A	yal056c-a	YBL040C	erd2-5001	0.224
YAL056C-A	yal056c-a	YPL227C	alg5	0.253
YAL056C-A	yal056c-a	YMR214W	scj1	0.228
YAL056C-A	yal056c-a	YHR101C	big1-5001	0.322
YAL056C-A	yal056c-a	YGL142C	gpi10-5001	0.322
YAL056C-A	yal056c-a	YGL027C	cwh41	0.374
YAL056C-A	yal056c-a	YJL034W	kar2-159	0.347
YAL056C-A	yal056c-a	YOR336W	kre5-ts2	0.550
YAL056C-A	yal056c-a	YBR229C	rot2	0.393
YAL056C-A	yal056c-a	YJL091C	gwt1-20	0.208
YAL056C-A	yal056c-a	YLR459W	gab1-1	0.315
YAL056C-A	yal056c-a	YBR004C	gpi18-5001	0.279
YAL056C-A	yal056c-a	YBR260C	rgd1	0.204
YAL056C-A	yal056c-a	YDR302W	gpi11-5001	0.222
YAL056C-A	yal056c-a	YOR149C	smp3-2	0.251
YAL056C-A	yal056c-a	YNL038W	gpi15-5001	0.261
YAL056C-A	yal056c-a	YDR434W	gpi17-5001	0.343
YAL056C-A	yal056c-a	YML019W	ost6	0.241
YAL056C-A	yal056c-a	YLR088W	gaa1-ts	0.227
YAL056C-A	yal056c-a	YDR525W	api2	0.287
YAL056C-A	yal056c-a	YJL062W	las21	0.223
YAL056C-A	yal056c-a	YFL031W	hac1	0.225
YAL056C-A	yal056c-a	YHR188C	gpi16-5001	0.262
YAL056C-A	yal056c-a	YAL058W	cne1	0.515
YAL056C-A	yal056c-a	YFL032W	yfl032w	0.203
YAL056C-A	yal056c-a	YDR331W	gpi8-5001	0.282
YBL040C	erd2-5001	YOR002W	alg6	0.271
YBL040C	erd2-5001	YNR030W	alg12	0.245
YBL040C	erd2-5001	YPL227C	alg5	0.445
YBL040C	erd2-5001	YMR214W	scj1	0.408
YBL040C	erd2-5001	YGL027C	cwh41	0.263
YBL040C	erd2-5001	YJL034W	kar2-159	0.338
YBL040C	erd2-5001	YJL002C	ost1-6	0.224
YBL040C	erd2-5001	YJR117W	ste24	0.303
YBL040C	erd2-5001	YBL082C	alg3	0.292
YBL040C	erd2-5001	YOR336W	kre5-ts2	0.240
YBL040C	erd2-5001	YGL226C-A	ost5	0.231
YBL040C	erd2-5001	YBR229C	rot2	0.255
YBL040C	erd2-5001	YML055W	spc2	0.328
YBL040C	erd2-5001	YLR459W	gab1-1	0.276
YBL040C	erd2-5001	YFL025C	bst1	0.202
YBL040C	erd2-5001	YBL083C	ybl083c	0.332
YBL040C	erd2-5001	YLR087C	csf1	0.203
YBL040C	erd2-5001	YML130C	ero1-1	0.203
YBL040C	erd2-5001	YOR067C	alg8	0.303
YBL040C	erd2-5001	YLR066W	spc3-4	0.209
YBL040C	erd2-5001	YDR434W	gpi17-5001	0.212
YBL040C	erd2-5001	YGL084C	gup1	0.205
YBL040C	erd2-5001	YKL073W	lhs1-supp1	0.241
YBL040C	erd2-5001	YGR227W	die2	0.394
YBL040C	erd2-5001	YJL062W	las21	0.244
YBL040C	erd2-5001	YLR242C	arv1-supp1	0.221
YBL040C	erd2-5001	YDL232W	ost4-supp2	0.328
YBL040C	erd2-5001	YHR188C	gpi16-5001	0.203
YBL040C	erd2-5001	YER140W	emp65	0.264
YBL040C	erd2-5001	YAL058W	cne1	0.238
YBL040C	erd2-5001	YBR015C	mnn2	0.203
YBL040C	erd2-5001	YFL032W	yfl032w	0.213
YBL040C	erd2-5001	YDR331W	gpi8-5001	0.218
YOR002W	alg6	YNR030W	alg12	0.317
YOR002W	alg6	YPL076W	gpi2-774	0.222
YOR002W	alg6	YPL227C	alg5	0.470
YOR002W	alg6	YPL076W	gpi2-1-7b	0.216
YOR002W	alg6	YMR214W	scj1	0.319
YOR002W	alg6	YIR022W	sec11-2	0.217
YOR002W	alg6	YHR101C	big1-5001	0.240
YOR002W	alg6	YGL142C	gpi10-5001	0.276
YOR002W	alg6	YGL027C	cwh41	0.297
YOR002W	alg6	YJL034W	kar2-159	0.276
YOR002W	alg6	YJL002C	ost1-6	0.274
YOR002W	alg6	YEL002C	wbp1-1	0.355
YOR002W	alg6	YMR149W	swp1-5004	0.296
YOR002W	alg6	YBL082C	alg3	0.445
YOR002W	alg6	YOR336W	kre5-ts2	0.295
YOR002W	alg6	YGL226C-A	ost5	0.224
YOR002W	alg6	YDR331W	gpi8-ts	0.224
YOR002W	alg6	YBR229C	rot2	0.296
YOR002W	alg6	YJL091C	gwt1-20	0.244
YOR002W	alg6	YML055W	spc2	0.216
YOR002W	alg6	YDR524W-C	ydr524w-c	0.265
YOR002W	alg6	YLR459W	gab1-1	0.341
YOR002W	alg6	YBL083C	ybl083c	0.375
YOR002W	alg6	YDR086C	sss1-5001	0.266
YOR002W	alg6	YLR087C	csf1	0.303
YOR002W	alg6	YOR067C	alg8	0.583
YOR002W	alg6	YDR302W	gpi11-5001	0.221
YOR002W	alg6	YOR149C	smp3-2	0.299
YOR002W	alg6	YLR066W	spc3-4	0.268
YOR002W	alg6	YJR013W	gpi14-5007	0.229
YOR002W	alg6	YDR302W	gpi11-5001-supp1	0.248
YOR002W	alg6	YNL038W	gpi15-5001	0.212
YOR002W	alg6	YDR434W	gpi17-5001	0.285
YOR002W	alg6	YGL084C	gup1	0.244
YOR002W	alg6	YGR227W	die2	0.441
YOR002W	alg6	YML019W	ost6	0.219
YOR002W	alg6	YEL031W	spf1	0.262
YOR002W	alg6	YLR088W	gaa1-ts	0.311
YOR002W	alg6	YPL096C-A	eri1	0.285
YOR002W	alg6	YJL062W	las21	0.389
YOR002W	alg6	YLR242C	arv1-supp1	0.233
YOR002W	alg6	YFL031W	hac1	0.232
YOR002W	alg6	YHR188C	gpi16-5001	0.335
YOR002W	alg6	YHR079C	ire1	0.225
YOR002W	alg6	YDR323C	pep7	0.261
YOR002W	alg6	YAL058W	cne1	0.248
YOR002W	alg6	YDR524C-B	ydr524c-b	0.259
YOR002W	alg6	YDR331W	gpi8-5001	0.242
YMR299C	dyn3	YPL241C	cin2	0.245
YMR299C	dyn3	YBL034C	stu1-6	0.205
YMR299C	dyn3	YDR149C	ydr149c	0.616
YMR299C	dyn3	YMR055C	bub2	0.224
YMR299C	dyn3	YJL008C	cct8-5002	0.340
YOR265W	rbl2	YER007W	pac2	0.315
YOR265W	rbl2	YPL241C	cin2	0.256
YOR265W	rbl2	YBL034C	stu1-12	0.212
YOR265W	rbl2	YML124C	tub3	0.221
YOR265W	rbl2	YER013W	prp22-1	0.204
YNR026C	sec12-4	YNL222W	ssu72-2	0.270
YNR026C	sec12-4	YPR176C	bet2-1	0.276
YNR026C	sec12-4	YOR159C	sme1-5002	0.209
YNR026C	sec12-4	YBR064W	ybr064w	0.207
YNR026C	sec12-4	YPR178W	prp4-ts	0.207
YNR026C	sec12-4	YHR086W	nam8	0.222
YNR026C	sec12-4	YBR119W	mud1	0.254
YNR026C	sec12-4	YJL031C	bet4-5001	0.233
YNR026C	sec12-4	YPL085W	sec16-2	0.258
YNR026C	sec12-4	YDL043C	prp11-ts	0.251
YNR026C	sec12-4	YDL209C	cwc2-1	0.245
YNR026C	sec12-4	YOR308C	snu66	0.239
YNR026C	sec12-4	YJL031C	bet4-5007	0.287
YNR026C	sec12-4	YGL122C	nab2-5005	0.283
YNR026C	sec12-4	YPR094W	rds3-1	0.256
YNR026C	sec12-4	YGR172C	yip1-4	0.288
YNR026C	sec12-4	YML049C	rse1-1	0.230
YNR026C	sec12-4	YOR319W	hsh49-5002	0.231
YNR026C	sec12-4	YJL031C	bet4-5002	0.223
YNR030W	alg12	YPL227C	alg5	0.270
YNR030W	alg12	YMR214W	scj1	0.217
YNR030W	alg12	YJL002C	ost1-6	0.211
YNR030W	alg12	YBL082C	alg3	0.355
YNR030W	alg12	YML055W	spc2	0.239
YNR030W	alg12	YBL083C	ybl083c	0.354
YNR030W	alg12	YOR067C	alg8	0.303
YNR030W	alg12	YLR066W	spc3-4	0.246
YNR030W	alg12	YGR227W	die2	0.354
YNR030W	alg12	YMR264W	cue1	0.204
YDR437W	gpi19-2xh	YPL076W	gpi2-774	0.390
YDR437W	gpi19-2xh	YPL076W	gpi2-1-7b	0.381
YDR437W	gpi19-2xh	YGL142C	gpi10-5001	0.302
YDR437W	gpi19-2xh	YJR073C	opi3	0.216
YDR437W	gpi19-2xh	YDR437W	gpi19-5001	0.459
YDR437W	gpi19-2xh	YDR331W	gpi8-ts	0.226
YDR437W	gpi19-2xh	YJL091C	gwt1-20	0.283
YDR437W	gpi19-2xh	YLR459W	gab1-1	0.297
YDR437W	gpi19-2xh	YOR149C	smp3-2	0.234
YDR437W	gpi19-2xh	YOR149C	smp3-1	0.210
YDR437W	gpi19-2xh	YJR013W	gpi14-5007	0.322
YDR437W	gpi19-2xh	YDR302W	gpi11-5001-supp1	0.274
YDR437W	gpi19-2xh	YNL038W	gpi15-5001	0.427
YDR437W	gpi19-2xh	YDR434W	gpi17-5001	0.292
YDR437W	gpi19-2xh	YGL084C	gup1	0.222
YDR437W	gpi19-2xh	YLR088W	gaa1-ts	0.292
YDR437W	gpi19-2xh	YPL096C-A	eri1	0.495
YDR437W	gpi19-2xh	YJL062W	las21	0.268
YDR437W	gpi19-2xh	YLR242C	arv1-supp1	0.346
YDR437W	gpi19-2xh	YHR188C	gpi16-5001	0.272
YDR437W	gpi19-2xh	YDR524C-B	ydr524c-b	0.221
YDR437W	gpi19-2xh	YLR242C	arv1	0.437
YBR156C	sli15-3	YGL093W	spc105-4	0.326
YBR156C	sli15-3	YDL003W	mcd1-73	0.294
YBR156C	sli15-3	YER007W	pac2	0.240
YBR156C	sli15-3	YPL124W	spc29-3	0.304
YBR156C	sli15-3	YPL241C	cin2	0.218
YBR156C	sli15-3	YNR016C	acc1-5007-supp1	0.226
YBR156C	sli15-3	YER016W	bim1	0.401
YBR156C	sli15-3	YBL034C	stu1-8	0.311
YBR156C	sli15-3	YPR046W	mcm16	0.235
YBR156C	sli15-3	YBL034C	stu1-12	0.310
YBR156C	sli15-3	YER147C	scc4-4	0.282
YBR156C	sli15-3	YGR113W	dam1-1	0.467
YBR156C	sli15-3	YBR107C	iml3	0.212
YBR156C	sli15-3	YHR191C	ctf8	0.225
YBR156C	sli15-3	YPR141C	kar3	0.269
YBR156C	sli15-3	YER147C	scc4-5001	0.282
YBR156C	sli15-3	YJL074C	smc3-1	0.376
YBR156C	sli15-3	YNR016C	acc1-5009-supp1	0.237
YBR156C	sli15-3	YGL086W	mad1	0.374
YBR156C	sli15-3	YBL034C	stu1-6	0.357
YBR156C	sli15-3	YJR135C	mcm22	0.217
YBR156C	sli15-3	YFL008W	smc1-2	0.258
YBR156C	sli15-3	YJL030W	mad2	0.414
YBR156C	sli15-3	YDR254W	chl4	0.247
YBR156C	sli15-3	YDR180W	scc2-4	0.384
YBR156C	sli15-3	YDR014W	rad61	0.275
YBR156C	sli15-3	YPL008W	chl1	0.247
YBR156C	sli15-3	YFR027W	eco1-1	0.218
YBR156C	sli15-3	YLR381W	ctf3	0.244
YBR156C	sli15-3	YPL233W	nsl1-5	0.219
YBR156C	sli15-3	YDR318W	mcm21	0.293
YBR156C	sli15-3	YEL061C	cin8	0.295
YBR156C	sli15-3	YML124C	tub3	0.287
YBR156C	sli15-3	YPL018W	ctf19	0.278
YBR156C	sli15-3	YOR014W	rts1	0.209
YBR156C	sli15-3	YPL253C	vik1	0.343
YBR156C	sli15-3	YFL008W	smc1-259	0.354
YBR156C	sli15-3	YGR188C	bub1-supp1	0.358
YBR156C	sli15-3	YGR078C	pac10-supp1	0.234
YBR156C	sli15-3	YGL093W	spc105-15	0.245
YBR156C	sli15-3	YDR113C	pds1-128	0.236
YBR156C	sli15-3	YDL028C	mps1-417	0.275
YBR156C	sli15-3	YMR117C	spc24-9	0.216
YER120W	scs2	YLR045C	stu2-13	0.227
YER120W	scs2	YGL216W	kip3	0.243
YER120W	scs2	YER016W	bim1	0.200
YER120W	scs2	YNL069C	rpl16b	0.227
YER120W	scs2	YGL240W	doc1-supp1	0.201
YER120W	scs2	YBL034C	stu1-12	0.210
YER120W	scs2	YLR045C	stu2-12	0.262
YER120W	scs2	YMR198W	cik1	0.209
YER120W	scs2	YGL217C	ygl217c	0.203
YER120W	scs2	YLR045C	stu2-11	0.233
YPL094C	sec62-ts	YIR022W	sec11-2	0.234
YPL094C	sec62-ts	YGL027C	cwh41	0.207
YPL094C	sec62-ts	YJL034W	kar2-159	0.218
YPL094C	sec62-ts	YJR117W	ste24	0.211
YPL094C	sec62-ts	YDR086C	sss1-5001	0.382
YPL094C	sec62-ts	YLR087C	csf1	0.215
YPL094C	sec62-ts	YHR030C	slt2	0.210
YPL094C	sec62-ts	YLR066W	spc3-4	0.221
YPL094C	sec62-ts	YEL031W	spf1	0.354
YPL094C	sec62-ts	YJL095W	bck1	0.213
YPL094C	sec62-ts	YBR171W	sec66	0.320
YPL094C	sec62-ts	YFL031W	hac1	0.237
YPL094C	sec62-ts	YDL232W	ost4-supp2	0.204
YPL094C	sec62-ts	YHR079C	ire1	0.221
YPL094C	sec62-ts	YBR015C	mnn2	0.209
YPL094C	sec62-ts	YFL032W	yfl032w	0.239
YPL076W	gpi2-774	YPL076W	gpi2-1-7b	0.715
YPL076W	gpi2-774	YMR214W	scj1	0.223
YPL076W	gpi2-774	YGL142C	gpi10-5001	0.383
YPL076W	gpi2-774	YJR073C	opi3	0.222
YPL076W	gpi2-774	YDR437W	gpi19-5001	0.586
YPL076W	gpi2-774	YMR307W	gas1	0.210
YPL076W	gpi2-774	YEL002C	wbp1-1	0.247
YPL076W	gpi2-774	YOR336W	kre5-ts2	0.250
YPL076W	gpi2-774	YDR331W	gpi8-ts	0.351
YPL076W	gpi2-774	YJL091C	gwt1-20	0.389
YPL076W	gpi2-774	YDR524W-C	ydr524w-c	0.210
YPL076W	gpi2-774	YLR459W	gab1-1	0.379
YPL076W	gpi2-774	YFL025C	bst1	0.204
YPL076W	gpi2-774	YLR087C	csf1	0.251
YPL076W	gpi2-774	YDR302W	gpi11-5001	0.311
YPL076W	gpi2-774	YOR149C	smp3-2	0.338
YPL076W	gpi2-774	YOR149C	smp3-1	0.258
YPL076W	gpi2-774	YJR013W	gpi14-5007	0.327
YPL076W	gpi2-774	YDR302W	gpi11-5001-supp1	0.314
YPL076W	gpi2-774	YNL038W	gpi15-5001	0.443
YPL076W	gpi2-774	YDR434W	gpi17-5001	0.329
YPL076W	gpi2-774	YGL084C	gup1	0.315
YPL076W	gpi2-774	YKL073W	lhs1-supp1	0.246
YPL076W	gpi2-774	YML019W	ost6	0.215
YPL076W	gpi2-774	YEL031W	spf1	0.221
YPL076W	gpi2-774	YLR088W	gaa1-ts	0.336
YPL076W	gpi2-774	YDR525W	api2	0.258
YPL076W	gpi2-774	YPL096C-A	eri1	0.621
YPL076W	gpi2-774	YJL062W	las21	0.336
YPL076W	gpi2-774	YLR242C	arv1-supp1	0.522
YPL076W	gpi2-774	YDL232W	ost4-supp2	0.213
YPL076W	gpi2-774	YHR188C	gpi16-5001	0.392
YPL076W	gpi2-774	YCR044C	per1-supp1	0.300
YPL076W	gpi2-774	YDR437W	gpi19-2	0.322
YPL076W	gpi2-774	YDR524C-B	ydr524c-b	0.296
YPL076W	gpi2-774	YDR331W	gpi8-5001	0.288
YPL076W	gpi2-774	YGL020C	get1	0.243
YPL076W	gpi2-774	YLR242C	arv1	0.382
YPL227C	alg5	YMR214W	scj1	0.386
YPL227C	alg5	YIR022W	sec11-2	0.226
YPL227C	alg5	YHR101C	big1-5001	0.311
YPL227C	alg5	YGL142C	gpi10-5001	0.255
YPL227C	alg5	YGL027C	cwh41	0.349
YPL227C	alg5	YJL034W	kar2-159	0.371
YPL227C	alg5	YOL102C	tpt1-5001	0.238
YPL227C	alg5	YJL002C	ost1-6	0.375
YPL227C	alg5	YJR117W	ste24	0.219
YPL227C	alg5	YEL002C	wbp1-1	0.379
YPL227C	alg5	YMR149W	swp1-5004	0.348
YPL227C	alg5	YBL082C	alg3	0.506
YPL227C	alg5	YOR336W	kre5-ts2	0.372
YPL227C	alg5	YGL226C-A	ost5	0.355
YPL227C	alg5	YDR331W	gpi8-ts	0.213
YPL227C	alg5	YBR229C	rot2	0.348
YPL227C	alg5	YJL091C	gwt1-20	0.249
YPL227C	alg5	YML055W	spc2	0.261
YPL227C	alg5	YDR524W-C	ydr524w-c	0.210
YPL227C	alg5	YLR459W	gab1-1	0.389
YPL227C	alg5	YBR004C	gpi18-5001	0.254
YPL227C	alg5	YFL025C	bst1	0.215
YPL227C	alg5	YBL083C	ybl083c	0.495
YPL227C	alg5	YDR086C	sss1-5001	0.280
YPL227C	alg5	YLR087C	csf1	0.303
YPL227C	alg5	YML130C	ero1-1	0.231
YPL227C	alg5	YMR149W	swp1-5002	0.219
YPL227C	alg5	YOR067C	alg8	0.494
YPL227C	alg5	YDR302W	gpi11-5001	0.247
YPL227C	alg5	YOR149C	smp3-2	0.408
YPL227C	alg5	YLR066W	spc3-4	0.311
YPL227C	alg5	YJR013W	gpi14-5007	0.229
YPL227C	alg5	YNL038W	gpi15-5001	0.244
YPL227C	alg5	YDR434W	gpi17-5001	0.347
YPL227C	alg5	YGL084C	gup1	0.277
YPL227C	alg5	YGR227W	die2	0.537
YPL227C	alg5	YML019W	ost6	0.307
YPL227C	alg5	YEL031W	spf1	0.200
YPL227C	alg5	YLR088W	gaa1-ts	0.352
YPL227C	alg5	YCL043C	pdi1-5001-supp1	0.203
YPL227C	alg5	YDR525W	api2	0.201
YPL227C	alg5	YPL096C-A	eri1	0.232
YPL227C	alg5	YJL062W	las21	0.347
YPL227C	alg5	YLR242C	arv1-supp1	0.200
YPL227C	alg5	YFL031W	hac1	0.282
YPL227C	alg5	YDL232W	ost4-supp2	0.267
YPL227C	alg5	YHR188C	gpi16-5001	0.369
YPL227C	alg5	YHR079C	ire1	0.257
YPL227C	alg5	YCR044C	per1-supp1	0.212
YPL227C	alg5	YAL058W	cne1	0.297
YPL227C	alg5	YBR015C	mnn2	0.208
YPL227C	alg5	YFL032W	yfl032w	0.229
YPL227C	alg5	YDR524C-B	ydr524c-b	0.201
YPL227C	alg5	YDR331W	gpi8-5001	0.345
YPL076W	gpi2-1-7b	YMR214W	scj1	0.209
YPL076W	gpi2-1-7b	YIR022W	sec11-2	0.213
YPL076W	gpi2-1-7b	YGL142C	gpi10-5001	0.379
YPL076W	gpi2-1-7b	YJR073C	opi3	0.229
YPL076W	gpi2-1-7b	YDR437W	gpi19-5001	0.627
YPL076W	gpi2-1-7b	YMR307W	gas1	0.211
YPL076W	gpi2-1-7b	YEL002C	wbp1-1	0.229
YPL076W	gpi2-1-7b	YDR331W	gpi8-ts	0.343
YPL076W	gpi2-1-7b	YJL091C	gwt1-20	0.398
YPL076W	gpi2-1-7b	YLR459W	gab1-1	0.363
YPL076W	gpi2-1-7b	YBL083C	ybl083c	0.202
YPL076W	gpi2-1-7b	YLR087C	csf1	0.254
YPL076W	gpi2-1-7b	YGL054C	erv14	0.206
YPL076W	gpi2-1-7b	YDR302W	gpi11-5001	0.288
YPL076W	gpi2-1-7b	YOR149C	smp3-2	0.302
YPL076W	gpi2-1-7b	YOR149C	smp3-1	0.254
YPL076W	gpi2-1-7b	YJR013W	gpi14-5007	0.322
YPL076W	gpi2-1-7b	YDR302W	gpi11-5001-supp1	0.303
YPL076W	gpi2-1-7b	YNL038W	gpi15-5001	0.434
YPL076W	gpi2-1-7b	YDR434W	gpi17-5001	0.317
YPL076W	gpi2-1-7b	YGL084C	gup1	0.309
YPL076W	gpi2-1-7b	YKL073W	lhs1-supp1	0.218
YPL076W	gpi2-1-7b	YML019W	ost6	0.212
YPL076W	gpi2-1-7b	YEL031W	spf1	0.234
YPL076W	gpi2-1-7b	YLR088W	gaa1-ts	0.328
YPL076W	gpi2-1-7b	YDR525W	api2	0.277
YPL076W	gpi2-1-7b	YPL096C-A	eri1	0.645
YPL076W	gpi2-1-7b	YJL062W	las21	0.342
YPL076W	gpi2-1-7b	YLR242C	arv1-supp1	0.519
YPL076W	gpi2-1-7b	YDL232W	ost4-supp2	0.216
YPL076W	gpi2-1-7b	YHR188C	gpi16-5001	0.367
YPL076W	gpi2-1-7b	YCR044C	per1-supp1	0.245
YPL076W	gpi2-1-7b	YDR437W	gpi19-2	0.388
YPL076W	gpi2-1-7b	YDR524C-B	ydr524c-b	0.288
YPL076W	gpi2-1-7b	YDR331W	gpi8-5001	0.239
YPL076W	gpi2-1-7b	YLR242C	arv1	0.398
YGL093W	spc105-4	YLR045C	stu2-13	0.210
YGL093W	spc105-4	YDL003W	mcd1-73	0.322
YGL093W	spc105-4	YPL241C	cin2	0.226
YGL093W	spc105-4	YNR016C	acc1-5007-supp1	0.363
YGL093W	spc105-4	YDR201W	spc19-5001	0.256
YGL093W	spc105-4	YER016W	bim1	0.373
YGL093W	spc105-4	YBL034C	stu1-8	0.303
YGL093W	spc105-4	YPR046W	mcm16	0.350
YGL093W	spc105-4	YBL034C	stu1-12	0.300
YGL093W	spc105-4	YER147C	scc4-4	0.317
YGL093W	spc105-4	YGR113W	dam1-1	0.411
YGL093W	spc105-4	YBR107C	iml3	0.327
YGL093W	spc105-4	YPR141C	kar3	0.328
YGL093W	spc105-4	YER147C	scc4-5001	0.300
YGL093W	spc105-4	YJL074C	smc3-1	0.349
YGL093W	spc105-4	YLR045C	stu2-12	0.326
YGL093W	spc105-4	YIL144W	tid3-1	0.238
YGL093W	spc105-4	YMR198W	cik1	0.208
YGL093W	spc105-4	YNR016C	acc1-5009-supp1	0.405
YGL093W	spc105-4	YGL086W	mad1	0.539
YGL093W	spc105-4	YKL052C	ask1-3	0.215
YGL093W	spc105-4	YIR010W	dsn1-8	0.434
YGL093W	spc105-4	YBL034C	stu1-6	0.369
YGL093W	spc105-4	YJR135C	mcm22	0.349
YGL093W	spc105-4	YMR076C	pds5-1	0.228
YGL093W	spc105-4	YFL008W	smc1-2	0.273
YGL093W	spc105-4	YJL030W	mad2	0.533
YGL093W	spc105-4	YDL139C	scm3-5007	0.278
YGL093W	spc105-4	YJL013C	mad3	0.314
YGL093W	spc105-4	YDR254W	chl4	0.393
YGL093W	spc105-4	YLR045C	stu2-10	0.332
YGL093W	spc105-4	YDR180W	scc2-4	0.357
YGL093W	spc105-4	YDR014W	rad61	0.314
YGL093W	spc105-4	YPL008W	chl1	0.214
YGL093W	spc105-4	YFR027W	eco1-1	0.201
YGL093W	spc105-4	YLR381W	ctf3	0.374
YGL093W	spc105-4	YDR149C	ydr149c	0.226
YGL093W	spc105-4	YPL233W	nsl1-5	0.356
YGL093W	spc105-4	YDR318W	mcm21	0.399
YGL093W	spc105-4	YML124C	tub3	0.225
YGL093W	spc105-4	YPL018W	ctf19	0.395
YGL093W	spc105-4	YBL058W	shp1	0.304
YGL093W	spc105-4	YBR211C	ame1-4	0.357
YGL093W	spc105-4	YPL253C	vik1	0.346
YGL093W	spc105-4	YKL053W	ykl053w	0.247
YGL093W	spc105-4	YFL008W	smc1-259	0.338
YGL093W	spc105-4	YGR188C	bub1-supp1	0.505
YGL093W	spc105-4	YLR045C	stu2-11	0.311
YGL093W	spc105-4	YGL093W	spc105-15	0.634
YGL093W	spc105-4	YDR113C	pds1-128	0.319
YGL093W	spc105-4	YDL028C	mps1-417	0.212
YGL093W	spc105-4	YMR117C	spc24-9	0.471
YGL093W	spc105-4	YGR179C	okp1-5	0.389
YMR186W	hsc82	YOR027W	sti1	0.410
YMR186W	hsc82	YGL073W	hsf1-848	0.224
YMR214W	scj1	YHR101C	big1-5001	0.280
YMR214W	scj1	YGL142C	gpi10-5001	0.240
YMR214W	scj1	YGL027C	cwh41	0.295
YMR214W	scj1	YJL034W	kar2-159	0.357
YMR214W	scj1	YJL002C	ost1-6	0.268
YMR214W	scj1	YJR117W	ste24	0.259
YMR214W	scj1	YEL002C	wbp1-1	0.266
YMR214W	scj1	YMR149W	swp1-5004	0.259
YMR214W	scj1	YBL082C	alg3	0.345
YMR214W	scj1	YOR336W	kre5-ts2	0.341
YMR214W	scj1	YGL226C-A	ost5	0.233
YMR214W	scj1	YBR229C	rot2	0.317
YMR214W	scj1	YJL091C	gwt1-20	0.244
YMR214W	scj1	YML055W	spc2	0.248
YMR214W	scj1	YLR459W	gab1-1	0.391
