Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YLR261C	vps63	YJL004C	sys1	0.350
YLR261C	vps63	YKR019C	irs4	0.284
YLR261C	vps63	YMR197C	vti1-2	0.304
YLR261C	vps63	YKL196C	ykt6-5001	0.214
YLR261C	vps63	YDR108W	trs85	0.221
YLR261C	vps63	YFL038C	ypt1-3	0.271
YLR261C	vps63	YDL145C	cop1-1	0.257
YLR261C	vps63	YDR238C	sec26-f856aw860a	0.228
YLR261C	vps63	YNL041C	cog6	0.327
YLR261C	vps63	YGL005C	cog7	0.278
YLR261C	vps63	YML071C	cog8	0.323
YLR261C	vps63	YKR068C	bet3-5001	0.240
YLR261C	vps63	YJL029C	vps53-supp1	0.258
YLR261C	vps63	YBL050W	sec17-1	0.206
YLR261C	vps63	YBR164C	arl1	0.359
YLR261C	vps63	YOL018C	tlg2	0.235
YLR261C	vps63	YER157W	cog3-2	0.202
YLR261C	vps63	YMR197C	vti1-11-supp1	0.229
YLR261C	vps63	YDR189W	sly1-ts	0.224
YLR261C	vps63	YHL031C	gos1-supp1	0.319
YLR268W	sec22	YML077W	bet5-5001	0.244
YLR268W	sec22	YNL051W	cog5	0.326
YLR268W	sec22	YLR026C	sed5-1	0.305
YLR268W	sec22	YDR246W	trs23-5001	0.238
YLR268W	sec22	YIL004C	bet1-1	0.506
YLR268W	sec22	YDR468C	tlg1-5005	0.328
YLR268W	sec22	YER157W	cog3-1	0.334
YLR268W	sec22	YLR262C	ypt6	0.216
YLR268W	sec22	YLR039C	ric1	0.216
YLR268W	sec22	YMR197C	vti1-2	0.267
YLR268W	sec22	YKL196C	ykt6-5001	0.348
YLR268W	sec22	YPR105C	cog4-5005	0.244
YLR268W	sec22	YLR268W	sec22-3	0.565
YLR268W	sec22	YLR078C	bos1-1	0.515
YLR268W	sec22	YGL054C	erv14	0.218
YLR268W	sec22	YLR268W	sec22-1	0.565
YLR268W	sec22	YNL041C	cog6	0.281
YLR268W	sec22	YGL005C	cog7	0.278
YLR268W	sec22	YML071C	cog8	0.340
YLR268W	sec22	YGL020C	get1-supp1	0.381
YLR268W	sec22	YKR068C	bet3-5001	0.273
YLR268W	sec22	YOR216C	rud3	0.328
YLR268W	sec22	YGL095C	vps45	0.209
YLR268W	sec22	YMR197C	vti1-11	0.361
YLR268W	sec22	YER157W	cog3-2	0.364
YLR268W	sec22	YER083C	get2	0.267
YLR268W	sec22	YDR189W	sly1-ts	0.373
YLR268W	sec22	YDL058W	uso1-1	0.359
YLR268W	sec22	YKR006C	mrpl13	0.267
YOR201C	mrm1	YDR462W	mrpl28	0.346
YOR201C	mrm1	YLR091W	gep5	0.388
YOR201C	mrm1	YMR089C	yta12	0.229
YOR201C	mrm1	YMR097C	mtg1-supp1	0.256
YOR201C	mrm1	YDR065W	rrg1	0.273
YOR201C	mrm1	YGL064C	mrh4	0.435
YOR201C	mrm1	YKL170W	mrpl38	0.304
YOR201C	mrm1	YJR113C	rsm7	0.259
YOR201C	mrm1	YGR076C	mrpl25	0.388
YOR201C	mrm1	YBR163W	exo5	0.293
YOR201C	mrm1	YHR011W	dia4	0.422
YOR201C	mrm1	YER077C	mrx1	0.252
YOR201C	mrm1	YLR069C	mef1	0.237
YOR201C	mrm1	YBL080C	pet112	0.261
YOR201C	mrm1	YDR296W	mhr1	0.218
YOR201C	mrm1	YPR047W	msf1	0.305
YOR201C	mrm1	YMR293C	her2	0.451
YOR201C	mrm1	YER017C	afg3	0.408
YOR201C	mrm1	YNL213C	rrg9-supp1	0.280
YOR201C	mrm1	YBR179C	fzo1	0.234
YOR201C	mrm1	YNL252C	mrpl17	0.395
YOR201C	mrm1	YBR268W	mrpl37	0.206
YOR201C	mrm1	YJR144W	mgm101	0.272
YOR201C	mrm1	YPL148C	ppt2	0.215
YOR201C	mrm1	YPL040C	ism1-supp1	0.381
YOR201C	mrm1	YDR405W	mrp20	0.275
YKL024C	ura6-5	YLR196W	pwp1-5001	0.205
YKL024C	ura6-5	YER024W	yat2	0.240
YKL024C	ura6-5	YDR496C	puf6	0.339
YKL024C	ura6-5	YLR007W	nse1-5001	0.218
YML077W	bet5-5001	YNL051W	cog5	0.483
YML077W	bet5-5001	YBL102W	sft2	0.211
YML077W	bet5-5001	YDR238C	sec26-11d26	0.223
YML077W	bet5-5001	YDR484W	vps52	0.268
YML077W	bet5-5001	YGL137W	sec27-1	0.287
YML077W	bet5-5001	YBR254C	trs20-5001	0.556
YML077W	bet5-5001	YFR051C	ret2-1	0.307
YML077W	bet5-5001	YDR246W	trs23-5001	0.587
YML077W	bet5-5001	YDR468C	tlg1-5005	0.416
YML077W	bet5-5001	YER157W	cog3-1	0.288
YML077W	bet5-5001	YMR274C	rce1	0.305
YML077W	bet5-5001	YLR262C	ypt6	0.385
YML077W	bet5-5001	YOR070C	gyp1	0.300
YML077W	bet5-5001	YDR320C	swa2	0.288
YML077W	bet5-5001	YER136W	gdi1-1	0.245
YML077W	bet5-5001	YPL051W	arl3	0.329
YML077W	bet5-5001	YGR120C	cog2-1	0.339
YML077W	bet5-5001	YLR039C	ric1	0.355
YML077W	bet5-5001	YKR020W	vps51	0.272
YML077W	bet5-5001	YJL004C	sys1	0.322
YML077W	bet5-5001	YMR197C	vti1-2	0.355
YML077W	bet5-5001	YER122C	glo3	0.407
YML077W	bet5-5001	YKL196C	ykt6-5001	0.244
YML077W	bet5-5001	YPR105C	cog4-5005	0.206
YML077W	bet5-5001	YDR108W	trs85	0.560
YML077W	bet5-5001	YFL038C	ypt1-3	0.487
YML077W	bet5-5001	YJL031C	bet4-5001	0.265
YML077W	bet5-5001	YLR430W	sen1-1	0.253
YML077W	bet5-5001	YDL145C	cop1-1	0.332
YML077W	bet5-5001	YPL010W	ret3-1	0.228
YML077W	bet5-5001	YGL054C	erv14	0.413
YML077W	bet5-5001	YIL076W	sec28	0.338
YML077W	bet5-5001	YDR238C	sec26-f856aw860a	0.322
YML077W	bet5-5001	YLR268W	sec22-1	0.220
YML077W	bet5-5001	YNL041C	cog6	0.417
YML077W	bet5-5001	YJL123C	mtc1	0.219
YML077W	bet5-5001	YLR268W	sec22-supp1	0.226
YML077W	bet5-5001	YGL005C	cog7	0.454
YML077W	bet5-5001	YML071C	cog8	0.464
YML077W	bet5-5001	YGL020C	get1-supp1	0.307
YML077W	bet5-5001	YKR068C	bet3-5001	0.517
YML077W	bet5-5001	YJL031C	bet4-5007	0.203
YML077W	bet5-5001	YJL029C	vps53-supp1	0.254
YML077W	bet5-5001	YBL050W	sec17-1	0.291
YML077W	bet5-5001	YBR164C	arl1	0.304
YML077W	bet5-5001	YOR216C	rud3	0.272
YML077W	bet5-5001	YGL095C	vps45	0.282
YML077W	bet5-5001	YGR172C	yip1-4	0.279
YML077W	bet5-5001	YOL018C	tlg2	0.314
YML077W	bet5-5001	YMR197C	vti1-11	0.239
YML077W	bet5-5001	YDL100C	get3	0.215
YML077W	bet5-5001	YDR137W	rgp1	0.436
YML077W	bet5-5001	YER157W	cog3-2	0.370
YML077W	bet5-5001	YER083C	get2	0.202
YML077W	bet5-5001	YCR044C	per1-supp1	0.225
YML077W	bet5-5001	YER122C	glo3-supp1	0.352
YML077W	bet5-5001	YMR197C	vti1-11-supp1	0.210
YML077W	bet5-5001	YDR189W	sly1-ts	0.336
YML077W	bet5-5001	YDL058W	uso1-1	0.321
YML077W	bet5-5001	YHL031C	gos1-supp1	0.317
YML077W	bet5-5001	YDR484W	vps52-supp1	0.217
YML077W	bet5-5001	YOR370C	mrs6-2	0.291
YML077W	bet5-5001	YLR269C	ylr269c	0.205
YML077W	bet5-5001	YKR006C	mrpl13	0.235
YML077W	bet5-5001	YGL020C	get1	0.220
YNL051W	cog5	YML012W	erv25	0.226
YNL051W	cog5	YBL102W	sft2	0.304
YNL051W	cog5	YGR089W	nnf2	0.218
YNL051W	cog5	YLR026C	sed5-1	0.296
YNL051W	cog5	YDR238C	sec26-11d26	0.286
YNL051W	cog5	YDR484W	vps52	0.351
YNL051W	cog5	YGL137W	sec27-1	0.445
YNL051W	cog5	YDR414C	erd1	0.223
YNL051W	cog5	YBR254C	trs20-5001	0.481
YNL051W	cog5	YFR051C	ret2-1	0.452
YNL051W	cog5	YDR246W	trs23-5001	0.483
YNL051W	cog5	YEL027W	vma3	0.215
YNL051W	cog5	YIL004C	bet1-1	0.248
YNL051W	cog5	YCL005W-A	vma9	0.279
YNL051W	cog5	YDR320C	swa2-supp1	0.357
YNL051W	cog5	YDR468C	tlg1-5005	0.542
YNL051W	cog5	YDR203W	ydr203w	0.206
YNL051W	cog5	YER157W	cog3-1	0.424
YNL051W	cog5	YMR274C	rce1	0.368
YNL051W	cog5	YLR262C	ypt6	0.536
YNL051W	cog5	YDR027C	vps54-supp1	0.262
YNL051W	cog5	YOR070C	gyp1	0.321
YNL051W	cog5	YDR320C	swa2	0.424
YNL051W	cog5	YER136W	gdi1-1	0.213
YNL051W	cog5	YPL051W	arl3	0.514
YNL051W	cog5	YJR060W	cbf1	0.213
YNL051W	cog5	YBR080C	sec18-1	0.205
YNL051W	cog5	YGR120C	cog2-1	0.543
YNL051W	cog5	YLR039C	ric1	0.518
YNL051W	cog5	YKR020W	vps51	0.421
YNL051W	cog5	YJL004C	sys1	0.548
YNL051W	cog5	YKR019C	irs4	0.206
YNL051W	cog5	YKL080W	vma5	0.220
YNL051W	cog5	YMR197C	vti1-2	0.483
YNL051W	cog5	YEL051W	vma8	0.276
YNL051W	cog5	YER122C	glo3	0.460
YNL051W	cog5	YAR002C-A	erp1	0.218
YNL051W	cog5	YDR153C	ent5	0.218
YNL051W	cog5	YPL069C	bts1	0.231
YNL051W	cog5	YKL196C	ykt6-5001	0.439
YNL051W	cog5	YPR105C	cog4-5005	0.320
YNL051W	cog5	YMR004W	mvp1	0.231
YNL051W	cog5	YLR268W	sec22-3	0.212
YNL051W	cog5	YDR108W	trs85	0.459
YNL051W	cog5	YFL025C	bst1	0.212
YNL051W	cog5	YBR029C	cds1-5001	0.245
YNL051W	cog5	YFL038C	ypt1-3	0.545
YNL051W	cog5	YJL031C	bet4-5001	0.261
YNL051W	cog5	YLR430W	sen1-1	0.299
YNL051W	cog5	YLR078C	bos1-1	0.222
YNL051W	cog5	YDL145C	cop1-1	0.439
YNL051W	cog5	YJR032W	cpr7	0.220
YNL051W	cog5	YPL010W	ret3-1	0.392
YNL051W	cog5	YGL054C	erv14	0.465
YNL051W	cog5	YIL076W	sec28	0.325
YNL051W	cog5	YDR238C	sec26-f856aw860a	0.448
YNL051W	cog5	YLR268W	sec22-1	0.341
YNL051W	cog5	YNL041C	cog6	0.801
YNL051W	cog5	YJL123C	mtc1	0.281
YNL051W	cog5	YLR268W	sec22-supp1	0.403
YNL051W	cog5	YPR051W	mak3	0.270
YNL051W	cog5	YLR309C	imh1	0.320
YNL051W	cog5	YGL005C	cog7	0.793
YNL051W	cog5	YML071C	cog8	0.818
YNL051W	cog5	YDR202C	rav2	0.225
YNL051W	cog5	YGL020C	get1-supp1	0.323
YNL051W	cog5	YPL234C	vma11	0.245
YNL051W	cog5	YEL031W	spf1	0.229
YNL051W	cog5	YKR068C	bet3-5001	0.444
YNL051W	cog5	YJL029C	vps53	0.256
YNL051W	cog5	YJL031C	bet4-5007	0.212
YNL051W	cog5	YPR050C	ypr050c	0.204
YNL051W	cog5	YEL042W	gda1	0.425
YNL051W	cog5	YJL029C	vps53-supp1	0.289
YNL051W	cog5	YBL050W	sec17-1	0.352
YNL051W	cog5	YBR164C	arl1	0.560
YNL051W	cog5	YOR216C	rud3	0.386
YNL051W	cog5	YGL095C	vps45	0.270
YNL051W	cog5	YPR183W	dpm1-6-supp1	0.203
YNL051W	cog5	YLL038C	ent4	0.237
YNL051W	cog5	YGR172C	yip1-4	0.269
YNL051W	cog5	YMR292W	got1	0.256
YNL051W	cog5	YOL018C	tlg2	0.401
YNL051W	cog5	YDR389W	sac7	0.218
YNL051W	cog5	YHR188C	gpi16-5001	0.210
YNL051W	cog5	YMR197C	vti1-11	0.337
YNL051W	cog5	YDL100C	get3	0.248
YNL051W	cog5	YDR137W	rgp1	0.594
YNL051W	cog5	YER157W	cog3-2	0.512
YNL051W	cog5	YHR012W	vps29	0.202
YNL051W	cog5	YER083C	get2	0.281
YNL051W	cog5	YCR044C	per1-supp1	0.278
YNL051W	cog5	YER122C	glo3-supp1	0.372
YNL051W	cog5	YMR197C	vti1-11-supp1	0.512
YNL051W	cog5	YDR189W	sly1-ts	0.440
YNL051W	cog5	YDL058W	uso1-1	0.467
YNL051W	cog5	YHL031C	gos1-supp1	0.487
YNL051W	cog5	YDR484W	vps52-supp1	0.293
YNL051W	cog5	YHR060W	vma22	0.221
YNL051W	cog5	YPR105C	cog4-5004	0.322
YNL051W	cog5	YOR370C	mrs6-2	0.318
YNL051W	cog5	YLR269C	ylr269c	0.336
YNL051W	cog5	YEL053C	mak10	0.213
YNL051W	cog5	YDR331W	gpi8-5001	0.274
YNL051W	cog5	YKR006C	mrpl13	0.328
YNL051W	cog5	YGL020C	get1	0.323
YML012W	erv25	YDR238C	sec26-11d26	0.220
YML012W	erv25	YFR051C	ret2-1	0.253
YML012W	erv25	YMR197C	vti1-2	0.201
YML012W	erv25	YAR002C-A	erp1	0.304
YML012W	erv25	YLR459W	gab1-1	0.219
YML012W	erv25	YFL025C	bst1	0.274
YML012W	erv25	YDL145C	cop1-1	0.227
YML012W	erv25	YNL041C	cog6	0.227
YML012W	erv25	YLR268W	sec22-supp1	0.214
YML012W	erv25	YEL031W	spf1	0.215
YML012W	erv25	YCR044C	per1-supp1	0.371
YML012W	erv25	YDR189W	sly1-ts	0.247
YML012W	erv25	YDL058W	uso1-1	0.268
YML012W	erv25	YLR269C	ylr269c	0.205
YML012W	erv25	YDR331W	gpi8-5001	0.240
YDR123C	ino2	YER120W	scs2	0.230
YDR123C	ino2	YJR073C	opi3	0.291
YDR123C	ino2	YIL090W	ice2	0.332
YDR123C	ino2	YOL108C	ino4	0.265
YER151C	ubp3	YGL137W	sec27-1	0.213
YER151C	ubp3	YFR051C	ret2-1	0.233
YER151C	ubp3	YDR320C	swa2	0.234
YER151C	ubp3	YER122C	glo3	0.242
YER151C	ubp3	YIL076W	sec28	0.259
YER151C	ubp3	YDR238C	sec26-f856aw860a	0.217
YER151C	ubp3	YNL041C	cog6	0.201
YER151C	ubp3	YML071C	cog8	0.211
YER151C	ubp3	YER122C	glo3-supp1	0.222
YDR507C	gin4	YHR142W	chs7	0.258
YDR507C	gin4	YBR038W	chs2-5006	0.259
YDR507C	gin4	YCR002C	cdc10-4	0.250
YDR507C	gin4	YHR107C	cdc12-1	0.295
YDR507C	gin4	YJR076C	cdc11-3	0.250
YDR507C	gin4	YBR023C	chs3	0.230
YDR507C	gin4	YLR314C	cdc3-1	0.275
YDR507C	gin4	YJR076C	cdc11-5	0.263
YDR507C	gin4	YJR076C	cdc11-1	0.251
YDR507C	gin4	YCR002C	cdc10-1	0.218
YDR507C	gin4	YNL298W	cla4	0.247
YDR507C	gin4	YJR076C	cdc11-2	0.249
YDR507C	gin4	YNL271C	bni1	0.214
YDR507C	gin4	YGL213C	ski8	0.221
YDR507C	gin4	YBL061C	skt5	0.245
YDR470C	ugo1	YDR462W	mrpl28	0.226
YDR470C	ugo1	YGR076C	mrpl25	0.236
YDR470C	ugo1	YHR011W	dia4	0.239
YDR470C	ugo1	YBR039W	atp3	0.363
YDR470C	ugo1	YER077C	mrx1	0.373
