Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
RFA1	I	156754	158619	[157609, 158504, 158579]	[1, 1, 1]
SEN34	I	158966	159793	[158990, 158992, 159031, 159074, 159099, 159106, 159118, 159158, 159221, 159257, 159538, 159590, 159679, 159721, 159751, 159767, 159777, 159791]	[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 13]
CDC15	I	172211	175135	[172232, 172265, 172305, 172346, 172388, 172441, 172542, 172614, 172683, 172689, 172769, 172791, 172795, 172816, 172853, 172877, 172879, 172908, 172931, 173055, 173160, 173291, 173437, 173632, 173669, 173678, 173897, 173979, 174139, 174141, 174237, 174265, 174323, 174330, 174401, 174427, 174431, 174442, 174461, 174528, 174569, 175076]	[27, 1, 1, 2, 1, 1, 6, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 5]
HTA2	II	235394	235792	[235488, 235503, 235792]	[3, 3, 1]
UTP20	II	227636	235117	[227663, 227790, 227831, 227834, 227841, 227851, 227951, 227966, 227979, 227979, 228052, 228089, 228111, 228161, 228237, 228276, 228276, 228281, 228286, 228293, 228306, 228308, 228330, 228339, 228357, 228399, 229500, 229810, 230102, 230493, 231200, 231239, 231263, 231276, 231556, 231571, 231638, 231959, 232050, 232252, 233969, 234020, 234369, 234434, 234574, 234611, 234614, 234684, 234972, 235017, 235034, 235067, 235111]	[1, 2, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 23]
RRN6	II	199064	201748	[199160, 199161, 199240, 199302, 199303, 199404, 199462, 199468, 199687, 199787, 199907, 200004, 200080, 200085, 200125, 200206, 200263, 200309, 200357, 200373, 200459, 200504, 200602, 200607, 200633, 200637, 200871, 200897, 200969, 200972, 200978, 201025, 201031, 201226, 201299, 201490, 201684, 201743]	[5, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 2, 1, 1]
POP8	II	185998	186474	[186002, 186007, 186245, 186272]	[6, 2, 1, 2]
RFT1	II	182401	184125	[182427, 182430, 182442, 182445, 182519, 182534, 182573, 182755, 182793, 182848, 182851, 182951, 182999, 183055, 183083, 183095, 183216, 183420, 183542]	[1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 3, 1]
MCM2	II	174920	177526	[175264, 175334, 175387, 175457, 175465, 175475, 175526, 175549, 175552, 175562, 175652, 175688, 175740, 175744, 175778, 175783, 175850, 175896, 175897, 175956, 175980, 176713, 177027, 177064, 177124, 177145]	[2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 5, 2, 1, 2, 1, 3, 1, 3, 2, 1, 1, 2, 3, 1, 1]
LSM2	II	170623	171038	[]	[]
PET9	II	163041	163997	[163096, 163099, 163166, 163216, 163233, 163269, 163291, 163407, 163449, 163572, 163582, 163586, 163589, 163594, 163604, 163647, 163657, 163677, 163841, 163847, 163893, 163918, 163961, 163965, 163984]	[1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2]
STU1	II	153848	158389	[153869, 153874, 153993, 154080, 154089, 154092, 154094, 154103, 154132, 154137, 154156, 154170, 154332, 154358, 154628, 154652, 154673, 154693, 154735, 154746, 154848, 154853, 154870, 154899, 154918, 154924, 154959, 154970, 155112, 155191, 155223, 155231, 155244, 155309, 155335, 155339, 155372, 155407, 155447, 155553, 155644, 155899, 155969, 155986, 156296, 156301, 157061, 157125, 157130, 157146, 157174, 157476, 157584, 157666, 157803, 157849, 157874, 157958, 157974, 158060, 158099, 158131, 158133, 158139, 158149, 158154, 158175, 158216, 158247]	[1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 4, 2, 1, 1, 1, 3, 2]
POL12	II	151493	153610	[151532, 151537, 151569, 151744, 151911, 151938, 152616, 152668, 152767, 152821, 153315, 153381, 153487, 153523, 153561, 153561, 153563, 153569, 153593, 153604]	[1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 5, 1, 3, 1, 2, 2, 7, 1, 1]
ERD2	II	142112	142868	[142179, 142212, 142259, 142344, 142397, 142426, 142520, 142580, 142689, 142720, 142722, 142745]	[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1]
PRE7	II	141247	141972	[141251, 141296, 141361, 141423, 141462, 141490, 141494, 141505, 141537, 141567, 141631, 141672, 141679, 141703, 141713, 141725]	[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 3, 2]
SEC17	II	125125	126119	[125307, 125469, 125738, 125825, 125839, 125859, 125860, 125873, 125894, 125926]	[1, 1, 1, 1, 1, 2, 1, 1, 1, 2]
YBL073W	II	87646	87957	[87748, 87787, 87819, 87822, 87916, 87925, 87927, 87932, 87940, 87943, 87955]	[1, 1, 1, 2, 2, 1, 4, 13, 33, 9, 8]
AAR2	II	86722	87789	[86728, 86755, 86794, 86800, 86885, 87208, 87467, 87483, 87533, 87542, 87573, 87577, 87580, 87748, 87787]	[1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]
ILS1	II	81043	84261	[81093, 81146, 81432, 81546, 81896, 81999, 82095, 82189, 82231, 82245, 82429, 82472, 82496, 82571, 82617, 82638, 82658, 82696, 82914, 82964, 82982, 83053, 83357, 83506, 83508, 83578, 83599, 83655, 83659, 83681, 83762, 83789, 83828, 83848, 83901, 84008, 84025, 84044, 84088, 84130]	[1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 4, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
YBL077W	II	80897	81328	[80899, 80907, 80921, 80939, 80954, 81093, 81146]	[1, 2, 18, 16, 2, 1, 2]
CDC27	II	67169	69445	[67186, 67260, 67313, 67317, 67380, 67442, 67443, 67585, 67620, 67702, 67739, 67745, 67748, 67779, 67783, 67815, 67820, 67845, 67858, 67882, 67885, 67955, 67993, 68030, 68092, 68270, 68427, 69020, 69352, 69378]	[1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]
RPL32	II	45978	46370	[45980, 45989, 46134, 46138]	[3, 1, 5, 2]
BRN1	II	40831	43095	[40858, 40935, 40990, 40993, 41004, 41284, 41316, 41385, 41389, 41420, 41421, 41662, 41764, 41846, 42162, 42284, 42285, 42582, 42619, 42725, 42787, 42798, 42803, 42879, 42896, 42921, 42975, 42981, 43010, 43067]	[1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3]
SFT2	II	24098	24745	[24299, 24449, 24610, 24620, 24656, 24684]	[7, 19, 1, 1, 1, 1]
PKC1	II	14241	17696	[14253, 14336, 14876, 14901, 14908, 14952, 14955, 15029, 15047, 15087, 15101, 15241, 15270, 15304, 15333, 15341, 15351, 15387, 15387, 15518, 15542, 15602, 15621, 15659, 15708, 15710, 15816, 15895, 15902, 15910, 15910, 15911, 15973, 16018, 16100, 16208, 16283, 16459, 16502, 16534, 16539, 16549, 16566, 16576, 16580, 16602, 16664, 16989, 16999, 17055, 17080, 17126, 17147, 17251, 17300, 17375, 17477, 17648]	[1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 7, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 5, 35, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 4]
RER2	II	241708	242568	[241734, 241742, 241799, 241858, 241869, 241879, 241890, 241977, 242018, 242052, 242199, 242378, 242510, 242521]	[6, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1]
GPI18	II	244366	245667	[244367, 244488, 244522, 244611, 244634, 244654, 244666, 244690, 244724, 244754, 244975, 245074, 245351, 245353, 245488]	[1, 4, 1, 1, 1, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1]
HHF1	II	255373	255684	[255413, 255469, 255475, 255595, 255642, 255678]	[1, 17, 4, 1, 3, 4]
IPP1	II	257112	257975	[257219, 257337, 257435, 257541, 257545, 257551, 257560, 257621, 257713, 257748, 257753, 257758, 257852]	[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1]
SCO2	II	289445	290350	[289648, 289805, 290007, 290096, 290104, 290198, 290233, 290294, 290324]	[4, 1, 6, 2, 3, 1, 2, 3, 6]
CDS1	II	296369	297742	[296569, 296582, 296595, 296676, 296695, 296708, 296753, 296808, 296813, 296814, 296818, 296822, 296828, 297124, 297159, 297178, 297595, 297598, 297630, 297639, 297652, 297712, 297715]	[1, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 1, 1, 2, 1]
CHS2	II	311898	314789	[312269, 312306, 312308, 312312, 312409, 312455, 312663, 312791, 312817, 312822, 312825, 312831, 312835, 312843, 312859, 312942, 313024, 313066, 313074, 313077, 313117, 313150, 313191, 313226, 313305, 313384, 313384, 313385, 313412, 313435, 313446, 313447, 313470, 313510, 313549, 313607, 313626, 313809, 313850, 313862, 313892, 313918, 313957, 313988, 313992, 313999, 314027, 314036, 314103, 314107, 314139, 314155, 314159, 314186, 314202, 314368, 314378, 314510, 314631, 314644, 314741, 314778, 314787]	[1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 8, 1, 1, 2]
REB1	II	334386	336818	[334424, 334433, 334459, 334463, 334530, 334537, 334707, 334804, 334990, 335247, 335281, 335287, 335345, 335348, 335358, 335366, 335370, 335425, 335529, 335683, 335691, 335823, 335829, 335861, 335958, 335983, 336034, 336083, 336091, 336144, 336208, 336278, 336302, 336315, 336333, 336427, 336543, 336545, 336611, 336639, 336654, 336664, 336671]	[1, 16, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 6]
PRP6	II	344602	347301	[344738, 344777, 344777, 344781, 344845, 344898, 344916, 344953, 344956, 344956, 345040, 345044, 345060, 345097, 345107, 345132, 345322, 345360, 345680, 345776, 345808, 345857, 346062, 346132, 346164, 346406, 346593, 347194]	[2, 1, 1, 1, 2, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
TSC3	II	356324	356566	[356338, 356433]	[1, 1]
ORC2	II	360652	362514	[361032, 361201, 361238, 361324, 361374, 361421, 361437, 361504, 361629, 361729, 361764, 361834, 361903, 362002, 362163, 362257, 362304, 362422, 362450, 362471]	[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
ALG14	II	379221	379934	[379391, 379491, 379557, 379583, 379583, 379632, 379646, 379666, 379807, 379829, 379835, 379854, 379893, 379931]	[3, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]
RPG1	II	395383	398277	[395410, 395448, 395456, 395516, 395551, 395574, 395649, 395657, 395957, 395974, 395990, 396041, 396056, 396199, 396201, 396235, 396239, 396326, 396334, 396341, 396349, 396352, 396369, 396381, 396413, 396425, 396459, 396468, 396472, 396475, 396511, 396515, 396552, 396553, 396574, 396589, 396622, 396626, 396646, 396669, 396681, 396716, 396725, 396829, 396922, 397023, 397229, 397241, 397241, 397338, 397394, 397397, 397419, 397451, 397503, 397566, 397819, 397861, 397890, 397913, 397981, 397999, 398033, 398260]	[1, 1, 2, 2, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 2, 2, 1]
SEC18	II	398614	400890	[398641, 398668, 398722, 398727, 398743, 398753, 398863, 398915, 398979, 399060, 399101, 399157, 399172, 399250, 399293, 399325, 399454, 399824, 399869, 400074, 400087, 400168, 400317, 400332, 400795, 400827, 400831]	[1, 1, 1, 1, 1, 1, 1, 1, 14, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]
RFC5	II	423765	424829	[423858, 423908, 424038, 424052, 424055, 424125]	[4, 1, 2, 1, 1, 12]
POL30	II	424990	425766	[425170, 425239, 425369, 425710]	[1, 2, 1, 1]
YBR089W	II	425183	425782	[425239, 425369, 425710]	[2, 1, 1]
TIM12	II	427155	427484	[427204, 427223, 427249, 427398]	[1, 1, 1, 1]
EXO84	II	445062	447323	[445417, 445464, 445621, 445621, 445622, 445662, 445672, 445681, 445703, 445846, 445965, 446228, 446262, 446347, 446404, 446415, 446428, 446463, 446500, 446635, 446637, 446679, 446786, 446814, 446872, 446877, 446911, 447005, 447068, 447104, 447208, 447251, 447277, 447281, 447285, 447317]	[2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 40, 1, 1, 2, 1, 1, 1, 42, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 3, 3, 4, 1, 1]
CMD1	II	457919	458362	[458081, 458221]	[1, 1]
ALG1	II	458872	460221	[458993, 459004, 459035, 459059, 459101, 459307, 459473, 459599, 460091, 460133]	[2, 2, 1, 2, 1, 2, 1, 1, 1, 2]
GRS1	II	481364	483367	[]	[]
TFC1	II	484742	486691	[484755, 484806, 484828, 484939, 485019, 485697, 485910, 485927, 485938, 486054, 486213, 486231, 486476, 486477, 486678]	[1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]
YBR124W	II	486507	486866	[486678, 486749, 486811]	[1, 1, 1]
CKS1	II	504854	505306	[504924, 504932, 504943, 504984, 505005, 505044, 505062, 505066, 505078, 505084, 505124]	[1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2]
MEC1	II	505668	512774	[505670, 505714, 505718, 505736, 505742, 505914, 505925, 506014, 506067, 506128, 506550, 507243, 508266, 508269, 509184, 509258, 509320, 509328, 509336, 509348, 509368, 509376, 509817, 510943, 511458, 511482, 511583, 511604, 511606, 511614, 511652, 511685, 511722, 511737, 511760, 511794, 511818, 511821, 511843, 511897, 511902, 511952, 511957, 512008, 512051, 512083, 512085, 512086, 512145, 512159, 512191, 512211, 512233, 512244, 512251, 512306, 512390, 512634, 512655, 512660, 512707, 512709, 512710, 512711, 512711, 512756, 512757]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 4, 1, 1, 1, 1, 4, 5, 1, 1, 2, 1, 3, 1, 2, 2, 3, 2, 2, 1, 3, 1, 2, 1, 1, 11, 1, 1, 1, 2, 1, 1, 2, 1, 5, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 3, 2, 1, 1, 2, 2]
IRA1	II	517350	526628	[517353, 517456, 517749, 517848, 518038, 518227, 518236, 518255, 518260, 518272, 518304, 518326, 518326, 518361, 518405, 518464, 518601, 518627, 519017, 519131, 519143, 519188, 519232, 519268, 519307, 519964, 519985, 520048, 520551, 520621, 520747, 520807, 520837, 520942, 521031, 521039, 521086, 521132, 521194, 521239, 521249, 521265, 521281, 521336, 521340, 521395, 521468, 521567, 521853, 521858, 521880, 521992, 522236, 522315, 522453, 522472, 522528, 522665, 522845, 522860, 522892, 522928, 523075, 523080, 523153, 523569, 523744, 523781, 523782, 523789, 523795, 523819, 523842, 523888, 523948, 523980, 523986, 524108, 524170, 524778, 524833, 525635, 525780, 525862, 525892, 525972, 526002, 526019, 526438, 526615, 526622]	[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 4, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]
MAK5	II	528317	530638	[528566, 528723, 528725, 528810, 529017, 529112, 529327, 529583, 529664, 529756, 529806, 529885, 530016, 530060, 530101, 530150, 530153, 530153, 530184, 530217, 530228, 530266, 530330, 530512, 530585]	[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
SUP45	II	530869	532182	[531045, 531136, 531436, 531450, 531464, 531508, 531618, 531636, 531645, 531708, 531854, 531949, 532152]	[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
SPP381	II	546376	547251	[546836, 546862, 546878, 546898, 547017, 547022, 547028, 547065]	[1, 1, 1, 1, 1, 1, 1, 1]
RIB7	II	547460	548194	[547742, 547797, 547816, 547847, 547858, 547892, 548116]	[1, 1, 1, 1, 1, 1, 2]
RPB5	II	548362	549009	[548786, 548788, 548791, 548828, 548831, 548852, 548857, 548902]	[1, 2, 2, 2, 2, 1, 1, 1]
CNS1	II	549771	550928	[549922, 549959, 550050, 550060, 550158, 550426, 550539, 550567, 550682, 550740, 550850, 550855, 550888, 550920]	[2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 1, 2]
AMN1	II	556549	558198	[556580, 556908, 556943, 556953, 556986, 556999, 557039, 557073, 557127, 557128, 557141, 557260, 557266, 557302]	[2, 2, 1, 21, 1, 1, 4, 1, 4, 2, 1, 1, 2, 1]
CDC28	II	560078	560974	[560240, 560588, 560631, 560643, 560655, 560659, 560668, 560729, 560737, 560963]	[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
POP7	II	571468	571890	[571615, 571640, 571670, 571696, 571701, 571713]	[1, 2, 1, 1, 1, 2]
YBR190W	II	605966	606277	[606024, 606155, 606175, 606190, 606214, 606228]	[1, 1, 1, 1, 1, 3]
RIM2	II	607652	608785	[607949, 608596, 608625]	[1, 1, 1]
MED8	II	609082	609753	[609106, 609177, 609437, 609497, 609517, 609531]	[2, 1, 4, 2, 1, 1]
PGI1	II	612236	613900	[612368, 612411, 612501, 613087, 613244, 613255, 613268, 613298, 613325, 613378, 613429, 613430, 613474, 613489, 613741]	[2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 4, 5]
TAF5	II	616127	618523	[616156, 616167, 616523, 616562, 616583, 616800, 616907, 617098, 617193, 617398, 617446, 617453, 617503, 617566, 617801, 617845, 617929, 617935, 617947, 617956, 617990, 617993, 618086, 618221, 618289]	[1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
MCM7	II	625772	628309	[625997, 626000, 626031, 626060, 626145, 626269, 626340, 626349, 626416, 626560, 626596, 626612, 626654, 626657, 626795, 627155, 627186, 627204, 627211, 627226, 627263, 627273, 627283, 627303, 627332, 627823, 628069, 628099, 628196, 628232]	[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 8, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1]
AME1	II	646158	647132	[646234, 646275, 646306, 646321, 646322, 646328, 646369, 646585, 646611, 646820, 646863]	[1, 1, 1, 1, 1, 1, 1, 17, 1, 1, 1]
DAD3	II	684977	685261	[684978]	[1]
ARC40	II	685438	686592	[685681, 685726, 685786, 685902, 685938, 685941, 685941, 686009, 686035, 686076, 686079, 686101, 686109, 686188, 686196, 686250, 686257, 686301, 686305, 686313, 686371, 686410, 686443, 686557]	[2, 1, 1, 1, 5, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1]
ABD1	II	690383	691693	[690403, 690442, 690478, 690969, 691076, 691186, 691293, 691377, 691390, 691398, 691440, 691453, 691456, 691496, 691500, 691501, 691550]	[1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 4, 1, 2, 1, 1, 2, 2]
PRP5	II	691969	694518	[692415, 692421, 692469, 692513, 692868, 692948, 693137, 693357, 693636, 693808, 693861, 693942, 694143, 694155, 694261, 694405]	[2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1]
ALG7	II	705447	706793	[706061, 706280, 706304, 706323, 706359, 706761]	[2, 1, 2, 2, 2, 1]
ENP1	II	713004	714455	[713048, 713065, 713150, 713375, 714219, 714229, 714243, 714262, 714320, 714332]	[1, 2, 1, 1, 1, 1, 1, 1, 2, 1]
DUT1	II	722611	723054	[722940, 722986]	[1, 2]
SRB6	II	723270	723635	[723271, 723286, 723369, 723410, 723417, 723456]	[1, 1, 2, 1, 3, 1]
TRS20	II	723736	724263	[723887, 724032, 724232]	[1, 1, 2]
RIB5	II	727386	728102	[727393, 727400, 727559, 727631, 727970, 728077]	[1, 1, 1, 2, 1, 1]
POP4	II	728885	729724	[729014, 729383, 729578, 729661, 729696]	[1, 3, 1, 1, 1]
TSC10	II	738582	739544	[738729, 738780, 738783, 738804, 738808, 738841, 738843, 738865, 738913, 738965, 738973, 739051, 739063, 739150, 739195, 739308, 739375, 739390, 739480]	[3, 2, 2, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 4, 4]
PGS1	III	109105	110670	[109150, 109157, 109159, 109191, 109327, 109330, 109499, 110345, 110584]	[1, 2, 1, 22, 1, 1, 1, 1, 1]
NFS1	III	92777	94270	[92896, 93119, 93209, 93218, 93243, 93286, 93289, 93300, 93306, 93334, 93355, 93394, 93435, 93470, 93477, 93610, 93651, 93665, 93695, 93718, 93736, 93743, 93820, 93867, 94103]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]
RRP7	III	64675	65568	[64854, 64935, 65133, 65174, 65202, 65216, 65321, 65353, 65370, 65409, 65419, 65459, 65461, 65501, 65510, 65544]	[1, 1, 1, 2, 1, 1, 1, 3, 4, 2, 3, 1, 2, 1, 3, 6]
YCL041C	III	50133	50627	[50161, 50192, 50250, 50285, 50348, 50361, 50387, 50398, 50418, 50436, 50444, 50448, 50546]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]
PDI1	III	48653	50221	[48730, 48809, 48809, 48824, 48993, 49018, 49028, 49064, 49116, 49157, 49198, 49252, 49260, 49266, 49304, 49539, 49580, 49590, 49594, 49600, 49617, 49622, 49671, 49677, 49684, 49688, 49700, 49752, 49757, 49780, 49819, 49863, 49865, 49871, 49892, 49938, 49964, 49984, 49992, 50024, 50102, 50131, 50161, 50192]	[1, 1, 3, 1, 1, 2, 1, 1, 4, 1, 5, 2, 1, 2, 1, 1, 1, 6, 3, 1, 1, 2, 1, 2, 4, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1]
PBN1	III	34143	35393	[34246, 34293, 34459, 34484, 34504, 35027, 35353]	[1, 1, 1, 1, 1, 1, 1]
SPB1	III	31449	33974	[31451, 31619, 31625, 31693, 31711, 31882, 31933, 31936, 31962, 32090, 32129, 32157, 32213, 32214, 32220, 32260, 32290, 32315, 32578, 32616, 32656, 32671, 32708, 32717, 32795, 32796, 32855, 33322, 33325, 33331, 33367, 33398, 33406, 33417, 33543, 33592, 33641, 33659, 33765]	[1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]
