Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
RFA1	I	156754	158619	[156756, 156771, 156775, 157801, 158475, 158531, 158534, 158543, 158549, 158557, 158614, 158619]	[4, 14, 6, 1, 1, 1, 1, 1, 2, 1, 1, 1]
SEN34	I	158966	159793	[158990, 158994, 159022, 159141, 159228, 159232, 159354, 159490, 159536, 159540, 159568, 159573, 159604, 159639, 159676, 159716]	[5, 7, 2, 1, 2, 2, 4, 1, 15, 1, 11, 1, 23, 1, 32, 1]
CDC15	I	172211	175135	[172266, 172270, 172385, 172389, 172395, 172532, 172540, 172545, 172611, 172616, 172750, 172811, 172940, 172944, 172975, 173164, 173337, 173604, 173628, 173632, 173681, 174073, 174077, 174077, 174320, 174324, 174328, 174332, 174369, 174569]	[13, 2, 2, 26, 1, 1, 4, 20, 17, 3, 1, 7, 7, 16, 1, 1, 1, 1, 65, 1, 4, 11, 1, 1, 3, 2, 1, 2, 27, 2]
HTA2	II	235394	235792	[235452, 235457, 235462, 235471, 235474, 235479, 235483, 235501, 235508, 235517, 235539, 235542, 235567, 235615, 235629, 235632, 235642, 235662, 235681, 235685, 235694, 235697, 235734, 235781, 235785, 235786]	[7, 1, 2, 2, 15, 12, 1, 35, 2, 2, 1, 1, 1, 1, 9, 18, 25, 1, 35, 1, 4, 1, 1, 9, 3, 6]
UTP20	II	227636	235117	[227704, 227715, 227718, 227750, 227752, 227789, 227793, 227853, 227882, 227926, 227948, 227978, 227981, 228059, 228152, 228277, 228280, 228352, 228357, 228401, 228449, 229556, 230394, 230403, 231128, 231165, 231231, 231279, 231282, 231588, 232049, 232121, 232134, 232190, 232701, 234018, 234024, 234052, 234232, 234315, 234366, 234609, 234615, 234915, 234969, 234973, 234991, 235045, 235061, 235089, 235109, 235114]	[1, 1, 2, 4, 2, 2, 7, 11, 3, 2, 1, 23, 1, 1, 2, 1, 3, 44, 7, 17, 5, 1, 1, 6, 3, 11, 3, 2, 15, 1, 2, 1, 1, 23, 2, 3, 4, 1, 2, 3, 1, 1, 2, 1, 3, 3, 1, 3, 21, 1, 59, 1]
RRN6	II	199064	201748	[199079, 199083, 199084, 199150, 199156, 199159, 199165, 199168, 199216, 199248, 199258, 199300, 199305, 199377, 199387, 199460, 199465, 199478, 199538, 199633, 199688, 199909, 199948, 200202, 200270, 200311, 200423, 200454, 200513, 200553, 200576, 200604, 200674, 200689, 200692, 200694, 200906, 200913, 200976, 200980, 201227, 201254, 201491, 201603, 201634, 201746]	[22, 1, 9, 1, 9, 5, 3, 15, 11, 8, 1, 17, 14, 1, 1, 6, 19, 1, 1, 1, 5, 1, 1, 1, 1, 15, 4, 6, 1, 51, 1, 7, 3, 8, 1, 18, 42, 1, 5, 47, 3, 2, 2, 1, 1, 1]
POP8	II	185998	186474	[186005, 186013, 186040, 186044, 186058, 186077, 186190, 186222, 186226, 186234, 186303, 186421]	[1, 11, 4, 10, 26, 6, 3, 54, 1, 1, 26, 1]
RFT1	II	182401	184125	[182415, 182424, 182431, 182437, 182442, 182447, 182489, 182495, 182532, 182536, 182743, 182762, 182976, 183099, 183103, 183390, 183417, 183538, 183544, 183833, 183868, 183914, 183950, 183961, 184059, 184079, 184086, 184100]	[2, 1, 4, 1, 16, 26, 1, 1, 9, 10, 1, 11, 1, 4, 4, 6, 1, 2, 15, 2, 1, 1, 1, 1, 14, 8, 9, 10]
MCM2	II	174920	177526	[174933, 174944, 175091, 175140, 175262, 175267, 175359, 175392, 175417, 175505, 175558, 175636, 175667, 175684, 175723, 175781, 175819, 175894, 175895, 175900, 175943, 176055, 176060, 176710, 176987]	[4, 10, 1, 1, 17, 1, 1, 16, 21, 1, 1, 1, 5, 6, 1, 7, 1, 4, 1, 13, 1, 1, 14, 1, 1]
LSM2	II	170623	171038	[170624, 170661, 170772, 170838, 170880, 170974, 170975, 170979]	[1, 1, 1, 1, 15, 1, 15, 10]
PET9	II	163041	163997	[163064, 163069, 163110, 163150, 163181, 163237, 163270, 163327, 163345, 163382, 163476, 163482, 163495, 163530, 163576, 163658, 163665, 163670, 163798, 163806, 163845, 163849, 163951, 163967, 163996]	[2, 1, 1, 38, 12, 1, 6, 2, 5, 4, 33, 2, 7, 13, 3, 1, 7, 20, 7, 1, 3, 5, 1, 1, 1]
STU1	II	153848	158389	[153850, 153851, 153869, 153872, 154028, 154035, 154036, 154054, 154070, 154079, 154082, 154085, 154119, 154217, 154295, 154299, 154417, 154566, 154593, 154597, 154624, 154627, 154737, 154748, 154840, 154840, 154841, 154845, 154973, 155188, 155192, 155232, 155297, 155445, 155446, 155451, 155511, 155554, 155640, 155854, 155988, 156016, 156072, 156320, 156392, 156518, 157061, 157150, 157175, 157582, 157617, 157708, 157798, 157803, 157818, 157835, 157844, 157851, 157853, 157857, 157869, 157902, 157954, 157959, 158096, 158100, 158117, 158138, 158167, 158182, 158184, 158218, 158243, 158245, 158249, 158338, 158354, 158357, 158383]	[1, 5, 7, 1, 1, 1, 2, 8, 1, 22, 1, 23, 1, 27, 4, 2, 1, 1, 8, 1, 3, 1, 56, 9, 3, 1, 17, 6, 14, 20, 1, 1, 52, 3, 2, 30, 1, 9, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 6, 3, 1, 10, 10, 5, 1, 1, 10, 3, 2, 67, 16, 1, 1, 8, 22, 6, 1, 1, 4, 45, 13, 10, 1, 3, 23, 11, 1, 2, 11]
POL12	II	151493	153610	[151593, 151620, 151764, 151817, 151901, 151940, 151943, 151991, 152610, 152647, 152755, 152760, 152786, 152826, 153143, 153205, 153205, 153234, 153239, 153242, 153250, 153255, 153399, 153432, 153434, 153443, 153498, 153521, 153532, 153556, 153564, 153571, 153588, 153596, 153599, 153600, 153604]	[6, 4, 1, 2, 1, 2, 3, 12, 9, 1, 3, 3, 1, 9, 36, 1, 5, 6, 1, 2, 6, 33, 1, 3, 22, 16, 4, 2, 1, 1, 68, 20, 2, 1, 1, 2, 35]
ERD2	II	142112	142868	[142145, 142343, 142400, 142469, 142473, 142483, 142620, 142625, 142654, 142685, 142718, 142722, 142774, 142801, 142806, 142826, 142865]	[4, 17, 19, 8, 1, 1, 6, 17, 1, 1, 4, 47, 2, 7, 14, 1, 1]
PRE7	II	141247	141972	[141314, 141403, 141455, 141629, 141744, 141946]	[1, 1, 3, 5, 8, 2]
SEC17	II	125125	126119	[125174, 125221, 125633, 125638, 125667, 125792, 125796, 125808, 125840, 125929, 126019]	[1, 29, 27, 2, 1, 14, 5, 7, 1, 11, 2]
YBL073W	II	87646	87957	[87663, 87738, 87802, 87821, 87821, 87826, 87827, 87842, 87845, 87848, 87854, 87862, 87864, 87866, 87880, 87885, 87890, 87896, 87900, 87912, 87920, 87923, 87927, 87930, 87933, 87941, 87949, 87955]	[7, 4, 1, 22, 7, 34, 17, 17, 13, 15, 1, 19, 76, 25, 27, 35, 40, 1, 1, 3, 146, 1, 1, 12, 65, 115, 22, 19]
AAR2	II	86722	87789	[86727, 86731, 86770, 86772, 86776, 86779, 86793, 86809, 86829, 86843, 86846, 86862, 86865, 86875, 86889, 86913, 87000, 87055, 87094, 87132, 87178, 87192, 87210, 87214, 87276, 87276, 87280, 87573, 87633, 87663, 87738]	[2, 2, 15, 35, 26, 5, 1, 13, 1, 12, 3, 1, 4, 4, 1, 11, 1, 1, 4, 1, 1, 1, 2, 4, 1, 1, 17, 12, 1, 7, 4]
ILS1	II	81043	84261	[81101, 81174, 81857, 81955, 82183, 82186, 82191, 82242, 82252, 82294, 82425, 82563, 82574, 82912, 82974, 82992, 83055, 83355, 83410, 83509, 83560, 83586, 83596, 83607, 83667, 83768, 83786, 83904, 84042, 84047]	[1, 1, 1, 14, 1, 6, 3, 1, 1, 49, 10, 1, 3, 1, 1, 2, 10, 5, 1, 1, 2, 3, 13, 1, 1, 2, 6, 1, 5, 10]
YBL077W	II	80897	81328	[80903, 80917, 80927, 80930, 80934, 80937, 80940, 80941, 80944, 80946, 80952, 80954, 80958, 80958, 80985, 80993, 81038, 81101, 81174]	[20, 49, 1, 1, 16, 10, 8, 1, 25, 7, 50, 7, 17, 11, 9, 1, 1, 1, 1]
CDC27	II	67169	69445	[67181, 67265, 67279, 67339, 67379, 67384, 67440, 67444, 67535, 67633, 67637, 67658, 67663, 67738, 67780, 67783, 67818, 67884, 67889, 67932, 67996, 68028, 68032, 68131, 68143, 69382]	[16, 1, 6, 1, 15, 9, 11, 3, 1, 20, 1, 1, 13, 1, 4, 92, 25, 10, 4, 1, 9, 6, 2, 1, 14, 9]
RPL32	II	45978	46370	[46143, 46239]	[3, 1]
BRN1	II	40831	43095	[40841, 40905, 40932, 40989, 40993, 41191, 41246, 41271, 41328, 41350, 41500, 41655, 41658, 41662, 41706, 41799, 41881, 41893, 42282, 42577, 42617, 42622, 42705, 42760, 42801, 42801, 42805, 42823, 42828, 42868, 42888, 42941, 42978, 43009, 43013, 43052, 43070, 43082, 43083, 43090]	[6, 11, 1, 3, 1, 1, 2, 11, 1, 12, 2, 16, 1, 1, 3, 1, 1, 14, 1, 1, 7, 2, 11, 1, 3, 3, 5, 11, 2, 1, 1, 1, 1, 1, 49, 1, 6, 62, 1, 1]
SFT2	II	24098	24745	[24100, 24110, 24274, 24301, 24309, 24315, 24403, 24415, 24419, 24461, 24478, 24501, 24509, 24565, 24587, 24618, 24623, 24624, 24659, 24667, 24667, 24680]	[1, 8, 7, 5, 2, 2, 2, 2, 2, 1, 1, 56, 1, 1, 50, 1, 11, 1, 1, 5, 4, 5]
PKC1	II	14241	17696	[14872, 14879, 14956, 15029, 15102, 15108, 15254, 15261, 15332, 15336, 15351, 15354, 15390, 15518, 15539, 15568, 15712, 15854, 15855, 15858, 15907, 15913, 15975, 16033, 16070, 16098, 16102, 16154, 16290, 16360, 16601, 16604, 16959, 16962, 17140, 17145, 17254, 17694]	[12, 1, 42, 4, 8, 8, 1, 1, 122, 3, 1, 1, 24, 2, 20, 1, 5, 1, 5, 1, 12, 17, 10, 1, 1, 10, 6, 1, 2, 1, 1, 46, 5, 7, 7, 6, 17, 3]
RER2	II	241708	242568	[241729, 241738, 241741, 241744, 241750, 241751, 241756, 241758, 241759, 241767, 241767, 241770, 241778, 241784, 241788, 241800, 241808, 241832, 241840, 241877, 241897, 242023, 242057, 242062, 242285, 242524]	[1, 21, 28, 1, 2, 47, 25, 5, 14, 1, 64, 44, 36, 24, 1, 38, 1, 34, 4, 1, 1, 1, 4, 11, 1, 1]
GPI18	II	244366	245667	[244452, 244475, 244485, 244489, 244538, 244562, 244610, 244673, 244849, 244989, 245035, 245098, 245348, 245349, 245353, 245353, 245393, 245428, 245492, 245543, 245570, 245610, 245665]	[2, 1, 7, 4, 1, 1, 5, 1, 1, 1, 4, 1, 2, 27, 1, 2, 1, 11, 2, 1, 1, 1, 1]
HHF1	II	255373	255684	[255416, 255419, 255438, 255446, 255464, 255481, 255547, 255569, 255634, 255675, 255678]	[6, 16, 4, 1, 2, 3, 1, 1, 13, 2, 1]
IPP1	II	257112	257975	[257158, 257165, 257208, 257255, 257302, 257308, 257460, 257485, 257542, 257545, 257545, 257549, 257599, 257625, 257648, 257711, 257716, 257838, 257842, 257883, 257935]	[7, 17, 8, 2, 8, 1, 1, 3, 24, 1, 1, 3, 1, 37, 2, 19, 27, 4, 18, 1, 1]
SCO2	II	289445	290350	[289466, 289474, 289481, 289488, 289490, 289562, 289637, 289637, 289640, 289648, 289652, 289660, 289752, 289802, 289843, 289931, 289950, 289970, 290006, 290007, 290009, 290021, 290089, 290096, 290170, 290179, 290198, 290202, 290222, 290233, 290295, 290299, 290312, 290315, 290317, 290339]	[9, 1, 15, 3, 3, 1, 2, 3, 1, 2, 21, 9, 1, 68, 3, 9, 1, 58, 8, 1, 2, 9, 1, 1, 7, 23, 1, 9, 4, 1, 1, 13, 13, 42, 2, 3]
CDS1	II	296369	297742	[296380, 296385, 296597, 296635, 296712, 296785, 296833, 296853, 296857, 296859, 296873, 296884, 296934, 297053, 297078, 297082, 297086, 297122, 297126, 297167, 297177, 297186, 297274, 297355, 297473, 297480, 297489, 297490, 297495, 297529, 297601, 297605, 297712, 297715, 297726]	[3, 1, 2, 2, 1, 2, 3, 3, 69, 1, 1, 2, 1, 1, 1, 1, 8, 36, 1, 1, 2, 1, 1, 5, 1, 2, 1, 5, 1, 3, 1, 1, 8, 2, 5]
CHS2	II	311898	314789	[312175, 312267, 312351, 312457, 312880, 313019, 313074, 313079, 313099, 313144, 313148, 313152, 313256, 313274, 313382, 313386, 313435, 313482, 313507, 313511, 313551, 313561, 313805, 313810, 313894, 313899, 313917, 313922, 313952, 313990, 313993, 314033, 314038, 314124, 314199, 314203, 314214, 314275, 314562, 314564, 314595, 314671, 314741]	[1, 9, 1, 7, 20, 15, 11, 1, 2, 1, 6, 9, 1, 15, 11, 4, 1, 18, 1, 5, 7, 2, 32, 12, 3, 2, 11, 21, 3, 1, 9, 78, 22, 1, 1, 8, 3, 1, 2, 5, 1, 42, 1]
REB1	II	334386	336818	[334465, 334534, 334628, 335095, 335125, 335161, 335276, 335279, 335283, 335287, 335321, 335424, 335449, 335454, 335457, 335708, 335748, 335954, 336079, 336080, 336122, 336140, 336144, 336273, 336332, 336336, 336536, 336540, 336543, 336546, 336588, 336601, 336655, 336678, 336702, 336707, 336726, 336763, 336766, 336776, 336798]	[7, 4, 4, 11, 1, 1, 1, 2, 1, 2, 1, 1, 1, 13, 5, 1, 4, 18, 5, 1, 1, 1, 20, 1, 15, 1, 1, 51, 2, 2, 32, 1, 1, 1, 18, 1, 30, 3, 1, 1, 1]
PRP6	II	344602	347301	[344604, 344608, 344622, 344622, 344624, 344629, 344632, 344641, 344650, 344675, 344685, 344699, 344722, 344724, 344726, 344732, 344738, 344748, 344776, 344882, 344890, 344892, 344893, 344893, 344897, 344897, 344900, 344906, 344911, 344914, 344922, 344932, 344942, 344946, 344952, 344956, 344963, 345039, 345043, 345136, 345155, 345176, 345263, 345297, 345325, 345360, 345414, 345419, 345773, 345847, 346227, 347116]	[1, 44, 1, 2, 9, 1, 1, 1, 1, 36, 2, 5, 1, 1, 12, 67, 33, 1, 15, 24, 27, 3, 1, 8, 5, 4, 404, 7, 1, 2, 1, 2, 21, 1, 1, 19, 5, 4, 2, 16, 10, 1, 4, 3, 1, 1, 3, 2, 10, 4, 1, 1]
TSC3	II	356324	356566	[356352, 356385, 356390]	[1, 1, 12]
ORC2	II	360652	362514	[360667, 360939, 361026, 361110, 361207, 361303, 361317, 361321, 361376, 361436, 361440, 361726, 361923, 361967, 362162, 362171, 362176, 362239, 362291, 362294, 362324, 362329, 362387, 362420, 362468]	[1, 2, 1, 8, 1, 17, 21, 15, 2, 1, 50, 1, 7, 4, 13, 1, 33, 13, 2, 43, 4, 10, 3, 9, 1]
ALG14	II	379221	379934	[379435, 379439, 379513, 379575, 379580, 379585, 379624, 379747, 379852, 379877, 379899, 379934]	[17, 3, 1, 1, 1, 100, 1, 1, 1, 1, 1, 1]
RPG1	II	395383	398277	[395403, 395457, 395512, 395571, 395576, 395664, 395742, 395888, 395908, 395938, 395959, 395991, 395999, 396105, 396109, 396150, 396197, 396202, 396234, 396238, 396369, 396416, 396423, 396455, 396459, 396549, 396550, 396553, 396554, 396595, 396617, 396645, 396650, 396669, 396721, 396799, 396827, 396830, 396927, 397239, 397244, 397342, 397392, 397396, 397501, 397506, 397563, 397567, 397570, 397857, 397929, 398038, 398142, 398166, 398228, 398239]	[3, 33, 1, 1, 7, 2, 2, 2, 2, 1, 4, 3, 1, 25, 17, 2, 4, 23, 1, 5, 1, 17, 15, 1, 1, 7, 1, 1, 52, 1, 1, 21, 6, 1, 1, 14, 1, 8, 1, 5, 4, 1, 2, 4, 17, 7, 1, 3, 2, 11, 1, 4, 1, 1, 2, 1]
SEC18	II	398614	400890	[398655, 398675, 398788, 398792, 398801, 398825, 398899, 398904, 399100, 399104, 399324, 399327, 399741, 400071, 400143, 400267, 400307, 400347, 400412, 400416, 400489, 400825, 400855, 400882]	[3, 1, 70, 3, 1, 1, 12, 27, 13, 5, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 7, 4, 1, 1]
RFC5	II	423765	424829	[423771, 423855, 424054, 424239]	[1, 25, 1, 1]
POL30	II	424990	425766	[425166, 425238, 425241, 425281, 425285, 425557]	[20, 1, 8, 1, 10, 1]
YBR089W	II	425183	425782	[425238, 425241, 425281, 425285, 425557]	[1, 8, 1, 10, 1]
TIM12	II	427155	427484	[427235, 427267, 427280]	[1, 1, 1]
EXO84	II	445062	447323	[445072, 445095, 445101, 445131, 445139, 445178, 445382, 445414, 445618, 445623, 445623, 445749, 445772, 445777, 445809, 445878, 445901, 445920, 445925, 445949, 445953, 445967, 446007, 446058, 446271, 446382, 446403, 446544, 446549, 446593, 446595, 446634, 446639, 446673, 446750, 446754, 446756, 446760, 446780, 446786, 446828, 446869, 446912, 446917, 446928, 446954, 447027, 447060, 447068, 447078, 447092, 447102, 447218, 447223, 447228, 447237, 447242, 447260, 447278, 447278, 447282, 447316]	[1, 9, 11, 25, 1, 1, 4, 4, 25, 1, 15, 10, 7, 92, 3, 14, 4, 2, 17, 35, 1, 1, 20, 1, 19, 21, 21, 2, 1, 1, 1, 1, 2, 21, 1, 3, 1, 16, 41, 74, 1, 5, 1, 13, 6, 1, 26, 1, 4, 4, 29, 2, 2, 105, 35, 26, 10, 18, 27, 39, 9, 1]
CMD1	II	457919	458362	[458055]	[1]
ALG1	II	458872	460221	[458988, 458991, 458995, 459131, 460087, 460133, 460197, 460218]	[10, 25, 4, 8, 2, 1, 18, 19]
GRS1	II	481364	483367	[481369, 481375, 482073, 483228]	[7, 15, 1, 1]
TFC1	II	484742	486691	[484747, 484751, 484804, 484809, 484846, 484847, 484880, 484940, 485038, 485061, 485109, 485795, 485868, 485872, 486058, 486411, 486474, 486479, 486553]	[7, 1, 7, 3, 1, 1, 4, 27, 21, 1, 58, 1, 9, 1, 6, 1, 1, 1, 1]
YBR124W	II	486507	486866	[486553, 486752, 486768, 486771, 486775, 486784, 486788, 486790, 486796, 486797, 486821, 486827, 486831, 486837, 486840, 486843, 486845, 486853, 486856, 486863, 486864]	[1, 1, 2, 27, 40, 4, 5, 16, 1, 2, 3, 3, 1, 1, 59, 2, 19, 15, 29, 24, 6]
CKS1	II	504854	505306	[504984, 504999, 505128, 505211]	[22, 32, 6, 4]
MEC1	II	505668	512774	[505703, 505725, 505738, 505742, 505771, 505775, 505780, 505821, 505854, 505858, 505861, 505922, 505929, 506065, 506069, 506079, 506082, 506127, 506130, 506256, 506569, 506765, 507224, 507281, 507456, 507665, 508227, 508345, 508418, 508843, 509058, 509062, 509257, 509261, 509296, 509325, 509373, 509378, 509734, 509749, 509820, 510005, 510035, 510050, 510111, 510185, 510423, 510476, 510715, 510817, 510933, 510940, 510985, 511174, 511322, 511349, 511363, 511427, 511569, 511574, 511601, 511651, 511656, 511688, 511693, 511721, 511768, 511805, 511816, 511820, 511894, 511898, 511900, 511929, 511941, 512047, 512059, 512082, 512082, 512083, 512086, 512087, 512133, 512142, 512147, 512160, 512187, 512193, 512250, 512254, 512282, 512294, 512303, 512307, 512316, 512388, 512388, 512389, 512392, 512424, 512430, 512441, 512442, 512444, 512472, 512489, 512496, 512567, 512570, 512573, 512600, 512604, 512608, 512639, 512657, 512660, 512662, 512662, 512686, 512694, 512704, 512712, 512735, 512737, 512751, 512752, 512759, 512762, 512768, 512773]	[1, 1, 2, 1, 4, 57, 13, 1, 2, 2, 9, 5, 28, 16, 2, 2, 1, 1, 46, 44, 1, 1, 1, 12, 1, 1, 44, 14, 3, 1, 19, 2, 61, 10, 2, 3, 1, 19, 2, 1, 7, 12, 2, 5, 6, 1, 1, 3, 14, 1, 17, 1, 1, 1, 2, 1, 1, 18, 19, 1, 5, 23, 16, 8, 14, 12, 18, 1, 8, 4, 6, 3, 17, 7, 5, 1, 9, 1, 2, 16, 1, 16, 5, 16, 3, 1, 24, 9, 1, 9, 1, 13, 14, 34, 3, 22, 2, 15, 24, 26, 1, 4, 6, 2, 2, 1, 51, 14, 2, 8, 11, 11, 1, 10, 21, 1, 7, 53, 1, 5, 1, 17, 1, 10, 3, 4, 1, 1, 143, 2]
IRA1	II	517350	526628	[517367, 517851, 518229, 518324, 518360, 518364, 518422, 518427, 518624, 519127, 519131, 519289, 519306, 519309, 519615, 519962, 520050, 520548, 520624, 520689, 520985, 520988, 520989, 521197, 521236, 521240, 521335, 521339, 521340, 521400, 521414, 521717, 521778, 521882, 522233, 522240, 522314, 522381, 522804, 522859, 522864, 522931, 522964, 522987, 523282, 523286, 523290, 523740, 523745, 523885, 523888, 523889, 524027, 524066, 524073, 524092, 524158, 524250, 524726, 524730, 525018, 525774, 525777, 525858, 525865, 525947, 525951, 526020, 526105, 526286, 526343, 526564, 526613, 526617]	[1, 1, 16, 1, 79, 11, 7, 10, 1, 14, 1, 3, 1, 21, 1, 4, 16, 7, 17, 1, 18, 1, 7, 1, 20, 1, 34, 31, 1, 5, 1, 1, 1, 11, 5, 4, 1, 2, 4, 14, 1, 13, 4, 2, 2, 1, 3, 5, 1, 11, 1, 19, 1, 36, 8, 1, 1, 39, 1, 1, 3, 7, 8, 2, 1, 64, 29, 2, 1, 3, 1, 1, 1, 3]
MAK5	II	528317	530638	[528320, 528563, 528722, 529015, 529492, 529696, 529717, 529721, 529799, 529801, 529804, 529805, 529809, 529895, 529993, 530013, 530017, 530055, 530060, 530125, 530133, 530149, 530155, 530182, 530267, 530270, 530318, 530397, 530400, 530405, 530449, 530454, 530525, 530576, 530583, 530586, 530614]	[2, 30, 4, 1, 1, 14, 3, 7, 1, 1, 3, 2, 56, 1, 3, 2, 1, 7, 1, 1, 1, 2, 28, 2, 6, 13, 1, 2, 1, 1, 18, 12, 5, 14, 2, 11, 1]
SUP45	II	530869	532182	[531449, 531460, 531533, 531571, 531601, 531612, 531651, 531656, 531670, 531740, 531743, 532103, 532149]	[5, 13, 1, 1, 1, 2, 7, 1, 5, 1, 39, 1, 1]
SPP381	II	546376	547251	[546413, 546446, 546490, 546541, 546627, 546652, 546724, 546817, 546876, 546880, 546951, 547009, 547075, 547083, 547109, 547198, 547220, 547226, 547231, 547245]	[3, 2, 16, 1, 7, 38, 2, 1, 14, 8, 4, 2, 1, 1, 5, 2, 49, 57, 8, 31]
RIB7	II	547460	548194	[547738, 547794, 547889, 547894, 547894, 548074, 548143, 548181]	[3, 1, 1, 1, 1, 2, 2, 1]
RPB5	II	548362	549009	[548707, 548865, 548926, 548989, 548993]	[2, 25, 1, 1, 1]
CNS1	II	549771	550928	[549838, 549844, 549847, 549891, 549920, 550156, 550160, 550741, 550851, 550856, 550883, 550896, 550907, 550923]	[1, 1, 1, 1, 3, 1, 4, 1, 2, 5, 5, 11, 11, 1]
AMN1	II	556549	558198	[556551, 556571, 556595, 556635, 556644, 556669, 556674, 556716, 556727, 556750, 556841, 556854, 556870, 556898, 556902, 556955, 557014, 557026, 557038, 557043, 557125, 557130, 557200, 557201, 557205, 557230, 557291, 557326, 557524, 557540, 557632, 557660, 557664, 557665, 557678, 557738, 557774, 557976, 557976, 558031, 558070, 558073, 558098, 558103, 558116, 558129, 558136, 558149, 558177, 558185, 558193, 558197]	[7, 15, 19, 1, 1, 26, 1, 1, 21, 44, 1, 1, 1, 1, 48, 3, 21, 25, 33, 35, 61, 32, 1, 2, 25, 8, 1, 7, 1, 5, 1, 1, 1, 1, 4, 1, 4, 5, 3, 2, 1, 1, 1, 62, 2, 33, 1, 1, 91, 1, 5, 75]
CDC28	II	560078	560974	[560082, 560270, 560585, 560660, 560665, 560684, 560875, 560942]	[4, 1, 3, 1, 18, 1, 9, 1]
POP7	II	571468	571890	[571471, 571483, 571552, 571562, 571584, 571638, 571643, 571670, 571716]	[2, 1, 2, 1, 1, 52, 1, 1, 3]
YBR190W	II	605966	606277	[605969, 605981, 605991, 606001, 606003, 606007, 606019, 606027, 606039, 606069, 606082, 606085, 606155, 606172, 606173, 606174, 606176, 606184, 606218]	[1, 4, 3, 1, 2, 2, 2, 21, 1, 7, 1, 1, 1, 1, 2, 2, 38, 30, 1]
