Essential gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
BRN1	II	40831	43095	[40905, 40905, 40908, 40932, 40988, 40993, 41151, 41246, 41250, 41272, 41350, 41353, 41383, 41387, 41474, 41527, 41589, 41654, 41682, 41687, 41705, 41728, 41738, 41858, 41893, 41938, 42115, 42282, 42286, 42318, 42429, 42466, 42480, 42505, 42555, 42585, 42611, 42618, 42623, 42626, 42664, 42706, 42800, 42802, 42816, 42818, 42822, 42827, 42842, 42868, 42886, 42890, 42902, 42963, 42988, 43013, 43066, 43071, 43082, 43086]	[1, 14, 2, 43, 14, 12, 1, 19, 1, 25, 25, 9, 7, 2, 2, 1, 2, 23, 1, 1, 18, 1, 1, 1, 7, 3, 1, 5, 1, 2, 1, 1, 1, 2, 1, 1, 2, 33, 2, 4, 1, 17, 10, 24, 1, 2, 27, 19, 2, 1, 1, 1, 1, 1, 1, 58, 1, 10, 1, 1]
SFT2	II	24098	24745	[24299, 24373, 24399, 24449, 24565, 24568, 24618, 24619, 24622, 24705]	[7, 1, 1, 14, 1, 2, 16, 1, 26, 1]
PKC1	II	14241	17696	[14704, 14873, 14874, 14875, 14878, 14909, 14915, 14923, 14924, 14951, 14955, 15042, 15101, 15103, 15108, 15174, 15185, 15188, 15230, 15240, 15247, 15281, 15287, 15292, 15314, 15332, 15336, 15351, 15356, 15364, 15367, 15386, 15387, 15390, 15395, 15480, 15518, 15524, 15539, 15578, 15591, 15676, 15707, 15711, 15852, 15855, 15907, 15907, 15908, 15908, 15910, 15912, 15924, 15971, 15975, 16001, 16026, 16102, 16136, 16166, 16186, 16190, 16267, 16286, 16290, 16302, 16373, 16461, 16499, 16557, 16586, 16605, 16962, 16966, 17018, 17046, 17141, 17145, 17182, 17186, 17253, 17340, 17421, 17422, 17694]	[3, 29, 1, 1, 2, 2, 1, 1, 1, 46, 21, 1, 2, 25, 27, 2, 1, 1, 1, 1, 1, 1, 1, 2, 16, 52, 3, 1, 1, 2, 1, 2, 1, 26, 6, 2, 38, 4, 31, 1, 1, 1, 25, 66, 59, 24, 8, 1, 56, 1, 4, 30, 2, 16, 60, 1, 1, 25, 8, 1, 10, 6, 2, 1, 5, 1, 1, 1, 63, 1, 1, 66, 32, 2, 1, 1, 44, 37, 1, 1, 52, 3, 1, 1, 2]
RER2	II	241708	242568	[241734, 241764, 241797, 241832, 241832, 241836, 241892, 241925, 241996, 242057, 242058, 242062, 242356, 242466, 242507, 242528, 242537]	[6, 1, 1, 10, 1, 63, 1, 1, 2, 1, 3, 6, 1, 2, 1, 1, 1]
GPI18	II	244366	245667	[244368, 244387, 244440, 244485, 244489, 244544, 244606, 244610, 244883, 244900, 244902, 244905, 245035, 245039, 245348, 245352, 245353, 245372, 245384, 245424, 245428, 245446, 245466, 245485, 245490, 245601]	[1, 1, 1, 61, 43, 1, 2, 33, 1, 1, 1, 7, 3, 1, 22, 1, 4, 2, 2, 38, 20, 1, 1, 1, 14, 1]
HHF1	II	255373	255684	[255469, 255506]	[13, 3]
IPP1	II	257112	257975	[257118, 257238, 257303, 257307, 257308, 257421, 257485, 257543, 257548, 257548, 257625, 257670, 257711, 257715, 257747, 257776, 257837, 257842]	[1, 1, 9, 2, 1, 2, 30, 34, 1, 17, 24, 1, 37, 18, 1, 1, 7, 67]
SCO2	II	289445	290350	[289648, 290006, 290010, 290104, 290197, 290202, 290294, 290324]	[1, 30, 1, 1, 1, 28, 1, 1]
CDS1	II	296369	297742	[296569, 296633, 296700, 296717, 296749, 296753, 296754, 296755, 296781, 296796, 296818, 296822, 296836, 296852, 296857, 296884, 296901, 296929, 297083, 297122, 297126, 297178, 297181, 297433, 297445, 297486, 297490, 297490, 297524, 297528, 297633, 297640, 297710, 297717, 297718, 297718]	[1, 17, 1, 1, 12, 26, 1, 12, 1, 1, 1, 1, 1, 7, 42, 7, 1, 1, 22, 16, 19, 4, 22, 1, 1, 8, 3, 1, 4, 9, 2, 2, 44, 34, 3, 2]
CHS2	II	311898	314789	[312111, 312266, 312453, 312457, 312787, 312830, 312831, 312846, 312876, 312880, 313020, 313024, 313034, 313073, 313078, 313148, 313152, 313223, 313264, 313344, 313381, 313383, 313387, 313442, 313475, 313482, 313486, 313506, 313511, 313544, 313549, 313562, 313647, 313681, 313714, 313719, 313725, 313806, 313810, 313861, 313916, 313917, 313921, 313926, 313952, 313958, 313961, 313988, 313992, 314033, 314037, 314159, 314167, 314199, 314203, 314210, 314215, 314335, 314518, 314561, 314562, 314565, 314571, 314600, 314631, 314670, 314681, 314737, 314741]	[1, 42, 6, 31, 23, 2, 1, 1, 1, 25, 28, 1, 2, 33, 19, 32, 34, 1, 1, 1, 37, 1, 38, 1, 1, 25, 2, 8, 19, 6, 36, 1, 1, 1, 1, 2, 2, 18, 16, 1, 1, 18, 62, 1, 15, 2, 1, 23, 28, 15, 21, 2, 2, 4, 15, 1, 34, 1, 1, 26, 1, 6, 1, 1, 1, 19, 18, 5, 31]
REB1	II	334386	336818	[334403, 334417, 334433, 334534, 334702, 334705, 334708, 334981, 335096, 335100, 335278, 335280, 335283, 335335, 335424, 335445, 335449, 335453, 335498, 335679, 335744, 335749, 335954, 335959, 335983, 336026, 336045, 336072, 336078, 336080, 336100, 336140, 336145, 336210, 336224, 336314, 336332, 336336, 336488, 336541, 336543, 336546, 336640, 336653, 336673, 336698, 336698, 336702, 336722, 336723, 336727, 336734, 336738]	[1, 1, 6, 6, 2, 3, 1, 1, 34, 2, 31, 1, 31, 1, 4, 2, 3, 35, 1, 2, 2, 13, 74, 2, 1, 2, 1, 2, 42, 26, 1, 13, 16, 2, 4, 1, 23, 9, 2, 74, 9, 28, 1, 1, 1, 3, 1, 27, 6, 1, 59, 2, 1]
PRP6	II	344602	347301	[344614, 344622, 344675, 344679, 344726, 344776, 344829, 344858, 344869, 344889, 344894, 344895, 344900, 344902, 344923, 344952, 344956, 345022, 345038, 345038, 345039, 345040, 345043, 345136, 345156, 345262, 345263, 345286, 345314, 345358, 345360, 345365, 345415, 345420, 345489, 345616, 345774, 345778, 345824, 345843, 345847, 346034, 346163, 346192, 346196, 346590, 346594]	[1, 1, 1, 2, 33, 17, 1, 1, 1, 44, 29, 2, 1, 3, 2, 6, 36, 1, 3, 1, 15, 1, 46, 12, 40, 1, 1, 1, 2, 1, 2, 40, 7, 6, 1, 1, 20, 3, 2, 4, 41, 1, 1, 2, 4, 3, 2]
TSC3	II	356324	356566	[356385, 356391, 356432]	[1, 3, 1]
ORC2	II	360652	362514	[361032, 361111, 361209, 361303, 361311, 361317, 361320, 361321, 361356, 361370, 361376, 361402, 361436, 361440, 361614, 361726, 361730, 361733, 361837, 361906, 361967, 361995, 362022, 362163, 362236, 362239, 362243, 362258, 362314, 362325, 362330, 362420, 362466, 362480]	[1, 20, 1, 13, 1, 36, 1, 22, 1, 2, 42, 2, 5, 17, 2, 1, 4, 1, 2, 1, 6, 1, 2, 7, 3, 27, 2, 1, 1, 6, 32, 17, 1, 1]
ALG14	II	379221	379934	[379361, 379434, 379486, 379501, 379549, 379579, 379585, 379664, 379701, 379746, 379932]	[1, 75, 1, 1, 3, 4, 23, 1, 2, 14, 44]
RPG1	II	395383	398277	[395441, 395572, 395576, 395801, 395937, 395955, 395958, 395959, 395980, 396057, 396105, 396109, 396169, 396178, 396197, 396202, 396234, 396238, 396344, 396390, 396401, 396412, 396415, 396422, 396438, 396455, 396459, 396460, 396510, 396512, 396550, 396554, 396558, 396560, 396618, 396645, 396649, 396694, 396707, 396713, 396728, 396799, 396804, 396828, 396829, 396976, 397031, 397239, 397239, 397241, 397243, 397247, 397392, 397396, 397411, 397502, 397506, 397511, 397535, 397563, 397568, 397782, 397815, 397857, 397858, 397862, 397881, 397967, 397975, 398010, 398034, 398037, 398120, 398185, 398212]	[1, 12, 26, 1, 9, 42, 1, 4, 1, 1, 46, 56, 1, 1, 18, 30, 36, 16, 1, 1, 1, 1, 12, 47, 1, 35, 1, 12, 1, 1, 28, 39, 1, 18, 1, 59, 24, 2, 1, 1, 1, 40, 3, 4, 19, 2, 2, 35, 1, 1, 4, 1, 22, 20, 2, 38, 40, 1, 1, 6, 18, 1, 3, 39, 1, 8, 1, 1, 1, 1, 1, 42, 1, 4, 1]
SEC18	II	398614	400890	[398626, 398649, 398655, 398660, 398665, 398754, 398764, 398788, 398792, 398847, 398873, 398899, 398903, 398906, 399023, 399036, 399100, 399104, 399175, 399187, 399199, 399248, 399249, 399257, 399323, 399328, 399741, 400068, 400071, 400143, 400205, 400214, 400315, 400346, 400411, 400412, 400415, 400457, 400485, 400490, 400731, 400824, 400829, 400830, 400852]	[1, 1, 16, 16, 3, 1, 1, 30, 36, 1, 3, 23, 21, 16, 1, 1, 23, 21, 1, 2, 1, 1, 1, 1, 1, 53, 3, 1, 5, 1, 2, 12, 1, 2, 2, 2, 1, 1, 1, 4, 1, 47, 4, 1, 1]
RFC5	II	423765	424829	[423769, 423855, 423859, 423914, 423926, 423961, 424012, 424049, 424053, 424125, 424240, 424519]	[5, 37, 5, 1, 2, 1, 2, 3, 28, 5, 2, 1]
POL30	II	424990	425766	[425002, 425166, 425221, 425236, 425241, 425281, 425557]	[1, 14, 1, 1, 40, 6, 5]
YBR089W	II	425183	425782	[425221, 425236, 425241, 425281, 425557]	[1, 1, 40, 6, 5]
TIM12	II	427155	427484	[427241, 427321]	[1, 4]
EXO84	II	445062	447323	[445097, 445108, 445297, 445383, 445413, 445460, 445464, 445542, 445618, 445623, 445628, 445649, 445805, 445809, 445861, 445967, 445970, 446281, 446349, 446386, 446389, 446393, 446403, 446463, 446477, 446502, 446512, 446548, 446595, 446598, 446634, 446638, 446657, 446755, 446760, 446786, 446869, 446873, 446901, 446910, 446916, 446936, 446984, 447027, 447032, 447068, 447150, 447180, 447252, 447276, 447277, 447278, 447282, 447285, 447292, 447308]	[1, 2, 1, 9, 26, 1, 1, 1, 30, 15, 1, 1, 2, 44, 2, 1, 1, 1, 1, 2, 35, 4, 17, 23, 1, 33, 1, 3, 1, 2, 16, 53, 7, 9, 19, 1, 24, 6, 1, 3, 26, 1, 1, 14, 14, 3, 1, 10, 1, 9, 2, 23, 27, 1, 3, 2]
CMD1	II	457919	458362	[458114]	[1]
ALG1	II	458872	460221	[458916, 458952, 458991, 458995, 459039, 459126, 459126, 459127, 459131, 459332, 459434, 460011, 460087, 460092, 460155, 460216]	[1, 2, 31, 6, 1, 1, 1, 1, 22, 1, 2, 1, 20, 1, 1, 1]
GRS1	II	481364	483367	[482184, 483153, 483204]	[1, 1, 1]
TFC1	II	484742	486691	[484743, 484746, 484753, 484800, 484804, 484805, 484808, 484817, 484840, 484858, 484877, 484940, 485150, 485225, 485229, 485336, 485838, 485868, 485873, 485918, 485966, 486052, 486057, 486179, 486220, 486301, 486411, 486480, 486629]	[1, 39, 1, 1, 27, 1, 43, 2, 1, 1, 3, 16, 9, 2, 9, 1, 1, 20, 1, 1, 1, 2, 6, 1, 1, 1, 6, 1, 1]
YBR124W	II	486507	486866	[486629, 486720, 486809, 486814]	[1, 1, 1, 1]
CKS1	II	504854	505306	[504981, 504984, 504995, 505000, 505003, 505044, 505081, 505088, 505128, 505168]	[1, 26, 8, 33, 1, 1, 1, 1, 42, 1]
MEC1	II	505668	512774	[505670, 505673, 505673, 505737, 505771, 505806, 505810, 505855, 505855, 505856, 505862, 505874, 505965, 506065, 506070, 506091, 506122, 506126, 506130, 506250, 507007, 507041, 507083, 507243, 508227, 508256, 508264, 508266, 508284, 508290, 508294, 508298, 508341, 508345, 508347, 509023, 509058, 509160, 509168, 509183, 509186, 509229, 509257, 509262, 509284, 509322, 509331, 509362, 509368, 509379, 509476, 509820, 510903, 510903, 510913, 510967, 511317, 511321, 511329, 511520, 511525, 511570, 511573, 511577, 511600, 511601, 511609, 511620, 511651, 511655, 511657, 511676, 511687, 511689, 511693, 511731, 511737, 511737, 511762, 511799, 511816, 511819, 511820, 511896, 511901, 511937, 511982, 512003, 512004, 512038, 512080, 512082, 512087, 512141, 512146, 512159, 512163, 512180, 512189, 512193, 512240, 512254, 512290, 512295, 512303, 512307, 512388, 512393, 512535, 512570, 512573, 512578, 512600, 512604, 512605, 512607, 512610, 512650, 512657, 512657, 512658, 512662, 512664, 512700, 512708, 512712, 512727, 512773]	[1, 1, 1, 1, 1, 1, 2, 4, 2, 27, 88, 2, 1, 35, 6, 1, 1, 1, 54, 1, 1, 1, 1, 2, 17, 2, 1, 1, 1, 2, 1, 1, 2, 29, 1, 1, 14, 1, 1, 1, 2, 2, 54, 18, 1, 1, 1, 1, 1, 45, 1, 1, 4, 1, 1, 1, 23, 1, 1, 2, 1, 27, 23, 1, 2, 1, 1, 1, 24, 53, 1, 1, 26, 1, 92, 1, 1, 1, 1, 1, 22, 1, 25, 63, 55, 1, 1, 1, 1, 1, 1, 22, 24, 75, 19, 1, 1, 1, 37, 39, 1, 40, 7, 1, 25, 49, 44, 11, 1, 1, 31, 3, 22, 21, 1, 2, 1, 1, 13, 1, 7, 46, 2, 1, 16, 34, 1, 1]
