Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
YAL063C-A	I	22395	22685	[22406, 22409, 22418, 22452, 22467, 22472, 22561, 22589, 22605, 22610, 22641, 22658]	[1, 2, 1, 1, 1, 12, 1, 1, 1, 2, 15, 1]
FLO9	I	24000	27968	[24007, 24019, 24035, 24039, 24046, 24053, 24054, 24057, 24063, 24066, 24066, 24070, 24077, 24089, 24107, 24111, 24157, 24177, 24181, 24181, 24194, 24196, 24204, 24212, 24220, 24225, 24232, 24237, 24266, 24272, 24286, 24291, 24298, 24326, 24351, 24363, 24387, 24398, 24439, 24477, 24499, 24580, 24613, 24624, 24627, 24632, 24633, 24645, 24650, 24657, 24676, 24680, 24699, 24700, 24701, 24749, 24753, 24756, 24761, 24762, 24778, 24785, 24788, 24789, 24793, 24801, 24807, 24820, 24842, 24845, 24878, 24940, 24947, 24978, 24993, 25003, 25011, 25015, 25023, 25034, 25068, 25076, 25092, 25135, 25161, 25179, 25187, 25205, 25211, 25217, 25268, 25281, 25294, 25312, 25361, 25377, 25396, 25411, 25427, 25481, 25516, 25523, 25527, 25532, 25537, 25543, 25552, 25555, 25562, 25572, 25574, 25577, 25589, 25593, 25605, 25612, 25619, 25623, 25628, 25634, 25637, 25638, 25638, 25641, 25671, 25679, 25684, 25693, 25706, 25713, 26479, 26484, 26521, 26524, 26614, 26656, 26749, 26772, 26783, 26791, 26794, 26884, 26902, 26945, 26989, 26998, 27023, 27027, 27051, 27063, 27068, 27070, 27072, 27123, 27130, 27182, 27270, 27419, 27479, 27508, 27518, 27522, 27620, 27662, 27744, 27801, 27825]	[1, 6, 1, 2, 92, 5, 2, 36, 2, 11, 1, 5, 14, 20, 1, 20, 1, 1, 1, 1, 1, 5, 1, 11, 1, 10, 1, 67, 84, 1, 1, 3, 1, 1, 25, 1, 1, 60, 3, 1, 1, 1, 1, 63, 2, 1, 35, 1, 1, 1, 2, 2, 2, 2, 1, 19, 1, 74, 93, 74, 59, 1, 24, 1, 113, 195, 13, 134, 12, 9, 32, 4, 1, 9, 8, 11, 13, 16, 78, 38, 3, 1, 1, 1, 13, 1, 7, 9, 7, 5, 27, 1, 5, 13, 7, 1, 1, 3, 5, 14, 2, 41, 3, 162, 2, 2, 3, 2, 5, 79, 1, 10, 5, 129, 2, 19, 83, 1, 3, 6, 1, 1, 2, 1, 1, 42, 20, 39, 2, 1, 2, 1, 21, 1, 1, 9, 2, 1, 1, 13, 2, 25, 35, 3, 1, 1, 1, 2, 38, 3, 4, 1, 34, 1, 7, 1, 1, 67, 3, 1, 8, 2, 11, 16, 16, 13, 22]
GDH3	I	31567	32940	[31603, 31618, 31621, 31647, 31654, 31660, 31666, 31675, 31678, 31689, 31692, 31736, 31745, 31758, 31767, 31788, 31801, 31805, 31852, 31857, 31867, 31883, 31893, 31897, 31901, 31907, 31913, 31930, 31944, 32004, 32009, 32056, 32061, 32068, 32082, 32102, 32116, 32117, 32126, 32190, 32195, 32247, 32250, 32308, 32321, 32329, 32334, 32352, 32365, 32385, 32420, 32462, 32476, 32479, 32520, 32527, 32536, 32545, 32553, 32570, 32576, 32580, 32585, 32590, 32593, 32600, 32601, 32620, 32626, 32640, 32642, 32646, 32648, 32650, 32653, 32659, 32660, 32667, 32671, 32685, 32687, 32693, 32708, 32717, 32721, 32725, 32733, 32741, 32754, 32766, 32797, 32801, 32815, 32817, 32821, 32828, 32828, 32829, 32830, 32833, 32841, 32850, 32854, 32865, 32865, 32901, 32933, 32937]	[5, 8, 1, 10, 5, 11, 5, 1, 2, 28, 8, 83, 61, 1, 1, 1, 1, 20, 3, 33, 40, 114, 3, 4, 28, 25, 6, 6, 1, 1, 3, 1, 35, 1, 11, 2, 156, 15, 1, 2, 2, 80, 23, 1, 1, 16, 5, 1, 1, 1, 50, 1, 1, 1, 103, 1, 22, 101, 223, 1, 2, 143, 1, 1, 118, 6, 1, 75, 21, 13, 39, 2, 10, 1, 106, 97, 51, 15, 30, 35, 1, 28, 2, 7, 1, 1, 1, 1, 2, 1, 7, 2, 76, 4, 120, 5, 9, 1, 1, 113, 1, 1, 162, 60, 1, 47, 1, 1]
BDH2	I	33448	34701	[33451, 33455, 33465, 33476, 33509, 33521, 33536, 33539, 33551, 33560, 33592, 33627, 33664, 33684, 33690, 33697, 33699, 33705, 33711, 33750, 33754, 33754, 33794, 33804, 33809, 33815, 33831, 33857, 33862, 33869, 33871, 33903, 33911, 33916, 33935, 33949, 33952, 33953, 33956, 33979, 33988, 34029, 34032, 34071, 34087, 34087, 34113, 34122, 34128, 34138, 34141, 34144, 34148, 34155, 34158, 34169, 34189, 34206, 34221, 34228, 34229, 34241, 34249, 34251, 34254, 34257, 34257, 34270, 34274, 34326, 34391, 34401, 34430, 34434, 34445, 34447, 34451, 34453, 34456, 34457, 34459, 34465, 34465, 34467, 34471, 34472, 34477, 34482, 34483, 34485, 34489, 34492, 34508, 34513, 34518, 34521, 34525, 34527, 34536, 34560, 34561, 34569, 34578, 34584, 34590, 34596, 34599, 34601, 34601, 34609, 34614, 34617, 34618, 34631, 34648, 34651, 34663, 34697]	[1, 1, 1, 1, 9, 1, 1, 32, 1, 2, 79, 10, 18, 84, 5, 9, 38, 2, 2, 86, 2, 1, 1, 2, 132, 1, 1, 1, 1, 119, 29, 119, 358, 1, 64, 6, 1, 1, 1, 1, 1, 2, 1, 43, 37, 1, 1, 2, 122, 1, 6, 1, 85, 1, 219, 21, 1, 1, 1, 55, 1, 1, 62, 140, 1, 24, 24, 1, 2, 1, 2, 85, 1, 4, 2, 1, 136, 12, 1, 14, 21, 48, 37, 1, 198, 1, 2, 1, 1, 1, 1, 1, 1, 66, 45, 37, 1, 31, 1, 1, 96, 149, 1, 63, 2, 1, 2, 157, 3, 39, 1, 52, 1, 274, 4, 1, 1, 1]
BDH1	I	35155	36303	[35156, 35159, 35160, 35162, 35162, 35184, 35189, 35195, 35213, 35229, 35279, 35309, 35330, 35334, 35365, 35367, 35374, 35421, 35469, 35470, 35483, 35512, 35533, 35547, 35564, 35587, 35612, 35614, 35621, 35629, 35728, 35734, 35737, 35739, 35745, 35752, 35756, 35793, 35844, 35857, 35886, 35965, 35986, 35989, 36010, 36016, 36022, 36048, 36051, 36066, 36098, 36105, 36111, 36196, 36242, 36297, 36302]	[1, 1, 5, 1, 8, 1, 3, 131, 1, 2, 3, 1, 15, 2, 2, 243, 2, 45, 8, 44, 52, 3, 1, 1, 1, 2, 26, 1, 1, 1, 2, 3, 48, 214, 95, 2, 20, 2, 1, 1, 113, 1, 1, 59, 76, 1, 29, 35, 18, 45, 160, 1, 1, 25, 1, 46, 44]
YAL059C-A	I	36496	36918	[36498, 36500, 36514, 36515, 36520, 36537, 36542, 36545, 36550, 36617, 36624, 36645, 36646, 36667, 36691, 36712, 36773, 36861, 36873, 36913]	[149, 2, 91, 2, 1, 1, 1, 1, 8, 1, 2, 30, 1, 1, 1, 134, 1, 4, 12, 1]
ECM1	I	36509	37147	[36514, 36515, 36520, 36537, 36542, 36545, 36550, 36617, 36624, 36645, 36646, 36667, 36691, 36712, 36773, 36861, 36873, 36913, 36947, 36953, 36956, 36959, 37008, 37075, 37085, 37118, 37121, 37123, 37124, 37127]	[91, 2, 1, 1, 1, 1, 8, 1, 2, 30, 1, 1, 1, 134, 1, 4, 12, 1, 1, 67, 1, 1, 1, 10, 14, 1, 1, 83, 1, 75]
CNE1	I	37464	38972	[37481, 37522, 37531, 37588, 37653, 37655, 37660, 37664, 37668, 37708, 37719, 37723, 37737, 37742, 37765, 37792, 37826, 37830, 37875, 37926, 37945, 37956, 38043, 38069, 38074, 38079, 38088, 38126, 38137, 38144, 38154, 38162, 38169, 38173, 38179, 38182, 38196, 38334, 38350, 38397, 38440, 38458, 38484, 38511, 38552, 38579, 38590, 38593, 38606, 38607, 38682, 38704, 38728, 38733, 38768, 38769, 38844, 38848, 38859, 38877, 38902, 38938, 38962]	[60, 11, 112, 1, 17, 1, 2, 1, 7, 1, 14, 2, 213, 1, 2, 1, 1, 1, 38, 164, 1, 1, 1, 9, 1, 48, 1, 184, 2, 1, 2, 1, 1, 31, 1, 2, 1, 2, 1, 27, 3, 51, 1, 1, 1, 18, 1, 1, 82, 1, 1, 19, 1, 56, 1, 194, 1, 1, 4, 160, 1, 1, 1]
YAL056C-A	I	38696	39046	[38704, 38728, 38733, 38768, 38769, 38844, 38848, 38859, 38877, 38902, 38938, 38962, 38997, 39016, 39035, 39042]	[19, 1, 56, 1, 194, 1, 1, 4, 160, 1, 1, 1, 1, 1, 34, 1]
GPB2	I	39259	41901	[39338, 39345, 39380, 39439, 39486, 39499, 39509, 39511, 39808, 39865, 40012, 40057, 40072, 40106, 40116, 40158, 40203, 40212, 40234, 40246, 40339, 40437, 40506, 40509, 40519, 40535, 40544, 40572, 40598, 40735, 40857, 40878, 40907, 40952, 40969, 41321, 41342, 41387, 41391, 41406, 41457, 41462, 41469, 41491, 41508, 41513, 41518, 41532, 41538, 41557, 41627, 41675, 41704, 41777, 41841, 41857, 41891]	[2, 39, 1, 2, 54, 1, 1, 1, 6, 4, 1, 1, 6, 24, 1, 1, 1, 2, 1, 2, 1, 2, 91, 27, 8, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 55, 1, 3, 1, 2, 1, 1, 1, 3, 1, 41, 1, 1, 1, 6, 11, 8, 1, 3, 1, 1]
PEX22	I	42177	42719	[42179, 42216, 42230, 42241, 42259, 42267, 42293, 42295, 42306, 42316, 42320, 42321, 42341, 42440, 42462, 42467, 42496, 42502, 42503, 42613, 42669, 42670, 42683, 42699, 42705]	[1, 1, 24, 1, 1, 1, 1, 62, 284, 29, 107, 2, 1, 9, 4, 31, 1, 40, 6, 1, 1, 1, 77, 11, 1]
ACS1	I	42881	45022	[42929, 43111, 43122, 43134, 43147, 43159, 43184, 43201, 43229, 43245, 43263, 43284, 43287, 43292, 43310, 43354, 43355, 43362, 43384, 43398, 43487, 43489, 43506, 43568, 43589, 43599, 43606, 43627, 43631, 43638, 43646, 43658, 43663, 43666, 43667, 43674, 43679, 43683, 43688, 43693, 43699, 43703, 43714, 43735, 43751, 43756, 43797, 43827, 43850, 43859, 43879, 43882, 43895, 43896, 43898, 43905, 43919, 43943, 43990, 44054, 44109, 44115, 44126, 44228, 44244, 44252, 44282, 44291, 44320, 44339, 44360, 44365, 44387, 44438, 44491, 44520, 44534, 44549, 44554, 44640, 44652, 44686, 44738, 44749, 44785, 44790, 44826, 44840, 44853, 44856, 44954, 45001, 45007]	[1, 1, 9, 31, 1, 3, 59, 4, 1, 1, 212, 2, 1, 32, 1, 1, 3, 1, 1, 47, 8, 1, 6, 53, 1, 1, 2, 1, 50, 3, 1, 80, 55, 43, 16, 15, 16, 9, 22, 5, 13, 6, 29, 1, 2, 11, 2, 2, 261, 1, 1, 2, 1, 12, 1, 1, 4, 1, 2, 42, 3, 1, 1, 1, 1, 1, 179, 1, 67, 1, 1, 1, 18, 1, 2, 1, 10, 1, 1, 1, 1, 88, 1, 1, 1, 1, 1, 78, 24, 1, 149, 1, 1]
FLC2	I	45899	48250	[45963, 46011, 46039, 46053, 46055, 46055, 46060, 46073, 46086, 46102, 46148, 46189, 46189, 46193, 46207, 46211, 46222, 46253, 46258, 46322, 46325, 46379, 46454, 46456, 46499, 46514, 46524, 46588, 46899, 46912, 47200, 47208, 47391, 47418, 47467, 47507, 47513, 47615, 47621, 47783, 47932, 47957, 47962, 48012, 48095, 48122, 48130, 48160, 48162, 48168, 48187, 48198, 48218]	[26, 1, 1, 1, 9, 2, 68, 1, 34, 95, 1, 2, 19, 3, 1, 1, 1, 9, 3, 1, 19, 1, 69, 1, 2, 1, 1, 78, 1, 2, 1, 11, 8, 2, 1, 3, 1, 2, 3, 9, 3, 205, 1, 52, 3, 28, 98, 67, 3, 63, 1, 5, 1]
OAF1	I	48564	51707	[48598, 48628, 48633, 48641, 48651, 48656, 48657, 48674, 48687, 48689, 48695, 48698, 48703, 48706, 48707, 48710, 48717, 48735, 48743, 48745, 48774, 48780, 48829, 48868, 48873, 49014, 49095, 49102, 49168, 49203, 49285, 49295, 49328, 49355, 49421, 49426, 49468, 49487, 49512, 49690, 49713, 49861, 49866, 49869, 49877, 49878, 49888, 49908, 49911, 49943, 49971, 50020, 50116, 50122, 50367, 50376, 50442, 50501, 50578, 50634, 50673, 50709, 50715, 50718, 50742, 50775, 50802, 50805, 50874, 50888, 51024, 51062, 51083, 51105, 51120, 51148, 51152, 51157, 51166, 51196, 51221, 51270, 51275, 51280, 51289, 51289, 51296, 51327, 51344, 51433, 51457, 51463, 51474, 51476, 51491, 51498, 51517, 51583, 51634, 51634, 51665, 51674]	[1, 1, 1, 3, 117, 1, 1, 2, 1, 8, 43, 1, 3, 13, 114, 122, 28, 1, 2, 1, 105, 1, 3, 43, 2, 1, 1, 21, 2, 2, 35, 9, 1, 1, 1, 1, 23, 4, 3, 1, 37, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 5, 6, 28, 50, 11, 33, 1, 1, 13, 27, 41, 9, 14, 1, 2, 15, 4, 21, 4, 1, 10, 11, 1, 1, 5, 29, 2, 1, 1, 48, 2, 35, 124, 1, 1, 1, 2, 233, 1, 1, 83, 2, 6, 1, 24, 1, 1, 1, 1, 55, 2]
AIM2	I	51855	52595	[51895, 51991, 52014, 52137, 52140, 52150, 52153, 52160, 52164, 52180, 52188, 52196, 52206, 52214, 52223, 52227, 52236, 52274, 52286, 52289, 52300, 52314, 52335, 52338, 52342, 52347, 52352, 52383, 52419, 52426, 52440, 52453, 52472, 52485, 52489, 52494, 52503, 52522, 52529, 52564, 52590]	[2, 65, 1, 1, 46, 38, 153, 37, 1, 1, 14, 1, 39, 2, 17, 1, 8, 2, 1, 15, 1, 1, 30, 4, 14, 19, 1, 1, 36, 1, 1, 2, 1, 11, 144, 2, 1, 1, 99, 47, 5]
GEM1	I	52801	54789	[52803, 52812, 52816, 52821, 52830, 52846, 52889, 52903, 52919, 52950, 52961, 52970, 53107, 53111, 53155, 53217, 53246, 53272, 53291, 53300, 53303, 53315, 53317, 53374, 53391, 53416, 53437, 53448, 53458, 53482, 53503, 53513, 53525, 53528, 53537, 53618, 53630, 53671, 53708, 53734, 53740, 53776, 53824, 53839, 53841, 53931, 53947, 53964, 53973, 53995, 54031, 54052, 54056, 54063, 54071, 54090, 54109, 54590, 54604, 54615, 54638, 54640, 54650, 54661, 54669, 54669, 54679, 54682, 54687, 54692, 54788]	[110, 29, 1, 20, 40, 2, 1, 1, 1, 7, 15, 3, 1, 1, 1, 1, 27, 1, 4, 35, 18, 1, 16, 2, 1, 16, 1, 1, 10, 4, 12, 1, 1, 64, 22, 1, 5, 1, 1, 25, 2, 2, 1, 23, 35, 2, 1, 1, 1, 162, 56, 83, 1, 1, 53, 66, 1, 7, 1, 12, 9, 37, 37, 1, 4, 48, 1, 1, 1, 8, 33]
YAL047W-A	I	54584	54913	[54590, 54604, 54615, 54638, 54640, 54650, 54661, 54669, 54669, 54679, 54682, 54687, 54692, 54788, 54791, 54796, 54802, 54826, 54834, 54852, 54856, 54863, 54870, 54870, 54873, 54878]	[7, 1, 12, 9, 37, 37, 1, 4, 48, 1, 1, 1, 8, 33, 6, 5, 10, 1, 12, 1, 24, 4, 8, 13, 60, 11]
SPC72	I	54989	56857	[55024, 55113, 55161, 55175, 55610, 55664, 55791, 56407, 56612, 56642, 56645, 56729, 56743, 56756, 56764, 56767, 56794, 56804]	[38, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 50, 78, 3, 1, 1]
BOL3	I	57029	57385	[57041, 57052, 57077, 57084, 57112, 57145, 57153, 57157, 57205, 57218, 57245, 57265, 57269, 57295, 57299, 57302]	[1, 67, 31, 20, 1, 1, 1, 2, 1, 1, 1, 109, 1, 1, 1, 18]
YAL045C	I	57488	57796	[57532, 57649, 57650, 57655, 57689, 57700, 57759, 57773, 57784, 57794]	[51, 1, 2, 14, 1, 1, 1, 1, 9, 72]
BOL1	I	57518	57850	[57532, 57649, 57650, 57655, 57689, 57700, 57759, 57773, 57784, 57794, 57831, 57834]	[51, 1, 2, 14, 1, 1, 1, 1, 9, 72, 34, 11]
GCV3	I	57950	58462	[57969, 57987, 58003, 58038, 58063, 58102, 58145, 58146, 58177, 58182, 58197, 58199, 58217, 58252, 58301, 58312, 58325, 58332, 58342, 58345, 58346, 58349, 58350, 58351, 58353, 58354, 58369, 58381, 58382, 58430, 58433]	[12, 1, 52, 1, 1, 1, 1, 1, 7, 2, 64, 1, 1, 1, 1, 114, 1, 128, 43, 35, 1, 1, 1, 21, 137, 2, 1, 9, 2, 1, 2]
PTA1	I	58695	61052	[58728, 58854, 58935, 59281, 59324, 59378, 59426, 59466, 59501, 59504, 59517, 59725, 59766, 59866, 59874, 60063, 60133, 60172, 60420, 60983, 60999, 61003, 61038, 61049]	[1, 1, 1, 2, 1, 1, 61, 9, 15, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]
YAL042C-A	I	61231	61608	[61233, 61238, 61266, 61352, 61378, 61384, 61404, 61408, 61413, 61429, 61434, 61513, 61557, 61566, 61578]	[27, 1, 4, 1, 1, 15, 3, 87, 1, 1, 21, 1, 1, 3, 4]
ERV46	I	61316	62563	[61352, 61378, 61384, 61404, 61408, 61413, 61429, 61434, 61513, 61557, 61566, 61578, 61628, 61633, 61649, 61680, 61793, 61825, 61828, 61900, 62025, 62220, 62232, 62316, 62336, 62341, 62387]	[1, 1, 15, 3, 87, 1, 1, 21, 1, 1, 3, 4, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 10]
CDC24	I	62840	65404	[62862, 62879, 62884, 62891, 62991, 63041, 63103, 63149, 63159, 63215, 63229, 63258, 63262, 63353, 63357, 63386, 63418, 63628, 63650, 63690, 63805, 63858, 63906, 64101, 64795, 64805, 64833, 64855, 65340]	[54, 28, 2, 44, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]
CLN3	I	65778	67520	[66025, 66096, 66101, 66140, 66225, 66230, 66235, 66263, 66264, 66279, 66285, 66642, 66743, 66765, 67252, 67285, 67322, 67494, 67512]	[1, 1, 1, 56, 383, 1, 64, 1, 1, 8, 1, 1, 1, 4, 1, 1, 1, 1, 1]
CYC3	I	68716	69525	[68719, 68731, 68750, 68765, 68771, 68782, 68791, 68793, 68798, 68805, 68806, 68824, 68829, 68835, 68838, 68847, 68856, 68862, 68863, 68866, 68874, 68878, 68885, 68886, 68891, 68892, 68896, 68897, 68901, 68901, 68904, 68905, 68907, 68911, 68923, 68931, 68936, 68937, 68941, 68941, 68946, 68950, 68961, 68961, 68964, 68984, 68987, 68990, 68993, 68999, 69010, 69015, 69020, 69037, 69045, 69049, 69079, 69083, 69093, 69106, 69108, 69115, 69118, 69123, 69154, 69156, 69191, 69205, 69225, 69233, 69245, 69255, 69276, 69313, 69322, 69332, 69365, 69382, 69387, 69395, 69410, 69417, 69439, 69492, 69495, 69503]	[7, 22, 17, 5, 11, 6, 10, 1, 10, 3, 2, 7, 3, 14, 31, 7, 19, 3, 2, 13, 1, 33, 13, 1, 1, 8, 1, 1, 1, 1, 4, 2, 1, 1, 1, 43, 1, 11, 2, 33, 5, 1, 88, 20, 1, 5, 4, 1, 20, 2, 9, 9, 6, 9, 2, 1, 3, 1, 85, 2, 1, 5, 18, 93, 1, 1, 11, 4, 1, 1, 7, 2, 3, 1, 1, 1, 1, 1, 1, 1, 93, 1, 20, 2, 1, 3]
CDC19	I	71786	73288	[71816, 72161, 72182, 72632, 72781, 72797, 72804, 72806, 72951, 73144, 73262]	[1, 1, 2, 1, 1, 1, 2, 2, 1, 3, 1]
YAL037C-B	I	72326	73300	[72632, 72781, 72797, 72804, 72806, 72951, 73144, 73262, 73300]	[1, 1, 1, 2, 2, 1, 3, 1, 2]
YAL037C-A	I	73426	73518	[73448, 73463, 73480, 73483, 73488, 73508]	[2, 23, 1, 19, 5, 155]
YAL037W	I	74020	74823	[74130, 74174, 74257, 74304, 74393, 74470, 74474, 74542, 74560, 74580, 74585, 74588, 74598, 74604, 74610, 74622, 74648, 74670, 74676, 74684, 74684, 74687, 74688, 74691, 74778, 74817]	[1, 15, 33, 1, 1, 19, 1, 1, 3, 38, 30, 7, 8, 26, 16, 1, 123, 69, 22, 22, 1, 1, 8, 1, 1, 1]
RBG1	I	75043	76152	[75057, 75062, 75111, 75135, 75216, 75229, 75245, 75295, 75367, 75372, 75384, 75400, 75426, 75480, 75516, 75521, 75535, 75541, 75555, 75592, 75611, 75628, 75664, 75694, 75703, 75759, 75769, 75773, 75778, 75814, 75846, 75902, 75942, 75948, 75952, 76019, 76027, 76056, 76058, 76065, 76067, 76069, 76075, 76079, 76087, 76087, 76099, 76109, 76111]	[77, 115, 50, 1, 37, 63, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 54, 2, 1, 1, 4, 12, 38, 2, 2, 16, 1, 44, 1, 1, 11, 3, 1, 1, 1, 1, 9, 8, 1, 14, 1, 13, 33, 9, 20, 1, 6, 8]
FUN12	I	76427	79435	[76433, 76442, 76448, 76452, 76462, 76487, 76503, 76515, 76518, 76522, 76531, 76537, 76558, 76572, 76575, 76580, 76601, 76687, 76848, 76954, 77023, 77545, 77551, 77665, 77852, 77855, 77872, 77875, 77880, 77909, 78824, 78840, 78855, 78860, 78916, 78971, 79022, 79115, 79163, 79192, 79223, 79380, 79386, 79402]	[2, 1, 3, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 46, 3, 7, 10, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 108, 1, 1]
YAL034C-B	I	79489	79842	[79490, 79510, 79541, 79542, 79547, 79554, 79561, 79564, 79568, 79572, 79580, 79586, 79589, 79594, 79601, 79603, 79606, 79609, 79612, 79618, 79621, 79623, 79623, 79627, 79630, 79632, 79637, 79642, 79645, 79650, 79653, 79654, 79656, 79660, 79663, 79668, 79671, 79671, 79675, 79810, 79817, 79842]	[2, 52, 1, 6, 12, 1, 192, 1, 32, 102, 30, 68, 4, 18, 114, 11, 29, 2, 1, 54, 16, 3, 15, 12, 8, 38, 54, 82, 1, 12, 2, 8, 117, 34, 40, 36, 1, 15, 1, 1, 1, 2]
MTW1	I	79718	80587	[79810, 79817, 79842, 79903, 79938, 79947, 79965, 79973, 80266, 80465, 80472, 80478, 80482, 80498, 80502, 80505, 80515, 80531, 80545, 80571]	[1, 1, 2, 1, 4, 1, 1, 1, 1, 7, 53, 1, 13, 41, 11, 1, 1, 10, 11, 10]
FUN19	I	80710	81951	[80796, 80846, 80859, 80870, 80904, 80921, 80950, 80970, 80994, 81019, 81024, 81143, 81149, 81166, 81171, 81180, 81205, 81205, 81208, 81235, 81260, 81279, 81292, 81371, 81402, 81486, 81506, 81516, 81534, 81544, 81548, 81551, 81592, 81669, 81687, 81744, 81784, 81798, 81824, 81829, 81835, 81839, 81877, 81894, 81898, 81901, 81901, 81906, 81915, 81947]	[1, 1, 56, 80, 12, 2, 1, 5, 68, 166, 1, 10, 1, 1, 1, 2, 1, 1, 110, 1, 1, 2, 111, 1, 1, 1, 29, 25, 21, 75, 6, 27, 9, 37, 1, 1, 1, 2, 1, 13, 1, 1, 1, 5, 7, 1, 1, 49, 1, 7]
POP5	I	82706	83227	[82746, 82877, 82949, 82953, 82997, 83147, 83219]	[1, 3, 1, 1, 1, 1, 1]
PRP45	I	83335	84474	[83352, 83359, 83412, 83473, 83563, 83585, 83597, 83627, 83687, 83704, 83708, 83723, 83727, 83749, 83753, 83776, 83794, 83817, 83819, 83828, 83873, 83913, 83959, 84188, 84208, 84232, 84330]	[8, 65, 1, 1, 1, 1, 8, 3, 107, 222, 35, 1, 15, 1, 3, 1, 4, 2, 1, 4, 67, 10, 1, 1, 2, 1, 1]
YAL031W-A	I	84669	84977	[84680, 84695, 84705, 84743, 84778, 84795, 84858, 84877, 84912, 84913, 84918, 84942, 84948, 84971]	[1, 1, 1, 1, 147, 7, 1, 1, 7, 1, 2, 12, 1, 40]
