Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
FLO9	I	24000	27968	[24002, 24042, 24046, 24052, 24054, 24056, 24057, 24058, 24059, 24060, 24067, 24068, 24070, 24071, 24075, 24080, 24097, 24100, 24107, 24108, 24109, 24111, 24117, 24121, 24151, 24162, 24166, 24173, 24180, 24190, 24196, 24206, 24213, 24220, 24226, 24233, 24234, 24237, 24238, 24240, 24241, 24244, 24253, 24260, 24265, 24266, 24266, 24267, 24267, 24271, 24275, 24286, 24307, 24315, 24357, 24396, 24406, 24412, 24423, 24424, 24429, 24439, 24442, 24444, 24456, 24457, 24459, 24462, 24474, 24506, 24577, 24581, 24588, 24597, 24606, 24628, 24643, 24724, 24732, 24736, 24744, 24749, 24753, 24761, 24765, 24766, 24774, 24782, 24788, 24793, 24796, 24797, 24797, 24804, 24808, 24811, 24811, 24814, 24816, 24819, 24827, 24837, 24841, 24868, 24874, 24879, 24962, 25003, 25137, 25141, 25162, 25217, 25228, 25324, 25408, 25422, 25450, 25452, 25460, 25481, 25506, 25522, 25527, 25553, 25559, 25563, 25570, 25574, 25577, 25581, 25585, 25588, 25598, 25598, 25600, 25604, 25606, 25621, 25628, 25632, 25634, 25634, 25635, 25635, 25636, 25640, 25643, 25643, 25645, 25647, 25655, 25664, 25669, 25674, 25686, 25749, 26154, 26289, 26479, 26488, 26521, 26565, 26568, 26614, 26623, 26656, 26700, 26749, 26758, 26791, 26835, 26884, 26902, 26945, 26986, 26998, 27001, 27024, 27027, 27060, 27063, 27063, 27070, 27072, 27079, 27097, 27117, 27125, 27130, 27156, 27167, 27169, 27181, 27182, 27223, 27225, 27228, 27232, 27263, 27343, 27351, 27415, 27468, 27471, 27550, 27555, 27555, 27609, 27683, 27717, 27761, 27789, 27793, 27866, 27887, 27889, 27898]	[1, 7, 1, 2, 1, 2, 83, 4, 7, 16, 20, 9, 6, 10, 11, 22, 2, 1, 1, 1, 2, 4, 18, 3, 16, 1, 1, 3, 29, 2, 9, 4, 138, 2, 51, 5, 53, 22, 19, 26, 6, 31, 1, 10, 17, 7, 4, 1, 57, 9, 15, 2, 1, 2, 33, 8, 2, 16, 22, 43, 20, 63, 3, 2, 10, 6, 1, 2, 2, 26, 3, 40, 55, 1, 1, 12, 5, 1, 7, 9, 9, 3, 53, 26, 7, 6, 41, 2, 25, 14, 2, 48, 54, 5, 36, 45, 23, 56, 20, 53, 28, 7, 10, 1, 43, 22, 1, 48, 16, 1, 6, 4, 2, 76, 14, 1, 15, 7, 16, 175, 13, 6, 22, 18, 1, 15, 5, 69, 19, 1, 2, 8, 2, 5, 14, 1, 1, 5, 2, 9, 2, 1, 5, 1, 32, 206, 1, 2, 2, 1, 13, 6, 2, 2, 20, 4, 5, 2, 6, 17, 4, 20, 1, 9, 26, 2, 20, 14, 19, 1, 22, 1, 1, 3, 53, 14, 1, 2, 6, 1, 1, 54, 6, 6, 5, 1, 1, 2, 13, 1, 1, 5, 1, 3, 100, 41, 2, 30, 29, 8, 6, 1, 1, 21, 10, 3, 1, 14, 9, 21, 1, 17, 1, 1, 3, 3, 4]
GDH3	I	31567	32940	[31577, 31583, 31584, 31600, 31605, 31606, 31616, 31624, 31642, 31656, 31657, 31662, 31673, 31676, 31683, 31686, 31689, 31695, 31727, 31730, 31734, 31736, 31754, 31759, 31772, 31776, 31796, 31815, 31853, 31854, 31858, 31878, 31880, 31883, 31887, 31888, 31892, 31900, 31907, 31913, 31927, 31930, 31940, 31946, 31963, 32023, 32033, 32066, 32070, 32083, 32091, 32100, 32122, 32124, 32150, 32159, 32181, 32185, 32226, 32230, 32239, 32241, 32289, 32291, 32295, 32309, 32321, 32330, 32338, 32361, 32380, 32382, 32386, 32404, 32407, 32455, 32460, 32472, 32476, 32479, 32482, 32524, 32528, 32533, 32544, 32559, 32563, 32589, 32593, 32595, 32601, 32604, 32621, 32624, 32637, 32639, 32642, 32643, 32646, 32646, 32650, 32660, 32667, 32672, 32677, 32683, 32691, 32695, 32700, 32715, 32720, 32723, 32753, 32759, 32762, 32766, 32771, 32801, 32806, 32808, 32812, 32814, 32819, 32825, 32838, 32841, 32851, 32853, 32856, 32862, 32868, 32881, 32886, 32898, 32903, 32904, 32910, 32913, 32921, 32930]	[1, 1, 1, 6, 1, 6, 6, 4, 11, 7, 15, 58, 18, 9, 6, 12, 1, 32, 2, 22, 33, 17, 1, 153, 26, 36, 9, 25, 2, 6, 11, 14, 5, 2, 10, 2, 67, 40, 9, 6, 5, 2, 4, 3, 7, 3, 1, 9, 19, 2, 1, 38, 2, 4, 3, 1, 2, 5, 43, 1, 2, 2, 45, 4, 1, 1, 104, 1, 2, 1, 10, 2, 7, 17, 19, 7, 1, 2, 25, 38, 15, 25, 1, 21, 11, 80, 53, 8, 20, 10, 21, 4, 1, 1, 43, 12, 54, 13, 3, 31, 5, 16, 30, 4, 9, 2, 6, 3, 20, 11, 1, 60, 6, 9, 80, 90, 3, 44, 40, 53, 63, 1, 10, 12, 1, 1, 47, 16, 8, 18, 29, 5, 78, 16, 28, 2, 8, 5, 29, 2]
BDH2	I	33448	34701	[33469, 33477, 33478, 33483, 33490, 33503, 33577, 33583, 33630, 33672, 33679, 33690, 33730, 33742, 33752, 33754, 33764, 33803, 33810, 33816, 33857, 33860, 33866, 33869, 33873, 33876, 33877, 33885, 33911, 33914, 33926, 33933, 33947, 33955, 33968, 33986, 33987, 33990, 34016, 34038, 34057, 34070, 34128, 34180, 34194, 34199, 34220, 34226, 34253, 34258, 34280, 34284, 34285, 34323, 34326, 34327, 34336, 34370, 34376, 34392, 34396, 34405, 34423, 34433, 34450, 34456, 34459, 34476, 34482, 34486, 34492, 34494, 34498, 34498, 34511, 34512, 34517, 34518, 34519, 34519, 34522, 34523, 34524, 34529, 34538, 34549, 34569, 34571, 34584, 34591, 34595, 34600, 34606, 34612, 34612, 34618, 34620, 34625, 34625, 34633, 34646, 34647, 34653, 34658, 34661, 34662, 34667, 34670, 34678, 34694]	[6, 2, 1, 1, 24, 56, 77, 21, 17, 66, 61, 78, 13, 2, 45, 57, 2, 61, 1, 2, 10, 10, 36, 12, 9, 1, 20, 21, 105, 24, 36, 19, 1, 5, 52, 6, 25, 34, 12, 35, 2, 10, 70, 8, 33, 158, 1, 47, 1, 13, 1, 34, 8, 51, 1, 5, 8, 7, 100, 7, 83, 4, 11, 3, 140, 14, 23, 10, 2, 1, 18, 5, 57, 2, 7, 28, 9, 39, 5, 4, 3, 1, 81, 90, 1, 88, 13, 225, 226, 93, 2, 101, 2, 1, 64, 1, 2, 59, 1, 32, 2, 38, 44, 59, 8, 29, 4, 2, 39, 72]
BDH1	I	35155	36303	[35161, 35168, 35190, 35198, 35206, 35209, 35213, 35235, 35260, 35264, 35278, 35297, 35310, 35347, 35371, 35375, 35387, 35402, 35436, 35444, 35493, 35498, 35510, 35515, 35516, 35523, 35560, 35567, 35576, 35581, 35582, 35587, 35656, 35658, 35665, 35670, 35691, 35695, 35723, 35733, 35763, 35767, 35792, 35857, 35887, 35906, 35912, 35930, 35942, 36004, 36007, 36017, 36029, 36045, 36055, 36098, 36109, 36120, 36149, 36166, 36199, 36214, 36233, 36246, 36250, 36253, 36279]	[143, 4, 1, 37, 1, 5, 2, 2, 27, 1, 5, 3, 33, 3, 10, 20, 36, 79, 1, 1, 1, 1, 42, 24, 11, 43, 23, 1, 1, 4, 34, 1, 1, 3, 1, 30, 14, 95, 2, 24, 41, 73, 18, 1, 12, 12, 5, 10, 6, 12, 25, 5, 3, 49, 1, 4, 37, 7, 1, 9, 31, 1, 4, 6, 58, 51, 28]
YAL059C-A	I	36496	36918	[36502, 36502, 36507, 36510, 36514, 36522, 36527, 36536, 36543, 36580, 36674, 36700, 36712, 36728, 36829, 36833, 36839, 36868, 36873]	[8, 1, 191, 2, 11, 1, 1, 4, 44, 8, 37, 1, 53, 1, 8, 18, 12, 6, 12]
ECM1	I	36509	37147	[36510, 36514, 36522, 36527, 36536, 36543, 36580, 36674, 36700, 36712, 36728, 36829, 36833, 36839, 36868, 36873, 36951, 37001, 37006, 37019, 37055, 37105, 37121, 37125]	[2, 11, 1, 1, 4, 44, 8, 37, 1, 53, 1, 8, 18, 12, 6, 12, 11, 41, 18, 14, 4, 1, 3, 33]
CNE1	I	37464	38972	[37510, 37515, 37521, 37526, 37531, 37534, 37535, 37540, 37544, 37589, 37595, 37613, 37616, 37627, 37644, 37658, 37666, 37666, 37689, 37693, 37699, 37702, 37738, 37740, 37839, 37853, 37871, 37875, 37894, 37919, 37934, 37994, 37998, 38001, 38001, 38005, 38017, 38034, 38039, 38047, 38050, 38057, 38062, 38096, 38132, 38190, 38196, 38215, 38217, 38218, 38222, 38232, 38236, 38245, 38248, 38263, 38335, 38338, 38355, 38384, 38394, 38398, 38404, 38432, 38438, 38439, 38443, 38543, 38550, 38558, 38562, 38562, 38564, 38566, 38586, 38594, 38617, 38622, 38641, 38652, 38668, 38677, 38680, 38713, 38720, 38734, 38758, 38758, 38801, 38806, 38849, 38851, 38858, 38876, 38880, 38882, 38891, 38908, 38917, 38918, 38927, 38931, 38936, 38953]	[1, 18, 69, 17, 9, 2, 41, 1, 11, 1, 2, 22, 1, 5, 133, 1, 1, 6, 1, 11, 17, 3, 36, 22, 1, 12, 5, 15, 5, 125, 12, 1, 8, 4, 1, 7, 11, 1, 46, 7, 30, 1, 1, 42, 10, 43, 12, 1, 49, 1, 31, 38, 12, 1, 2, 33, 1, 83, 12, 71, 76, 64, 21, 5, 14, 1, 37, 9, 4, 18, 101, 5, 35, 2, 2, 49, 71, 28, 2, 1, 2, 33, 23, 1, 11, 18, 17, 20, 7, 3, 3, 55, 35, 93, 1, 83, 16, 3, 21, 49, 2, 42, 83, 1]
YAL056C-A	I	38696	39046	[38713, 38720, 38734, 38758, 38758, 38801, 38806, 38849, 38851, 38858, 38876, 38880, 38882, 38891, 38908, 38917, 38918, 38927, 38931, 38936, 38953, 38998, 39037, 39045]	[1, 11, 18, 17, 20, 7, 3, 3, 55, 35, 93, 1, 83, 16, 3, 21, 49, 2, 42, 83, 1, 3, 63, 1]
GPB2	I	39259	41901	[39262, 39265, 39269, 39280, 39319, 39320, 39330, 39496, 39612, 39982, 40072, 40106, 40156, 40197, 40211, 40214, 40308, 40318, 40344, 40348, 40367, 40371, 40389, 40399, 40431, 40435, 40451, 40481, 40501, 40609, 40648, 40677, 40691, 40798, 40876, 41004, 41065, 41069, 41101, 41107, 41110, 41122, 41126, 41143, 41207, 41211, 41249, 41340, 41343, 41347, 41365, 41368, 41410, 41490, 41546, 41627, 41814, 41900]	[1, 18, 3, 1, 1, 3, 5, 10, 1, 2, 14, 17, 54, 1, 1, 1, 52, 2, 2, 2, 1, 1, 14, 1, 72, 2, 1, 2, 3, 1, 1, 4, 1, 1, 5, 41, 10, 7, 3, 22, 1, 5, 12, 2, 6, 13, 1, 4, 29, 4, 9, 2, 10, 4, 34, 5, 1, 1]
PEX22	I	42177	42719	[42186, 42210, 42249, 42249, 42260, 42265, 42271, 42284, 42294, 42301, 42305, 42309, 42321, 42444, 42452, 42463, 42467, 42471, 42475, 42486, 42579, 42603, 42607, 42614, 42624, 42627, 42630, 42645, 42657]	[3, 1, 15, 21, 2, 5, 25, 4, 37, 4, 8, 69, 7, 60, 6, 5, 20, 6, 13, 4, 1, 15, 1, 13, 1, 15, 58, 129, 2]
ACS1	I	42881	45022	[42914, 42953, 42989, 43036, 43047, 43052, 43105, 43127, 43144, 43156, 43157, 43164, 43172, 43177, 43180, 43190, 43196, 43202, 43232, 43324, 43326, 43331, 43335, 43338, 43345, 43352, 43363, 43376, 43391, 43395, 43409, 43420, 43437, 43454, 43468, 43501, 43501, 43520, 43572, 43590, 43607, 43613, 43619, 43624, 43632, 43633, 43637, 43648, 43661, 43664, 43669, 43669, 43672, 43675, 43683, 43695, 43703, 43708, 43714, 43735, 43765, 43850, 43880, 43885, 43896, 43917, 43929, 43940, 43973, 43987, 44016, 44039, 44048, 44056, 44059, 44061, 44063, 44071, 44083, 44106, 44110, 44114, 44164, 44168, 44207, 44209, 44224, 44238, 44254, 44339, 44374, 44383, 44385, 44406, 44431, 44435, 44440, 44442, 44518, 44537, 44555, 44565, 44598, 44603, 44609, 44653, 44691, 44697, 44703, 44711, 44714, 44745, 44749, 44859, 44862, 44869, 44871, 44879, 44880, 44913, 44923, 44943, 45018]	[3, 7, 2, 14, 1, 11, 11, 1, 38, 2, 1, 1, 13, 34, 12, 37, 2, 58, 5, 18, 4, 20, 69, 62, 9, 12, 5, 1, 2, 5, 15, 7, 1, 8, 5, 1, 12, 16, 2, 66, 3, 1, 23, 65, 4, 3, 10, 40, 8, 2, 2, 2, 8, 20, 5, 41, 5, 10, 14, 32, 31, 25, 1, 7, 2, 2, 1, 52, 2, 1, 5, 4, 66, 6, 7, 17, 1, 1, 5, 36, 3, 1, 7, 7, 1, 28, 1, 48, 12, 55, 6, 39, 1, 9, 2, 33, 9, 16, 46, 1, 28, 3, 53, 35, 1, 20, 11, 27, 39, 1, 12, 2, 26, 20, 1, 24, 9, 1, 36, 1, 1, 6, 1]
FLC2	I	45899	48250	[45904, 46273, 46363, 46503, 46508, 46811, 46954, 47218, 47319, 47324, 47415, 47419, 47463, 47469, 47577, 47700, 47714, 47729, 47764, 47787, 47868, 47880, 47938, 47954, 47961, 47965, 48043, 48110, 48171, 48185]	[1, 4, 1, 1, 8, 1, 1, 3, 1, 2, 6, 13, 15, 9, 15, 1, 10, 1, 3, 2, 4, 28, 6, 62, 43, 7, 2, 7, 17, 63]
OAF1	I	48564	51707	[48569, 48575, 48593, 48605, 48620, 48627, 48641, 48642, 48652, 48660, 48663, 48666, 48668, 48668, 48670, 48671, 48683, 48705, 48710, 48714, 48727, 48731, 48747, 48769, 48785, 48789, 48794, 48809, 48814, 48817, 48821, 48841, 48844, 48851, 48859, 48908, 48996, 49002, 49013, 49014, 49018, 49022, 49035, 49039, 49043, 49056, 49061, 49121, 49132, 49152, 49162, 49283, 49307, 49309, 49312, 49336, 49359, 49366, 49406, 49503, 49504, 49549, 49554, 49579, 49600, 49720, 49795, 49800, 49814, 49815, 49821, 49823, 49837, 49865, 49868, 49907, 49911, 49937, 49955, 49961, 50034, 50079, 50086, 50161, 50169, 50263, 50276, 50292, 50389, 50489, 50495, 50761, 50788, 50834, 50839, 50854, 50916, 50989, 51027, 51032, 51112, 51131, 51235, 51296, 51320, 51322, 51329, 51335, 51336, 51363, 51374, 51402, 51453, 51463, 51471, 51478, 51493, 51494, 51561, 51565, 51615, 51641, 51693, 51699, 51704]	[2, 1, 1, 1, 3, 27, 7, 1, 4, 1, 16, 6, 7, 4, 12, 3, 55, 8, 34, 35, 3, 1, 2, 11, 23, 9, 2, 19, 1, 3, 1, 5, 1, 5, 1, 2, 3, 51, 1, 9, 38, 8, 36, 1, 12, 1, 2, 2, 3, 10, 1, 17, 24, 1, 11, 11, 1, 16, 2, 1, 1, 6, 5, 14, 12, 4, 26, 18, 1, 1, 5, 23, 1, 10, 2, 2, 1, 32, 1, 16, 11, 1, 4, 2, 4, 2, 1, 11, 1, 2, 3, 4, 6, 32, 2, 1, 2, 1, 8, 5, 51, 8, 35, 1, 82, 11, 1, 14, 3, 1, 15, 6, 40, 1, 27, 1, 1, 12, 8, 1, 37, 20, 5, 2, 5]
AIM2	I	51855	52595	[51864, 52031, 52144, 52149, 52155, 52167, 52175, 52209, 52211, 52238, 52239, 52259, 52322, 52322, 52323, 52326, 52334, 52339, 52348, 52371, 52380, 52384, 52390, 52431, 52458, 52477, 52482, 52486, 52505, 52510, 52539, 52545, 52548]	[5, 3, 56, 23, 107, 14, 13, 6, 14, 1, 1, 63, 1, 1, 4, 5, 9, 69, 24, 34, 5, 8, 1, 1, 4, 1, 64, 75, 10, 1, 21, 15, 7]
GEM1	I	52801	54789	[52812, 52817, 52842, 52852, 52869, 52890, 52908, 52940, 52956, 52970, 52982, 52988, 53039, 53107, 53118, 53122, 53128, 53132, 53133, 53137, 53175, 53262, 53297, 53298, 53311, 53331, 53338, 53346, 53375, 53379, 53407, 53419, 53439, 53468, 53472, 53506, 53536, 53656, 53664, 53682, 53691, 53702, 53745, 53803, 53806, 53809, 53821, 53831, 53898, 53909, 53913, 53972, 53976, 54079, 54183, 54209, 54276, 54350, 54446, 54467, 54479, 54479, 54483, 54486, 54499, 54510, 54516, 54527, 54533, 54540, 54575, 54624, 54628, 54632, 54673, 54682, 54692]	[12, 1, 12, 2, 1, 1, 1, 1, 6, 5, 4, 1, 8, 4, 1, 2, 12, 3, 1, 6, 56, 92, 2, 7, 11, 1, 13, 4, 8, 1, 6, 1, 1, 1, 9, 1, 3, 3, 3, 8, 42, 17, 9, 1, 6, 8, 3, 81, 8, 12, 2, 2, 1, 1, 3, 24, 2, 1, 1, 42, 31, 10, 6, 1, 1, 35, 1, 3, 2, 7, 2, 1, 2, 1, 2, 21, 6]
YAL047W-A	I	54584	54913	[54624, 54628, 54632, 54673, 54682, 54692, 54801, 54808, 54831, 54850, 54857, 54859, 54863, 54867, 54878, 54880, 54888, 54895, 54898, 54909]	[1, 2, 1, 2, 21, 6, 11, 1, 11, 1, 8, 29, 1, 1, 3, 23, 7, 3, 1, 1]
SPC72	I	54989	56857	[54994, 55239, 55788, 55813, 55933, 55938, 56030, 56150, 56409, 56552, 56709, 56729, 56732, 56741, 56745, 56746, 56760, 56765, 56775, 56791, 56817, 56855]	[89, 2, 12, 1, 1, 13, 1, 6, 4, 2, 1, 18, 1, 10, 4, 38, 1, 21, 39, 5, 1, 1]
BOL3	I	57029	57385	[57030, 57034, 57045, 57059, 57082, 57086, 57090, 57124, 57135, 57164, 57184, 57184, 57185, 57185, 57189, 57189, 57228, 57240, 57247, 57259, 57264, 57282, 57294, 57295, 57344, 57365]	[19, 2, 135, 2, 40, 10, 1, 3, 1, 1, 10, 2, 19, 1, 3, 64, 15, 5, 78, 28, 13, 99, 3, 77, 48, 3]
YAL045C	I	57488	57796	[57495, 57505, 57615, 57621, 57646, 57657, 57662, 57775, 57786, 57793]	[32, 3, 1, 3, 15, 4, 4, 15, 1, 3]
BOL1	I	57518	57850	[57615, 57621, 57646, 57657, 57662, 57775, 57786, 57793, 57799, 57820, 57827, 57828, 57836]	[1, 3, 15, 4, 4, 15, 1, 3, 56, 4, 2, 34, 6]
GCV3	I	57950	58462	[57957, 57963, 57990, 58007, 58022, 58063, 58066, 58070, 58146, 58186, 58282, 58286, 58294, 58308, 58332, 58350, 58370, 58383, 58426, 58431, 58431]	[4, 5, 1, 3, 1, 1, 31, 1, 9, 2, 2, 22, 2, 19, 32, 3, 4, 1, 51, 1, 49]
PTA1	I	58695	61052	[58698, 58717, 58730, 58751, 58756, 58853, 59003, 59007, 59054, 59200, 59203, 59339, 59344, 59421, 59427, 59438, 59487, 59523, 59552, 59606, 59864, 59868, 60011, 60121, 60719, 60946, 61002, 61007]	[1, 1, 54, 1, 18, 1, 18, 6, 2, 1, 2, 2, 4, 11, 3, 5, 5, 3, 16, 1, 3, 1, 1, 7, 2, 1, 10, 49]
YAL042C-A	I	61231	61608	[61235, 61235, 61241, 61255, 61262, 61267, 61268, 61272, 61290, 61292, 61315, 61319, 61370, 61373, 61388, 61396, 61402, 61415, 61423, 61435, 61529, 61548, 61551, 61555, 61555, 61561]	[1, 16, 1, 1, 3, 10, 2, 8, 1, 5, 21, 1, 63, 53, 4, 27, 52, 28, 1, 3, 2, 1, 34, 1, 3, 18]
ERV46	I	61316	62563	[61319, 61370, 61373, 61388, 61396, 61402, 61415, 61423, 61435, 61529, 61548, 61551, 61555, 61555, 61561, 61610, 61623, 61655, 61679, 61683, 61689, 61724, 61740, 61754, 61757, 61824, 61828, 61896, 61936, 61940, 61944, 62050, 62076, 62101, 62105, 62108, 62113, 62173, 62286, 62310, 62338, 62343, 62408, 62426, 62450, 62453, 62469, 62539, 62539]	[1, 63, 53, 4, 27, 52, 28, 1, 3, 2, 1, 34, 1, 3, 18, 4, 1, 41, 1, 17, 20, 120, 1, 3, 1, 4, 2, 1, 5, 1, 1, 1, 1, 2, 3, 8, 17, 3, 14, 2, 11, 5, 9, 1, 1, 1, 11, 1, 1]
CDC24	I	62840	65404	[62865, 62884, 62896, 62904, 62925, 62928, 62935, 63190, 63193, 63198, 63295, 63299, 63579, 63613, 63796, 63800, 63896, 63899, 63911, 64673, 64711, 64745, 64840, 64846, 65176, 65230, 65232]	[2, 66, 1, 1, 1, 23, 16, 1, 40, 14, 9, 8, 1, 16, 10, 11, 1, 1, 36, 2, 1, 94, 1, 83, 7, 1, 1]
CLN3	I	65778	67520	[65785, 65822, 65826, 65841, 65877, 65887, 65907, 65960, 65964, 66008, 66025, 66079, 66082, 66212, 66316, 66324, 66490, 66641, 66712, 66820, 66876, 66893, 66938, 67099, 67110, 67173, 67178, 67188, 67268, 67296, 67303, 67380, 67383, 67422, 67452, 67484, 67494]	[1, 9, 11, 3, 2, 2, 1, 1, 4, 1, 11, 28, 18, 2, 2, 1, 2, 13, 2, 3, 5, 1, 5, 6, 4, 5, 1, 15, 16, 23, 29, 2, 10, 10, 13, 8, 1]
CYC3	I	68716	69525	[68718, 68721, 68733, 68740, 68750, 68761, 68769, 68772, 68778, 68783, 68785, 68797, 68804, 68809, 68809, 68810, 68814, 68818, 68819, 68825, 68830, 68842, 68845, 68851, 68853, 68855, 68859, 68864, 68866, 68871, 68881, 68887, 68890, 68894, 68896, 68903, 68910, 68917, 68928, 68933, 68935, 68939, 68941, 68951, 68961, 68964, 68965, 68967, 68974, 68982, 68985, 68986, 68988, 68990, 69002, 69005, 69008, 69011, 69025, 69029, 69032, 69045, 69051, 69076, 69083, 69091, 69111, 69115, 69119, 69123, 69154, 69158, 69228, 69243, 69276, 69277, 69284, 69297, 69314, 69317, 69335, 69389, 69428, 69440, 69443, 69443, 69452, 69457, 69461, 69497, 69503, 69508, 69518]	[3, 7, 4, 12, 8, 8, 1, 4, 4, 6, 2, 20, 9, 13, 7, 1, 6, 1, 36, 2, 27, 2, 3, 8, 1, 75, 2, 1, 2, 1, 19, 20, 18, 2, 12, 1, 1, 27, 1, 2, 2, 6, 2, 15, 9, 6, 2, 7, 41, 1, 1, 6, 1, 5, 4, 5, 10, 38, 1, 3, 8, 23, 21, 8, 36, 1, 38, 2, 2, 65, 1, 8, 6, 36, 4, 27, 3, 7, 64, 1, 42, 64, 1, 1, 20, 6, 1, 12, 7, 1, 9, 6, 1]
CDC19	I	71786	73288	[71856, 72112, 72158, 72161, 72300, 72305, 72409, 72413, 72497, 72694, 72702, 72846, 72891]	[1, 2, 14, 5, 15, 18, 1, 12, 19, 2, 5, 2, 8]
YAL037C-B	I	72326	73300	[72409, 72413, 72497, 72694, 72702, 72846, 72891]	[1, 12, 19, 2, 5, 2, 8]
YAL037C-A	I	73426	73518	[73460, 73472, 73475, 73478, 73481, 73486, 73486, 73489, 73490, 73497, 73502, 73511]	[13, 11, 64, 16, 8, 109, 6, 1, 2, 11, 1, 64]
YAL037W	I	74020	74823	[74023, 74053, 74109, 74112, 74214, 74284, 74292, 74322, 74377, 74391, 74401, 74464, 74467, 74523, 74529, 74565, 74568, 74595, 74607, 74624, 74662, 74674, 74678, 74684, 74688, 74696, 74700, 74703, 74714, 74730, 74748, 74779]	[5, 2, 4, 2, 4, 6, 9, 11, 2, 9, 1, 1, 2, 10, 4, 7, 3, 1, 1, 2, 36, 8, 5, 38, 1, 8, 8, 9, 1, 4, 2, 2]
RBG1	I	75043	76152	[75048, 75052, 75055, 75066, 75070, 75082, 75164, 75205, 75209, 75238, 75262, 75265, 75286, 75292, 75296, 75296, 75309, 75362, 75395, 75412, 75424, 75428, 75476, 75513, 75514, 75552, 75576, 75607, 75683, 75692, 75704, 75732, 75761, 75769, 75772, 75810, 75816, 75883, 75886, 75890, 76036, 76053, 76058, 76086, 76087, 76094]	[6, 19, 11, 5, 1, 49, 37, 7, 1, 1, 57, 1, 4, 5, 1, 33, 8, 12, 2, 1, 7, 13, 1, 1, 7, 4, 12, 8, 1, 1, 33, 7, 10, 19, 1, 1, 12, 1, 3, 1, 1, 10, 11, 1, 7, 2]
