Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
GPB2	I	39259	41901	[39263, 39277, 39388, 39557, 39931, 39955, 39982, 40156, 40161, 40303, 40308, 40367, 40371, 40648, 40676, 40798, 40840, 41004, 41065, 41069, 41075, 41101, 41122, 41126, 41126, 41129, 41207, 41341, 41404, 41410, 41855]	[63, 2, 2, 7, 1, 1, 2, 9, 12, 1, 37, 5, 1, 4, 7, 6, 1, 9, 38, 7, 2, 10, 22, 2, 3, 1, 15, 25, 2, 5, 1]
PEX22	I	42177	42719	[42180, 42542]	[1, 2]
ACS1	I	42881	45022	[43009, 43037, 43232, 43674, 43988, 44083, 44106, 44112, 44121, 44164, 44169, 44331, 44336, 44434, 44439, 44442, 44454, 44599, 44603, 44648, 44654, 44789, 44879, 44884, 44912]	[1, 13, 15, 1, 7, 13, 42, 38, 3, 5, 30, 1, 13, 37, 12, 7, 1, 55, 37, 20, 37, 4, 2, 2, 13]
FLC2	I	45899	48250	[45901, 46258, 46277, 46508, 46656, 46861, 47218, 47222, 47415, 47419, 47445, 47464, 47468, 47576, 47774]	[3, 4, 4, 11, 4, 3, 2, 2, 7, 5, 1, 13, 10, 3, 4]
OAF1	I	48564	51707	[48568, 48766, 48769, 48828, 48832, 48989, 48998, 49021, 49055, 49088, 49152, 49507, 49512, 49550, 49796, 49814, 49819, 49933, 49937, 49956, 50084, 50120, 50263, 50301, 50928, 50942, 51235, 51240, 51401]	[3, 5, 1, 1, 2, 1, 15, 2, 1, 1, 10, 2, 1, 11, 13, 5, 10, 1, 16, 1, 12, 1, 11, 1, 1, 2, 18, 1, 6]
AIM2	I	51855	52595	[52055, 52168, 52260, 52326, 52384, 52387]	[11, 1, 2, 2, 10, 9]
GEM1	I	52801	54789	[52956, 53133, 53138, 53375, 53380, 53416, 53468, 53472, 53908, 54018, 54182, 54208, 54274, 54280, 54479, 54484, 54490, 54510, 54528, 54533, 54571, 54574, 54686]	[19, 2, 2, 7, 7, 4, 1, 6, 2, 7, 3, 1, 4, 1, 12, 9, 2, 7, 1, 13, 1, 10, 2]
YAL047W-A	I	54584	54913	[54686, 54812, 54911]	[2, 2, 1]
SPC72	I	54989	56857	[55028, 55788, 55932, 55937, 56151, 56155, 56405, 56410, 56704, 56708, 56729]	[5, 5, 2, 13, 8, 11, 3, 14, 1, 2, 4]
BOL3	I	57029	57385	[57030, 57082, 57088, 57185, 57189, 57264, 57344, 57363]	[60, 19, 23, 20, 15, 7, 31, 2]
YAL045C	I	57488	57796	[57646, 57651, 57793, 57795]	[44, 2, 4, 1]
BOL1	I	57518	57850	[57646, 57651, 57793, 57795, 57798, 57822, 57827]	[44, 2, 4, 1, 34, 5, 23]
GCV3	I	57950	58462	[57957, 57962, 58065, 58069, 58075, 58146, 58309, 58313, 58427, 58431]	[3, 1, 10, 1, 1, 24, 49, 2, 16, 14]
PTA1	I	58695	61052	[58854, 58883, 58921, 59007, 59055, 59059, 59073, 59180, 59345, 59646, 59650, 59864, 59868, 59868, 59871, 60121, 60130, 60372, 60372, 60376, 60687, 60719, 60948, 60952, 61001, 61002, 61006]	[1, 11, 1, 32, 1, 7, 1, 3, 3, 17, 8, 6, 2, 4, 4, 3, 1, 1, 1, 1, 4, 1, 26, 1, 1, 6, 9]
YAL042C-A	I	61231	61608	[61268, 61271, 61299, 61315, 61399, 61403, 61535, 61549, 61551, 61555]	[2, 3, 1, 32, 13, 13, 1, 1, 19, 33]
ERV46	I	61316	62563	[61399, 61403, 61535, 61549, 61551, 61555, 61679, 61684, 61725, 61740, 61744, 61756, 61823, 61828, 61935, 61940, 62028, 62061, 62101, 62106, 62334, 62339, 62343, 62391, 62511, 62535, 62539]	[13, 13, 1, 1, 19, 33, 13, 26, 2, 14, 3, 14, 6, 31, 4, 1, 1, 1, 8, 22, 1, 29, 8, 3, 4, 1, 19]
CDC24	I	62840	65404	[62840, 62870, 62924, 62928, 62935, 63188, 63193, 63198, 63212, 63294, 63300, 63613, 63617, 63645, 63743, 63796, 63800, 63801, 63911, 64673, 64746, 64844, 64847, 65172, 65176, 65180, 65234, 65284, 65284]	[1, 1, 1, 23, 5, 2, 39, 14, 1, 8, 11, 33, 6, 1, 2, 49, 18, 1, 27, 6, 18, 3, 41, 2, 16, 5, 8, 4, 4]
CLN3	I	65778	67520	[65826, 65836, 65840, 65943, 66015, 66081, 66216, 66310, 66646, 66708, 66713, 66850, 67173, 67187, 67193, 67296, 67421]	[1, 2, 9, 1, 3, 5, 3, 7, 4, 1, 6, 1, 6, 18, 1, 7, 8]
CYC3	I	68716	69525	[68739, 68748, 68753, 69045, 69054, 69105, 69153, 69158, 69161, 69297, 69302, 69349, 69356, 69385, 69443, 69509]	[2, 3, 2, 27, 1, 1, 5, 11, 31, 8, 2, 1, 1, 1, 12, 16]
CDC19	I	71786	73288	[72157, 72160, 72161, 72163, 72164, 72296, 72300, 72306, 72342, 72413, 72473, 72497, 72693, 72698, 72852, 72886, 72890]	[28, 2, 3, 1, 3, 1, 17, 13, 1, 6, 1, 19, 21, 3, 2, 6, 46]
YAL037C-B	I	72326	73300	[72342, 72413, 72473, 72497, 72693, 72698, 72852, 72886, 72890]	[1, 6, 1, 19, 21, 3, 2, 6, 46]
YAL037C-A	I	73426	73518	[]	[]
YAL037W	I	74020	74823	[74051, 74764, 74775, 74779]	[2, 1, 1, 5]
RBG1	I	75043	76152	[75209, 75292, 75428, 75544, 75606, 75611, 75786, 75809, 75815]	[1, 12, 19, 2, 13, 1, 1, 1, 32]
FUN12	I	76427	79435	[76612, 77468, 77471, 77482, 77527, 77546, 77550, 77663, 77667, 78748, 78913, 79020, 79024, 79259, 79292, 79296, 79316, 79339, 79378, 79383, 79387]	[3, 38, 1, 1, 1, 31, 9, 3, 1, 1, 4, 6, 9, 3, 6, 5, 3, 16, 2, 3, 1]
YAL034C-B	I	79489	79842	[79583, 79601, 79603, 79709, 79717, 79721, 79736, 79741]	[2, 1, 3, 1, 6, 3, 6, 2]
MTW1	I	79718	80587	[79721, 79736, 79741, 79845, 79897, 79901, 80048, 80052, 80578]	[3, 6, 2, 40, 18, 4, 2, 1, 1]
FUN19	I	80710	81951	[80793, 80898, 80995, 81002, 81103, 81589, 81594, 81613, 81618, 81802, 81806, 81850, 81948]	[17, 2, 2, 11, 38, 1, 2, 20, 3, 11, 12, 3, 9]
POP5	I	82706	83227	[83000]	[3]
PRP45	I	83335	84474	[83680, 83818, 83823, 83990, 83996, 84001, 84114, 84119, 84409]	[4, 21, 17, 1, 14, 7, 1, 17, 8]
YAL031W-A	I	84669	84977	[84809, 84814, 84943, 84947, 84951, 84952, 84952]	[16, 2, 6, 1, 19, 1, 4]
GIP4	I	84749	87031	[84809, 84814, 84943, 84947, 84951, 84952, 84952, 85101, 85107, 85286, 85421, 85436, 86223, 86394, 86399, 86630, 86641, 87028]	[16, 2, 6, 1, 19, 1, 4, 7, 8, 1, 1, 6, 9, 5, 5, 2, 2, 1]
SNC1	I	87286	87752	[87289, 87380, 87403, 87654]	[10, 3, 15, 4]
MYO4	I	87855	92270	[87900, 88965, 89256, 89541, 89545, 89605, 89609, 89641, 89795, 89803, 89859, 89864, 89867, 90177, 90254, 90667, 90672, 90950, 90954, 90974, 91167, 91169, 91172, 91227, 91248, 91636, 91641, 91642, 91646, 91807, 91812, 91813, 91815, 91952, 91987, 92003]	[2, 1, 1, 46, 2, 3, 1, 26, 9, 6, 2, 8, 3, 4, 5, 5, 3, 2, 4, 3, 1, 1, 1, 23, 4, 2, 1, 1, 3, 19, 27, 4, 13, 5, 39, 3]
FRT2	I	92900	94486	[92953, 93143, 93313, 93322, 93522, 93527, 93581, 93701, 93702, 93705, 93904, 93908, 93910, 94098, 94103, 94219, 94419]	[1, 7, 3, 7, 26, 2, 22, 12, 13, 17, 27, 1, 12, 2, 14, 1, 2]
SAW1	I	94687	95472	[94725, 94764, 94767, 94769, 94914, 94918, 95174]	[2, 15, 3, 5, 4, 3, 9]
YAL026C-A	I	95386	95823	[]	[]
DRS2	I	95630	99697	[95989, 95993, 96093, 96142, 96147, 96307, 96311, 96502, 96506, 96566, 96623, 96626, 96631, 96697, 96702, 96799, 96803, 96812, 97033, 97037, 97038, 97038, 97122, 97129, 97134, 97764, 97768, 97787, 97855, 97860, 98117, 98463, 98531, 98600, 98604, 98605, 98605, 98615, 98824, 98829, 98914, 99477, 99546, 99571, 99597, 99696]	[21, 2, 3, 2, 11, 5, 12, 1, 4, 51, 36, 6, 3, 14, 2, 6, 14, 5, 38, 2, 1, 3, 1, 3, 28, 10, 2, 1, 2, 10, 4, 26, 1, 28, 23, 1, 14, 10, 1, 4, 3, 9, 3, 27, 1, 1]
MAK16	I	100225	101145	[100789, 100872, 101018, 101022]	[6, 2, 1, 33]
LTE1	I	101565	105872	[101566, 101570, 101745, 101929, 101933, 102103, 102202, 102470, 102707, 102711, 102992, 102997, 103466, 103531, 103992, 104009, 104075, 104078, 104083, 104405, 104715, 104791, 104796, 105014, 105019, 105036, 105041, 105336, 105477, 105480, 105626, 105870]	[1, 14, 1, 4, 3, 1, 7, 2, 1, 14, 32, 1, 22, 19, 51, 1, 1, 10, 15, 3, 1, 8, 3, 2, 12, 4, 3, 4, 1, 9, 6, 2]
PMT2	I	106272	108551	[106272, 106365, 106402, 106425, 106444, 106448, 106491, 106495, 106550, 106560, 106575, 106662, 106666, 106684, 106685, 106690, 106809, 106814, 106848, 106875, 106881, 107016, 107020, 107163, 107167, 107171, 107352, 107357, 107371, 107398, 107430, 107476, 107480, 107543, 107591, 107714, 107720, 107720, 107772, 107837, 107838, 107842, 107937, 107941, 107944, 108287, 108292, 108341, 108346, 108511, 108549]	[47, 1, 24, 4, 2, 21, 3, 11, 17, 29, 1, 16, 3, 1, 72, 87, 16, 43, 5, 4, 46, 50, 69, 30, 90, 7, 10, 27, 1, 1, 1, 1, 5, 6, 5, 7, 1, 6, 1, 1, 1, 3, 9, 10, 1, 10, 4, 1, 2, 3, 1]
FUN26	I	108877	110430	[109018, 109022, 109075, 109079, 109231, 109235, 109479, 109645, 109649, 109774, 109786, 109788, 109789, 109792, 109793, 109838, 109873, 110025, 110087]	[13, 1, 35, 3, 5, 33, 1, 17, 6, 1, 1, 7, 1, 1, 8, 21, 4, 2, 9]
CCR4	I	110846	113359	[110997, 111125, 111131, 111308, 111352, 111501, 111516, 111527, 111532, 111542, 111600, 111708, 111713, 111924, 111950, 112024, 112029, 112029, 112106, 112155, 112229, 112237, 112389, 112896, 113114, 113137, 113192, 113195, 113199, 113231, 113235, 113281, 113284]	[19, 2, 2, 3, 4, 1, 2, 23, 24, 1, 2, 2, 21, 2, 9, 21, 1, 7, 22, 5, 1, 7, 10, 4, 14, 1, 3, 9, 7, 6, 19, 1, 2]
ATS1	I	113614	114615	[113622, 113627, 113643, 113724, 113728, 113771, 113920, 113923, 113924, 113928, 113932, 113936, 114044, 114046, 114054, 114120, 114247, 114253, 114380, 114385, 114567]	[11, 25, 1, 3, 1, 1, 6, 1, 11, 4, 4, 45, 55, 1, 1, 16, 41, 13, 2, 25, 1]
YAL019W-A	I	114250	114819	[114253, 114380, 114385, 114567, 114647, 114669, 114689, 114700, 114717, 114757, 114762, 114763, 114813]	[13, 2, 25, 1, 2, 16, 5, 1, 1, 1, 54, 17, 12]
FUN30	I	114919	118314	[114922, 115085, 115274, 115279, 115368, 115374, 115469, 115560, 115654, 115659, 115762, 115802, 116028, 116032, 116416, 116547, 116697, 116728, 116945, 117328, 117332]	[24, 3, 2, 4, 4, 7, 11, 11, 1, 1, 1, 10, 2, 5, 8, 1, 2, 3, 3, 1, 1]
LDS1	I	118564	119541	[118619, 118649, 118936, 119496]	[18, 4, 7, 9]
PSK1	I	120225	124295	[120347, 120680, 120951, 120955, 120979, 121027, 121116, 121208, 121214, 121217, 121303, 121347, 121351, 121351, 121352, 121463, 121467, 121622, 121659, 121663, 122400, 122407, 122537, 122541, 122806, 122996, 123000, 123385, 123489, 123493, 123494, 123530, 123625, 123630, 123636, 123671, 123675, 123705, 123708, 123709, 123710, 123800, 123804, 124089, 124261]	[5, 2, 1, 3, 1, 14, 9, 34, 2, 3, 5, 30, 1, 14, 1, 15, 19, 1, 1, 14, 3, 1, 2, 5, 31, 1, 2, 5, 10, 1, 1, 1, 21, 15, 11, 4, 8, 19, 1, 29, 1, 14, 20, 5, 1]
YAL016C-B	I	124307	124492	[124309, 124390]	[2, 5]
YAL016C-A	I	124755	125069	[124808, 124896, 125024, 125048]	[4, 2, 2, 2]
TPD3	I	124879	126786	[124896, 125024, 125048, 125940, 126013, 126329, 126335, 126451, 126456]	[2, 2, 2, 2, 5, 1, 3, 1, 1]
NTG1	I	126903	128102	[126929, 127047, 127050, 127071, 127112, 127119, 127137, 127141, 127239, 127250, 127251, 127255, 127349, 127439, 127443, 127748, 127779, 127814, 127854, 127858, 127861, 128091, 128097]	[10, 7, 1, 15, 23, 2, 8, 17, 6, 12, 2, 15, 33, 11, 19, 5, 13, 3, 12, 26, 2, 5, 14]
SYN8	I	128252	129019	[128348, 128435, 128441, 128464, 128469, 128560, 128564, 128688, 128974, 128978]	[5, 2, 2, 30, 18, 18, 5, 25, 36, 3]
DEP1	I	129270	130487	[129331, 129965, 130018, 130241, 130353]	[9, 1, 1, 2, 3]
CYS3	I	130799	131983	[130853, 130857, 130880, 130952, 130957, 131088, 131193, 131230, 131316, 131320, 131324, 131722, 131727, 131936, 131941]	[18, 1, 4, 12, 6, 12, 2, 4, 1, 3, 15, 10, 3, 2, 21]
SWC3	I	132199	134076	[132321, 133054, 133226, 133242, 133247, 133561, 133618, 134049, 134058]	[14, 13, 1, 15, 28, 2, 1, 5, 1]
MDM10	I	134184	135665	[134473, 134594, 134598, 135056, 135269, 135410]	[22, 1, 13, 1, 4, 1]
SPO7	I	135854	136633	[136480]	[2]
FUN14	I	136914	137510	[136973, 136995, 137052, 137315, 137320, 137444, 137447]	[2, 2, 1, 5, 1, 1, 2]
ERP2	I	137698	138345	[137726, 137759, 137833, 137837, 137952, 137956, 137969, 138110, 138340, 138343, 138345]	[1, 2, 4, 1, 1, 44, 2, 8, 21, 35, 17]
SSA1	I	139503	141431	[139630, 139876, 139938, 139942, 140160, 140167, 140210, 140270, 140274, 140275, 140276, 140301, 140356, 140360, 140392, 140409, 140510, 141152, 141216, 141222, 141345, 141365]	[5, 2, 6, 2, 6, 1, 1, 19, 8, 1, 1, 1, 9, 11, 1, 1, 7, 12, 13, 6, 20, 9]
YAL004W	I	140760	141407	[141152, 141216, 141222, 141345, 141365]	[12, 13, 6, 20, 9]
EFB1	I	142174	143160	[142325]	[24]
VPS8	I	143707	147531	[143796, 143915, 144145, 144150, 144216, 144282, 144287, 144360, 144365, 144440, 144636, 144839, 144985, 145355, 145478, 145481, 145540, 145546, 145613, 145614, 145618, 145945, 146452, 146469, 146955, 147196, 147237, 147325, 147382, 147403, 147432, 147527]	[1, 9, 3, 1, 1, 2, 46, 1, 31, 13, 1, 2, 1, 7, 1, 24, 15, 1, 1, 5, 15, 1, 2, 1, 12, 7, 12, 2, 6, 8, 2, 5]
TFC3	I	147594	151166	[147704, 147829, 147834, 148222, 148348, 148442, 148461, 148467, 148469, 148609, 148614, 148868, 148872, 148950, 148957, 149017, 149127, 150384, 150515, 150523, 150548, 150551, 150554, 150559, 150635, 150670, 150922, 150923, 150926, 150926, 151094]	[1, 5, 2, 2, 4, 27, 2, 5, 28, 1, 16, 2, 1, 32, 1, 13, 2, 30, 30, 1, 1, 1, 3, 21, 1, 2, 22, 1, 1, 6, 2]
NUP60	I	152257	153876	[152593, 152599, 152716, 152961, 153214, 153220, 153622]	[10, 1, 3, 2, 1, 2, 2]
ERP1	I	154065	154724	[154106, 154215, 154277, 154398, 154401, 154640]	[4, 7, 6, 3, 1, 1]
SWD1	I	155005	156285	[155022, 155240, 155302, 155306, 155374, 155445, 155451, 155504, 155508, 155867, 155878, 156183]	[2, 12, 8, 6, 1, 32, 12, 1, 22, 1, 1, 2]
RFA1	I	156754	158619	[156855, 156859, 158475]	[1, 4, 1]
SEN34	I	158966	159793	[158990, 158994, 159190, 159224, 159228, 159478, 159536, 159540, 159604, 159675, 159791]	[14, 16, 1, 1, 13, 1, 8, 1, 21, 10, 5]
BUD14	I	166742	168871	[166776, 166793, 166796, 166827, 166835, 166839, 166848, 166856, 166858, 166864, 166868, 166876, 166877, 166879, 166882, 166889, 166906, 166920, 166928, 166954, 166985, 167020, 167026, 167037, 167044, 167046, 167060, 167063, 167078, 167086, 167099, 167126, 167137, 167137, 167145, 167154, 167167, 167177, 167185, 167205, 167208, 167209, 167210, 167213, 167235, 167241, 167254, 167275, 167285, 167293, 167298, 167305, 167321, 167334, 167340, 167343, 167358, 167378, 167382, 167414, 167417, 167421, 167436, 167440, 167443, 167444, 167447, 167450, 167456, 167465, 167468, 167490, 167540, 167547, 167568, 167613, 167636, 167647, 167649, 167718, 167737, 167752, 167812, 167873, 167966, 167970, 168052, 168056, 168067, 168118, 168222, 168346, 168352, 168400, 168445, 168529, 168715, 168719, 168748, 168752, 168753, 168793, 168797, 168850, 168854, 168870]	[42, 22, 7, 1, 1, 58, 4, 9, 10, 1, 26, 43, 35, 28, 29, 52, 6, 8, 13, 141, 56, 32, 181, 1, 48, 11, 30, 3, 40, 21, 115, 26, 23, 1, 8, 10, 1, 64, 197, 12, 1, 1, 146, 28, 95, 4, 72, 40, 5, 101, 7, 32, 55, 2, 2, 13, 8, 12, 2, 1, 9, 25, 1, 8, 130, 1, 7, 36, 13, 1, 36, 24, 3, 1, 20, 110, 54, 7, 10, 9, 1, 1, 1, 11, 6, 1, 1, 15, 1, 2, 5, 16, 3, 1, 10, 2, 15, 6, 25, 1, 12, 21, 75, 41, 40, 2]
ADE1	I	169375	170295	[169482, 169536, 169536, 169540, 169543, 169705, 169758, 169792, 169881, 169886]	[14, 7, 2, 28, 1, 1, 22, 30, 2, 14]
KIN3	I	170396	171703	[170508, 171180, 171460, 171498]	[1, 4, 2, 2]
CDC15	I	172211	175135	[172265, 172266, 172270, 172271, 172271, 172281, 172385, 172386, 172389, 172540, 172545, 172612, 172616, 172617, 172618, 172807, 172811, 172852, 172876, 172905, 172932, 172940, 172946, 173133, 173162, 173628, 173633, 173677, 173683, 173894, 174072, 174072, 174073, 174188, 174320, 174320, 174324, 174325, 174328, 174332, 174365, 174369, 174569, 174574]	[1, 22, 1, 1, 2, 1, 6, 2, 23, 20, 9, 19, 3, 1, 2, 21, 13, 1, 1, 2, 1, 11, 46, 2, 9, 34, 4, 2, 34, 4, 4, 1, 12, 1, 5, 1, 3, 1, 12, 6, 1, 4, 2, 13]
YAR019W-A	I	174998	175330	[175138, 175231]	[1, 2]
PAU7	I	176856	177023	[]	[]
YAR023C	I	179281	179820	[179337, 179490, 179573, 179578, 179580, 179653, 179730, 179735, 179737, 179741, 179742, 179814, 179819]	[2, 3, 9, 1, 2, 1, 9, 10, 11, 1, 3, 26, 13]
UIP3	I	183770	184477	[183773, 183774, 183974, 183978, 184043, 184189, 184376, 184380]	[33, 2, 7, 15, 4, 23, 11, 1]
YAR028W	I	184892	185596	[184908, 185047, 185073, 185092, 185096, 185118, 185124, 185149, 185154, 185196, 185209, 185213, 185233, 185270, 185298, 185306, 185351, 185355, 185489, 185494]	[2, 52, 9, 2, 26, 10, 11, 12, 37, 4, 1, 5, 4, 3, 26, 1, 5, 8, 2, 2]
YAR029W	I	186321	186545	[]	[]
YAR030C	I	186512	186853	[186737, 186741, 186790]	[8, 1, 9]
PRM9	I	186836	187732	[186952, 186959, 187019, 187287, 187292, 187293, 187296, 187323, 187325, 187433, 187436, 187437, 187440]	[8, 2, 3, 16, 1, 1, 1, 1, 6, 1, 4, 1, 16]
MST28	I	188107	188811	[188229, 188233, 188258, 188263, 188327, 188361, 188487, 188491, 188506, 188524, 188529, 188731, 188739]	[2, 6, 4, 13, 2, 2, 8, 7, 9, 3, 2, 1, 4]
YAT1	I	190193	192256	[190247, 190425, 190426, 190861, 190867, 190893, 190897, 191001, 191006, 191053, 191054, 191058, 191065, 191091, 191188, 191192, 191284, 191287, 191291, 191395, 191398, 191401, 191401, 191482, 191489, 191533, 191639, 191644, 191649, 191658, 191922, 191927, 192053, 192094, 192098, 192114, 192202, 192206]	[1, 1, 2, 7, 40, 12, 8, 7, 13, 7, 1, 22, 2, 12, 15, 8, 23, 2, 35, 1, 4, 1, 6, 2, 19, 16, 1, 19, 1, 5, 36, 5, 11, 20, 10, 3, 1, 11]
YAR035C-A	I	192337	192417	[192376]	[3]
SWH1	I	192619	196185	[192631, 192716, 192723, 192784, 192808, 192882, 192883, 192887, 193251, 193368, 193372, 193385, 193564, 193568, 193571, 193605, 193824, 194259, 194306, 194310, 194517, 194523, 194540, 194678, 194682, 194899, 194942, 195234, 195460, 195463, 195618, 195948, 196153, 196157]	[32, 12, 15, 39, 2, 1, 2, 21, 10, 19, 1, 1, 4, 8, 5, 6, 9, 1, 8, 1, 30, 11, 2, 19, 9, 8, 1, 4, 7, 2, 3, 1, 18, 2]
YAR047C	I	201467	201787	[]	[]
FLO1	I	203403	208016	[203948, 204051, 204247, 204369, 204374, 204386, 204427, 204470, 204488, 204537, 204605, 204623, 204672, 204740, 204758, 204807, 204893, 205163, 205298, 205433, 205731, 205733, 205734, 205734, 205735, 205737, 205813, 205835, 205845, 205872, 206008, 206272, 206276, 206279, 206279, 206280, 206336, 206351, 206360, 206369, 206406, 206408, 206410, 206412, 206420, 206421, 206477, 206490, 206516, 206520, 206539, 206546, 206651, 206676, 207024, 207214, 207258, 207409, 207567, 207739, 207742]	[1, 10, 2, 1, 3, 31, 15, 1, 1, 24, 1, 5, 24, 1, 10, 19, 9, 2, 2, 1, 224, 1, 1, 1, 3, 33, 1, 1, 1, 244, 3, 233, 4, 4, 3, 1, 1, 1, 3, 14, 528, 1, 1, 170, 1, 1, 1, 1, 1, 27, 7, 248, 10, 2, 6, 11, 18, 3, 32, 14, 1]
YAR053W	I	208367	208663	[]	[]
YAR060C	I	217157	217492	[217274]	[1]
YAR064W	I	220198	220497	[220496]	[5]
YAR066W	I	221049	221660	[221259, 221263, 221365]	[6, 4, 16]
YAR068W	I	222406	222891	[222486, 222536, 222541]	[21, 3, 33]
YAR069C	I	224011	224304	[224187, 224190, 224243, 224244, 224250, 224294]	[33, 1, 1, 1, 41, 1]
YAR070C	I	224563	224862	[224609, 224675]	[1, 13]
PHO11	I	225460	226863	[225727, 225731, 225933, 225938, 225992, 225997, 226241, 226244, 226246, 226378, 226388, 226544, 226575]	[1, 38, 25, 4, 11, 1, 2, 1, 8, 6, 2, 6, 5]
IMD1	I	227742	228953	[228068, 228158, 228159, 228162, 228289, 228294, 228606, 228738, 228836, 228839, 228928]	[34, 1, 1, 27, 1, 7, 2, 1, 6, 1, 2]
YAR075W	I	228844	229317	[228928]	[2]
YBL113C	II	280	2658	[384, 389, 519, 594, 640, 703, 708, 737, 877, 882, 892, 896, 1011, 1060, 1616, 2420, 2520, 2520, 2521, 2526, 2619, 2624, 2653]	[4, 1, 5, 8, 1, 13, 10, 2, 29, 12, 17, 17, 28, 37, 1, 59, 21, 1, 23, 53, 4, 18, 1]
YBL113W-A	II	646	1128	[703, 708, 737, 877, 882, 892, 896, 1011, 1060]	[13, 10, 2, 29, 12, 17, 17, 28, 37]
YBL112C	II	2582	2899	[2619, 2624, 2653, 2782, 2827, 2833, 2846, 2868, 2897]	[4, 18, 1, 1, 15, 21, 1, 1, 4]
