Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
FLO9	I	24000	27968	[24015, 24039, 24045, 24050, 24069, 24069, 24070, 24074, 24079, 24083, 24109, 24117, 24121, 24132, 24150, 24187, 24202, 24208, 24213, 24216, 24218, 24235, 24240, 24261, 24265, 24266, 24268, 24270, 24270, 24289, 24294, 24417, 24420, 24424, 24427, 24429, 24434, 24450, 24450, 24455, 24498, 24507, 24515, 24518, 24521, 24566, 24575, 24579, 24602, 24604, 24627, 24645, 24667, 24687, 24732, 24745, 24757, 24761, 24762, 24766, 24774, 24777, 24786, 24793, 24795, 24797, 24805, 24808, 24811, 24814, 24821, 24827, 24831, 24835, 24842, 24844, 24853, 24867, 24879, 24893, 24903, 24906, 24985, 24992, 25011, 25023, 25139, 25143, 25153, 25153, 25163, 25165, 25187, 25326, 25364, 25380, 25477, 25505, 25574, 25586, 25604, 25636, 25641, 25677, 25680, 25713, 25717, 25725, 25770, 25788, 25813, 25816, 25839, 25866, 25905, 25910, 25923, 25945, 25948, 25951, 25978, 25995, 26001, 26045, 26050, 26080, 26083, 26086, 26136, 26142, 26175, 26185, 26215, 26218, 26221, 26245, 26248, 26265, 26271, 26310, 26315, 26328, 26335, 26367, 26373, 26379, 26380, 26383, 26450, 26463, 26475, 26479, 26488, 26497, 26514, 26565, 26581, 26598, 26610, 26614, 26623, 26632, 26649, 26700, 26716, 26733, 26745, 26749, 26758, 26767, 26784, 26835, 26838, 26845, 26849, 26855, 26882, 26905, 26919, 26945, 26953, 26966, 26986, 26987, 26988, 26989, 26990, 26990, 26998, 27001, 27016, 27062, 27080, 27093, 27116, 27125, 27130, 27212, 27227, 27309, 27338, 27344, 27382, 27386, 27544, 27576, 27580, 27587, 27591, 27617, 27730, 27743, 27821, 27864, 27877]	[23, 1, 8, 17, 1, 17, 19, 339, 8, 1, 1, 1, 4, 4, 44, 4, 2, 28, 3, 22, 35, 3, 19, 3, 27, 20, 1, 2, 23, 1, 5, 29, 9, 94, 3, 3, 6, 1, 3, 82, 80, 2, 2, 1, 1, 10, 1, 12, 5, 13, 2, 133, 1, 42, 68, 10, 92, 101, 2, 42, 14, 134, 10, 2, 56, 37, 2, 23, 6, 3, 10, 20, 93, 136, 34, 83, 2, 10, 69, 24, 7, 7, 117, 7, 1, 2, 46, 15, 17, 6, 55, 6, 32, 3, 231, 1, 1, 17, 78, 1, 7, 9, 60, 8, 5, 1, 2, 10, 2, 13, 21, 5, 18, 99, 39, 1, 9, 13, 20, 5, 21, 4, 4, 9, 36, 15, 21, 5, 10, 1, 4, 24, 9, 23, 5, 2, 21, 6, 6, 2, 8, 12, 37, 6, 8, 18, 3, 19, 1, 13, 14, 7, 20, 11, 26, 12, 2, 9, 12, 6, 21, 16, 29, 9, 1, 18, 7, 1, 12, 16, 18, 14, 1, 1, 18, 53, 1, 1, 55, 36, 4, 11, 102, 1, 1, 1, 2, 30, 3, 10, 1, 76, 1, 92, 11, 1, 13, 38, 10, 9, 8, 23, 2, 1, 2, 25, 4, 14, 18, 1, 95, 1, 136, 11, 6]
GDH3	I	31567	32940	[31575, 31596, 31598, 31606, 31613, 31621, 31668, 31682, 31683, 31688, 31691, 31692, 31692, 31696, 31734, 31738, 31742, 31744, 31759, 31763, 31768, 31780, 31781, 31782, 31784, 31802, 31815, 31821, 31846, 31854, 31858, 31859, 31860, 31867, 31886, 31892, 31895, 31902, 31915, 31917, 31934, 31940, 31945, 31984, 32046, 32066, 32070, 32071, 32071, 32090, 32094, 32100, 32122, 32123, 32137, 32181, 32182, 32183, 32183, 32185, 32185, 32236, 32244, 32277, 32278, 32280, 32281, 32298, 32299, 32337, 32343, 32352, 32372, 32382, 32382, 32386, 32390, 32401, 32405, 32409, 32413, 32422, 32425, 32434, 32449, 32454, 32468, 32476, 32487, 32491, 32491, 32521, 32539, 32557, 32565, 32571, 32582, 32589, 32594, 32599, 32601, 32611, 32631, 32635, 32638, 32644, 32658, 32663, 32673, 32677, 32678, 32684, 32688, 32691, 32691, 32715, 32715, 32724, 32774, 32801, 32806, 32811, 32811, 32814, 32817, 32820, 32825, 32853, 32856, 32857, 32858, 32865, 32865, 32870, 32873, 32892, 32898, 32913, 32919]	[5, 1, 16, 5, 30, 1, 30, 4, 1, 1, 3, 3, 36, 39, 10, 114, 10, 3, 8, 75, 5, 41, 19, 37, 25, 26, 3, 21, 121, 130, 29, 1, 17, 2, 104, 8, 18, 43, 147, 2, 12, 76, 1, 5, 47, 4, 13, 24, 12, 20, 5, 20, 357, 9, 28, 27, 1, 2, 1, 113, 137, 70, 4, 33, 1, 1, 110, 96, 2, 142, 3, 9, 3, 3, 7, 25, 59, 4, 4, 1, 4, 55, 82, 14, 11, 11, 5, 30, 19, 19, 73, 25, 6, 37, 84, 103, 4, 57, 165, 1, 30, 5, 51, 37, 33, 108, 18, 69, 29, 40, 201, 2, 6, 28, 22, 256, 136, 38, 41, 1, 30, 4, 8, 20, 18, 2, 71, 1, 1, 3, 16, 97, 2, 144, 2, 3, 38, 18, 1]
BDH2	I	33448	34701	[33448, 33459, 33471, 33480, 33504, 33520, 33529, 33532, 33560, 33575, 33620, 33624, 33624, 33625, 33629, 33630, 33646, 33650, 33670, 33696, 33703, 33705, 33734, 33738, 33752, 33756, 33756, 33791, 33809, 33844, 33850, 33900, 33934, 33937, 33973, 33986, 34016, 34039, 34059, 34063, 34078, 34085, 34108, 34174, 34177, 34220, 34229, 34242, 34243, 34243, 34265, 34286, 34324, 34338, 34356, 34360, 34370, 34376, 34390, 34408, 34445, 34455, 34459, 34466, 34466, 34488, 34510, 34513, 34519, 34523, 34524, 34524, 34527, 34528, 34533, 34543, 34556, 34569, 34574, 34579, 34582, 34588, 34596, 34622, 34633, 34639, 34648, 34651, 34692, 34701]	[89, 2, 3, 21, 9, 97, 2, 2, 8, 3, 1, 16, 1, 6, 30, 21, 4, 1, 199, 13, 87, 9, 137, 3, 21, 1, 12, 8, 87, 26, 5, 15, 303, 1, 3, 10, 28, 2, 21, 12, 12, 42, 14, 5, 30, 32, 3, 2, 1, 23, 6, 17, 23, 2, 5, 139, 1, 64, 1, 1, 6, 3, 30, 40, 47, 4, 1, 1, 35, 1, 6, 250, 1, 2, 10, 33, 6, 199, 124, 3, 61, 3, 15, 2, 7, 5, 16, 27, 17, 3]
BDH1	I	35155	36303	[35160, 35161, 35185, 35198, 35243, 35278, 35287, 35306, 35310, 35311, 35320, 35339, 35355, 35366, 35369, 35370, 35373, 35377, 35388, 35463, 35510, 35513, 35514, 35519, 35542, 35571, 35582, 35685, 35692, 35696, 35706, 35724, 35747, 35758, 35777, 35805, 35861, 35878, 35909, 35919, 35926, 35928, 35929, 35931, 35934, 36000, 36011, 36022, 36046, 36056, 36056, 36064, 36072, 36078, 36092, 36098, 36103, 36109, 36117, 36166, 36200, 36219, 36230, 36237, 36245, 36259]	[2, 147, 183, 10, 14, 2, 2, 110, 2, 4, 10, 84, 27, 2, 1, 27, 41, 32, 17, 41, 59, 1, 57, 15, 15, 5, 3, 3, 3, 8, 8, 164, 15, 16, 27, 6, 18, 23, 13, 14, 36, 1, 2, 74, 7, 202, 5, 36, 1, 58, 27, 11, 3, 80, 101, 59, 1, 1, 59, 13, 4, 11, 94, 1, 81, 1]
YAL059C-A	I	36496	36918	[36502, 36502, 36508, 36515, 36530, 36545, 36551, 36562, 36628, 36632, 36695, 36795, 36839, 36844]	[4, 1, 10, 89, 8, 96, 18, 1, 21, 42, 219, 66, 50, 1]
ECM1	I	36509	37147	[36515, 36530, 36545, 36551, 36562, 36628, 36632, 36695, 36795, 36839, 36844, 36939, 36992, 36998, 37008, 37047, 37055, 37081, 37122]	[89, 8, 96, 18, 1, 21, 42, 219, 66, 50, 1, 33, 2, 106, 70, 64, 1, 2, 15]
CNE1	I	37464	38972	[37507, 37529, 37532, 37536, 37581, 37613, 37636, 37692, 37697, 37698, 37698, 37699, 37704, 37734, 37742, 37748, 37767, 37786, 37868, 37875, 37907, 37913, 37926, 37998, 37999, 38005, 38029, 38057, 38077, 38093, 38184, 38213, 38232, 38236, 38248, 38285, 38373, 38386, 38405, 38412, 38413, 38436, 38438, 38558, 38558, 38566, 38571, 38594, 38652, 38667, 38682, 38685, 38709, 38716, 38717, 38760, 38772, 38784, 38797, 38803, 38805, 38878, 38882, 38888, 38895, 38899, 38913, 38921, 38930, 38940]	[2, 1, 62, 2, 24, 201, 1, 2, 33, 54, 26, 25, 57, 12, 6, 32, 1, 43, 73, 45, 181, 83, 5, 17, 14, 4, 17, 13, 10, 50, 10, 7, 5, 11, 14, 6, 4, 12, 56, 24, 42, 50, 29, 23, 6, 232, 115, 347, 1, 14, 4, 3, 11, 5, 4, 190, 44, 8, 10, 11, 2, 117, 166, 26, 36, 1, 70, 120, 9, 40]
YAL056C-A	I	38696	39046	[38709, 38716, 38717, 38760, 38772, 38784, 38797, 38803, 38805, 38878, 38882, 38888, 38895, 38899, 38913, 38921, 38930, 38940, 38998, 39026, 39032, 39045]	[11, 5, 4, 190, 44, 8, 10, 11, 2, 117, 166, 26, 36, 1, 70, 120, 9, 40, 4, 2, 7, 4]
GPB2	I	39259	41901	[39262, 39266, 39276, 39293, 39381, 39391, 39405, 39440, 39466, 39469, 39557, 39573, 39611, 39616, 39651, 39670, 39685, 39808, 39867, 39873, 39926, 39931, 39937, 39957, 39983, 39990, 40006, 40012, 40026, 40055, 40058, 40074, 40113, 40114, 40124, 40127, 40137, 40145, 40156, 40160, 40161, 40180, 40185, 40187, 40191, 40238, 40243, 40288, 40303, 40304, 40305, 40308, 40342, 40350, 40356, 40363, 40369, 40374, 40385, 40419, 40443, 40454, 40465, 40531, 40560, 40588, 40622, 40648, 40677, 40681, 40685, 40718, 40739, 40742, 40753, 40753, 40798, 40802, 40813, 40848, 40882, 40886, 40890, 40899, 40923, 40934, 40941, 40946, 40950, 40957, 40974, 40977, 41049, 41058, 41065, 41069, 41086, 41109, 41114, 41122, 41126, 41127, 41127, 41132, 41147, 41159, 41162, 41172, 41186, 41207, 41216, 41263, 41266, 41340, 41345, 41385, 41393, 41397, 41406, 41409, 41422, 41482, 41496, 41503, 41539, 41587, 41600, 41625, 41632, 41646, 41658, 41663, 41706, 41809, 41827, 41828, 41843, 41851, 41855, 41858, 41886, 41887]	[44, 2, 5, 176, 1, 89, 10, 8, 5, 1, 9, 11, 1, 38, 10, 59, 5, 3, 2, 2, 24, 2, 1, 12, 2, 23, 8, 14, 13, 11, 7, 27, 35, 112, 1, 19, 30, 26, 1, 42, 5, 1, 150, 28, 3, 1, 86, 1, 1, 115, 24, 40, 39, 4, 10, 4, 21, 1, 1, 17, 193, 5, 270, 88, 139, 48, 191, 9, 8, 1, 4, 142, 1, 39, 10, 2, 74, 5, 17, 25, 2, 126, 14, 12, 1, 1, 49, 176, 14, 33, 1, 98, 2, 156, 10, 12, 43, 2, 3, 23, 89, 1, 3, 1, 62, 5, 97, 56, 47, 34, 57, 4, 124, 24, 8, 3, 18, 19, 1, 21, 3, 3, 15, 2, 2, 3, 19, 9, 3, 43, 21, 6, 36, 2, 5, 15, 1, 2, 8, 3, 2, 1]
PEX22	I	42177	42719	[42188, 42219, 42223, 42289, 42298, 42321, 42332, 42341, 42449, 42455, 42462, 42465, 42492, 42497, 42598, 42623, 42632, 42695]	[12, 12, 7, 36, 18, 1, 5, 8, 78, 1, 9, 3, 12, 3, 1, 51, 21, 47]
ACS1	I	42881	45022	[42889, 42940, 43009, 43019, 43029, 43036, 43041, 43055, 43059, 43067, 43122, 43153, 43164, 43172, 43172, 43180, 43186, 43190, 43193, 43195, 43204, 43232, 43265, 43286, 43324, 43335, 43341, 43345, 43346, 43346, 43363, 43364, 43397, 43401, 43422, 43427, 43436, 43480, 43507, 43516, 43523, 43542, 43562, 43578, 43581, 43584, 43591, 43599, 43610, 43617, 43627, 43629, 43632, 43650, 43654, 43663, 43675, 43693, 43712, 43745, 43748, 43778, 43787, 43808, 43826, 43826, 43834, 43848, 43868, 43883, 43889, 43915, 43987, 43988, 43992, 44013, 44032, 44044, 44047, 44057, 44083, 44113, 44120, 44160, 44164, 44186, 44207, 44220, 44241, 44281, 44298, 44299, 44303, 44322, 44329, 44331, 44332, 44337, 44369, 44397, 44431, 44435, 44522, 44549, 44553, 44559, 44569, 44590, 44603, 44608, 44641, 44645, 44653, 44656, 44662, 44666, 44669, 44688, 44691, 44729, 44752, 44804, 44808, 44816, 44827, 44845, 44850, 44864, 44877, 44883, 44896, 44907, 44913, 44977, 45017]	[4, 7, 1, 3, 1, 27, 1, 18, 182, 30, 2, 10, 2, 98, 2, 53, 78, 57, 103, 67, 41, 54, 15, 103, 3, 30, 6, 33, 1, 70, 8, 13, 152, 29, 1, 6, 2, 7, 8, 74, 119, 8, 1, 2, 77, 6, 40, 57, 7, 2, 89, 7, 5, 39, 20, 11, 1, 17, 5, 2, 36, 18, 7, 71, 22, 2, 12, 89, 7, 2, 30, 4, 1, 2, 1, 2, 30, 4, 1, 24, 11, 219, 45, 7, 6, 39, 174, 1, 101, 98, 1, 1, 85, 100, 101, 1, 17, 5, 18, 68, 6, 15, 4, 4, 213, 2, 7, 207, 21, 22, 80, 127, 142, 38, 49, 9, 38, 213, 6, 25, 7, 1, 10, 2, 1, 217, 2, 1, 2, 3, 1, 3, 9, 32, 16]
FLC2	I	45899	48250	[45899, 45905, 45915, 45920, 45925, 46060, 46179, 46194, 46221, 46232, 46254, 46258, 46259, 46262, 46269, 46273, 46277, 46377, 46396, 46477, 46504, 46508, 46526, 46532, 46540, 46563, 46644, 46650, 46696, 46786, 46792, 46830, 46842, 46856, 46860, 46919, 46984, 47014, 47027, 47044, 47218, 47230, 47294, 47412, 47414, 47415, 47416, 47417, 47417, 47418, 47419, 47420, 47420, 47464, 47577, 47586, 47671, 47677, 47714, 47724, 47743, 47777, 47785, 47851, 47918, 47934, 47991, 48001, 48005, 48043, 48148, 48156, 48160, 48162, 48177, 48182, 48211, 48214]	[17, 23, 39, 10, 15, 14, 46, 120, 12, 8, 5, 5, 1, 2, 1, 42, 4, 27, 236, 19, 28, 2, 104, 9, 6, 171, 175, 4, 72, 54, 74, 10, 65, 5, 10, 1, 17, 57, 1, 3, 28, 1, 98, 26, 61, 239, 1, 1, 1, 1, 72, 1, 23, 116, 175, 3, 18, 1, 5, 5, 15, 20, 24, 11, 5, 5, 30, 1, 3, 7, 1, 23, 1, 2, 1, 1, 14, 1]
OAF1	I	48564	51707	[48594, 48597, 48598, 48598, 48601, 48610, 48640, 48641, 48652, 48655, 48662, 48663, 48669, 48671, 48681, 48695, 48701, 48734, 48764, 48769, 48816, 48823, 48827, 48832, 48832, 48833, 48833, 48844, 48990, 48998, 49007, 49087, 49132, 49152, 49171, 49273, 49326, 49334, 49468, 49507, 49678, 49696, 49714, 49747, 49752, 49787, 49796, 49814, 49815, 49819, 49937, 49975, 50031, 50034, 50085, 50089, 50094, 50135, 50197, 50205, 50213, 50217, 50224, 50259, 50300, 50305, 50473, 50495, 50538, 50570, 50622, 50630, 50660, 50678, 50767, 50781, 50786, 50858, 50925, 50980, 50985, 50986, 50989, 51026, 51046, 51117, 51120, 51123, 51167, 51186, 51216, 51235, 51380, 51401, 51446, 51471, 51487, 51490, 51497, 51502, 51504, 51505, 51541, 51542, 51555, 51614, 51630, 51681, 51691]	[46, 1, 18, 28, 1, 2, 6, 44, 2, 3, 5, 13, 33, 4, 2, 99, 170, 14, 26, 17, 34, 6, 10, 11, 20, 1, 13, 5, 1, 156, 47, 10, 48, 60, 1, 7, 4, 19, 2, 4, 104, 85, 35, 1, 264, 50, 4, 1, 6, 37, 47, 3, 29, 82, 24, 5, 3, 19, 111, 39, 142, 160, 51, 23, 32, 78, 6, 9, 1, 4, 4, 85, 69, 21, 7, 13, 6, 3, 15, 1, 1, 2, 24, 11, 10, 10, 12, 1, 71, 56, 8, 13, 41, 45, 1, 1, 96, 1, 1, 8, 25, 69, 5, 6, 12, 17, 7, 1, 1]
AIM2	I	51855	52595	[51875, 51893, 51928, 51974, 51987, 52010, 52055, 52152, 52159, 52168, 52178, 52221, 52259, 52264, 52327, 52335, 52340, 52343, 52372, 52384, 52434, 52497, 52502, 52506, 52521, 52533, 52545, 52548, 52550, 52556, 52583]	[48, 2, 1, 2, 2, 3, 30, 12, 6, 32, 1, 16, 23, 2, 55, 1, 37, 44, 2, 11, 11, 3, 10, 16, 4, 62, 5, 1, 230, 23, 1]
GEM1	I	52801	54789	[52820, 52833, 52845, 52935, 52955, 52960, 52963, 52967, 52976, 52976, 53018, 53052, 53098, 53110, 53114, 53119, 53125, 53126, 53130, 53132, 53133, 53134, 53136, 53137, 53150, 53157, 53180, 53245, 53246, 53251, 53258, 53268, 53290, 53297, 53309, 53313, 53317, 53330, 53330, 53336, 53359, 53374, 53379, 53411, 53413, 53416, 53418, 53458, 53464, 53467, 53473, 53482, 53491, 53510, 53517, 53517, 53525, 53675, 53682, 53700, 53706, 53710, 53737, 53797, 53836, 53860, 53881, 53902, 53914, 53938, 53959, 53976, 53987, 54018, 54022, 54182, 54187, 54203, 54275, 54281, 54287, 54301, 54317, 54477, 54481, 54483, 54522, 54527, 54533, 54574, 54653, 54663, 54665, 54674, 54695, 54709]	[39, 8, 47, 6, 9, 2, 1, 13, 24, 6, 1, 8, 3, 13, 82, 6, 8, 3, 6, 1, 26, 6, 2, 89, 6, 21, 53, 6, 10, 3, 2, 3, 12, 3, 8, 1, 1, 130, 13, 1, 6, 7, 34, 2, 9, 6, 96, 6, 13, 70, 27, 6, 2, 6, 2, 58, 24, 4, 58, 1, 4, 2, 39, 35, 5, 3, 29, 6, 2, 2, 1, 470, 1, 3, 3, 29, 48, 119, 30, 32, 45, 22, 53, 3, 10, 47, 16, 2, 9, 24, 42, 13, 26, 3, 11, 1]
YAL047W-A	I	54584	54913	[54653, 54663, 54665, 54674, 54695, 54709, 54793, 54812, 54812, 54829, 54833, 54834, 54850, 54857, 54861, 54864, 54867, 54870, 54873, 54874, 54878, 54880, 54883, 54889, 54892, 54894, 54896, 54904, 54907, 54908, 54912]	[42, 13, 26, 3, 11, 1, 18, 22, 27, 1, 1, 67, 8, 1, 12, 6, 8, 9, 23, 34, 12, 24, 5, 24, 8, 2, 1, 3, 2, 11, 1]
SPC72	I	54989	56857	[55023, 55027, 55789, 55932, 55937, 56151, 56154, 56155, 56405, 56407, 56410, 56699, 56726, 56729, 56732, 56741, 56745, 56762, 56855]	[1, 4, 10, 1, 72, 35, 1, 9, 11, 1, 22, 196, 2, 56, 2, 309, 39, 8, 2]
BOL3	I	57029	57385	[57030, 57034, 57052, 57059, 57082, 57086, 57088, 57093, 57118, 57185, 57188, 57189, 57189, 57204, 57217, 57225, 57266, 57284, 57344, 57363, 57370, 57377, 57377]	[9, 2, 35, 26, 14, 113, 13, 12, 5, 57, 1, 24, 120, 11, 8, 8, 8, 4, 5, 1, 22, 22, 125]
YAL045C	I	57488	57796	[57528, 57636, 57636, 57646, 57647, 57651, 57651, 57659, 57668, 57680, 57755]	[1, 1, 14, 15, 41, 21, 1, 6, 19, 6, 140]
BOL1	I	57518	57850	[57528, 57636, 57636, 57646, 57647, 57651, 57651, 57659, 57668, 57680, 57755, 57798, 57813, 57817, 57820, 57820, 57824, 57830]	[1, 1, 14, 15, 41, 21, 1, 6, 19, 6, 140, 7, 5, 11, 1, 3, 6, 2]
GCV3	I	57950	58462	[57958, 57963, 57982, 57992, 58007, 58014, 58027, 58066, 58107, 58110, 58114, 58119, 58130, 58141, 58141, 58142, 58145, 58157, 58160, 58163, 58166, 58169, 58185, 58192, 58199, 58227, 58269, 58281, 58299, 58301, 58308, 58313, 58313, 58321, 58325, 58325, 58329, 58330, 58332, 58340, 58342, 58346, 58362, 58365, 58371, 58373, 58373, 58394, 58396, 58403, 58427, 58431, 58461]	[5, 3, 183, 8, 31, 141, 78, 5, 140, 44, 24, 13, 7, 1, 1, 2, 50, 2, 1, 1, 1, 21, 88, 1, 1, 3, 18, 7, 9, 1, 81, 5, 276, 6, 6, 4, 1, 127, 9, 69, 74, 5, 62, 23, 4, 49, 26, 29, 147, 1, 4, 14, 388]
PTA1	I	58695	61052	[58849, 58854, 58883, 58887, 59002, 59003, 59007, 59055, 59059, 59166, 59180, 59340, 59343, 59345, 59438, 59459, 59495, 59497, 59500, 59507, 59508, 59508, 59509, 59526, 59541, 59549, 59646, 59651, 59864, 59870, 60122, 60130, 60372, 60687, 60948, 60953, 61002, 61005]	[4, 6, 27, 14, 3, 3, 238, 1, 13, 3, 2, 12, 1, 17, 9, 4, 12, 11, 31, 1, 80, 62, 1, 30, 269, 20, 33, 3, 1, 29, 12, 1, 1, 2, 6, 1, 10, 1]
YAL042C-A	I	61231	61608	[61234, 61241, 61247, 61249, 61255, 61264, 61266, 61267, 61288, 61294, 61314, 61348, 61361, 61376, 61380, 61382, 61391, 61394, 61399, 61403, 61408, 61415, 61426, 61437, 61444, 61449, 61452, 61455, 61540, 61551, 61555, 61556, 61570, 61594, 61608]	[112, 3, 70, 64, 45, 56, 12, 1, 26, 48, 14, 1, 9, 2, 25, 2, 66, 106, 12, 28, 1, 133, 107, 10, 23, 60, 1, 39, 4, 25, 1, 1, 82, 9, 1]
ERV46	I	61316	62563	[61348, 61361, 61376, 61380, 61382, 61391, 61394, 61399, 61403, 61408, 61415, 61426, 61437, 61444, 61449, 61452, 61455, 61540, 61551, 61555, 61556, 61570, 61594, 61608, 61623, 61629, 61678, 61683, 61697, 61719, 61725, 61740, 61746, 61752, 61754, 61756, 61758, 61761, 61792, 61803, 61823, 61823, 61824, 61828, 61840, 61884, 61895, 61899, 61904, 61921, 61928, 61938, 61940, 61941, 61945, 62018, 62027, 62064, 62080, 62087, 62090, 62090, 62093, 62101, 62104, 62107, 62119, 62126, 62143, 62161, 62164, 62193, 62241, 62245, 62249, 62252, 62258, 62262, 62262, 62264, 62273, 62281, 62284, 62287, 62293, 62295, 62320, 62324, 62338, 62340, 62344, 62351, 62368, 62386, 62418, 62425, 62427, 62432, 62437, 62442, 62445, 62454, 62455, 62463, 62465, 62471, 62477, 62483, 62486, 62494, 62511, 62534, 62541]	[1, 9, 2, 25, 2, 66, 106, 12, 28, 1, 133, 107, 10, 23, 60, 1, 39, 4, 25, 1, 1, 82, 9, 1, 5, 67, 27, 101, 3, 24, 4, 76, 9, 24, 14, 21, 1, 41, 34, 28, 6, 1, 10, 295, 2, 9, 63, 1, 16, 41, 89, 218, 38, 1, 8, 1, 24, 6, 20, 13, 2, 87, 10, 35, 1, 11, 33, 45, 2, 1, 168, 1, 2, 26, 52, 39, 152, 12, 14, 73, 67, 5, 51, 1, 138, 2, 1, 45, 95, 1, 40, 5, 1, 38, 15, 342, 53, 27, 3, 104, 73, 5, 142, 218, 23, 35, 1, 3, 1, 3, 3, 1, 41]
CDC24	I	62840	65404	[62840, 62842, 62877, 62904, 62927, 63193, 63197, 63295, 63296, 63300, 63613, 63614, 63617, 63796, 63800, 63906, 63911, 64673, 64746, 64751, 64840, 64843, 64845, 64848, 64930, 64978, 65172, 65182, 65230, 65234, 65283, 65284, 65288, 65371, 65378]	[1, 1, 140, 1, 10, 18, 5, 14, 2, 136, 66, 1, 16, 55, 40, 1, 40, 4, 54, 1, 4, 12, 97, 15, 71, 6, 1, 3, 20, 26, 1, 10, 43, 35, 4]
CLN3	I	65778	67520	[65796, 65796, 65807, 65811, 65827, 65835, 65835, 65840, 65840, 65878, 65884, 65895, 65926, 65970, 65994, 65998, 66031, 66073, 66131, 66157, 66191, 66212, 66216, 66285, 66308, 66324, 66351, 66378, 66394, 66414, 66610, 66641, 66712, 66993, 66996, 67022, 67173, 67187, 67192, 67242, 67291, 67296, 67422, 67510]	[244, 33, 1, 15, 557, 1, 1, 1, 56, 1, 59, 33, 30, 10, 35, 3, 5, 22, 4, 12, 35, 6, 3, 223, 7, 7, 1, 14, 181, 1, 1, 49, 23, 1, 4, 7, 2, 19, 1, 1, 1, 67, 2, 11]
