Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
YAL063C-A	I	22395	22685	[22458, 22463, 22475, 22497, 22504, 22504, 22505, 22506, 22509, 22530, 22634, 22669, 22672, 22679]	[23, 50, 157, 69, 18, 2, 40, 1, 152, 5, 280, 151, 136, 156]
FLO9	I	24000	27968	[24014, 24034, 24037, 24043, 24045, 24046, 24052, 24056, 24064, 24069, 24078, 24084, 24087, 24093, 24109, 24113, 24117, 24120, 24120, 24121, 24121, 24125, 24128, 24143, 24160, 24172, 24177, 24180, 24200, 24210, 24224, 24225, 24228, 24229, 24230, 24243, 24248, 24253, 24258, 24259, 24259, 24262, 24264, 24265, 24266, 24269, 24269, 24292, 24301, 24307, 24343, 24347, 24353, 24356, 24367, 24373, 24399, 24406, 24413, 24415, 24423, 24425, 24427, 24428, 24429, 24436, 24439, 24440, 24445, 24457, 24476, 24477, 24493, 24515, 24556, 24572, 24577, 24577, 24578, 24581, 24594, 24603, 24635, 24643, 24651, 24652, 24654, 24693, 24727, 24748, 24751, 24758, 24763, 24765, 24766, 24771, 24778, 24778, 24785, 24789, 24792, 24792, 24793, 24797, 24804, 24807, 24821, 24822, 24826, 24832, 24844, 24855, 24874, 24875, 24879, 24900, 24930, 24934, 24942, 24955, 24970, 24975, 24999, 25013, 25018, 25026, 25034, 25037, 25053, 25080, 25098, 25116, 25153, 25156, 25176, 25224, 25243, 25263, 25266, 25271, 25313, 25341, 25449, 25465, 25485, 25506, 25516, 25519, 25527, 25555, 25558, 25570, 25573, 25578, 25581, 25584, 25587, 25590, 25593, 25596, 25597, 25598, 25603, 25612, 25617, 25622, 25625, 25630, 25635, 25635, 25636, 25636, 25637, 25637, 25638, 25638, 25639, 25640, 25641, 25641, 25644, 25662, 25665, 25673, 25677, 25682, 25686, 25692, 25698, 25702, 25710, 25939, 26074, 26209, 26518, 26533, 26561, 26565, 26568, 26653, 26668, 26697, 26700, 26788, 26803, 26835, 26846, 26884, 26891, 26902, 26940, 26945, 26986, 26995, 26998, 27004, 27011, 27034, 27060, 27063, 27069, 27125, 27130, 27164, 27201, 27260, 27265, 27343, 27380, 27513, 27541, 27543, 27557, 27559, 27567, 27587, 27599, 27602, 27624, 27651, 27697, 27762, 27779, 27783, 27789, 27868, 27882, 27883, 27887, 27907, 27915, 27936]	[64, 66, 69, 67, 55, 233, 101, 314, 60, 8, 1, 1, 2, 10, 6, 2, 106, 2, 43, 1, 49, 7, 17, 9, 146, 21, 14, 21, 36, 39, 48, 46, 2, 284, 116, 14, 253, 45, 2, 41, 191, 7, 14, 21, 42, 1, 88, 3, 134, 2, 1, 1, 20, 4, 12, 73, 3, 76, 1, 1, 182, 2, 64, 104, 1, 5, 1, 1, 6, 12, 1, 27, 354, 12, 1, 20, 46, 1, 1, 81, 217, 8, 1, 718, 1, 16, 653, 32, 264, 5, 58, 93, 15, 173, 23, 351, 30, 322, 103, 51, 25, 1, 55, 151, 195, 31, 7, 2, 16, 32, 9, 1, 1, 1, 30, 1, 143, 25, 1, 36, 11, 158, 31, 1, 242, 24, 30, 63, 33, 13, 19, 109, 321, 18, 56, 74, 139, 3, 1, 8, 24, 6, 1, 5, 2, 23, 1, 93, 18, 1, 20, 99, 61, 1, 31, 154, 3, 8, 4, 3, 24, 474, 69, 48, 159, 227, 1, 192, 124, 37, 372, 5, 2, 2, 1, 3, 2, 413, 1, 134, 2, 1, 2, 129, 42, 1, 1, 1, 25, 72, 14, 6, 11, 7, 28, 2, 1, 68, 1, 23, 2, 1, 59, 19, 4, 60, 1, 140, 111, 204, 2, 53, 205, 49, 24, 2, 2, 23, 2, 137, 1, 47, 31, 384, 5, 133, 45, 1, 4, 5, 1, 60, 7, 47, 2, 18, 19, 7, 150, 84, 26, 24, 678, 34, 1, 31, 5, 5, 4, 22, 1, 27]
GDH3	I	31567	32940	[31597, 31605, 31608, 31613, 31616, 31621, 31625, 31642, 31649, 31654, 31655, 31664, 31669, 31675, 31677, 31680, 31680, 31681, 31682, 31683, 31683, 31687, 31691, 31693, 31694, 31696, 31699, 31702, 31727, 31731, 31738, 31745, 31751, 31753, 31759, 31769, 31773, 31781, 31789, 31799, 31804, 31824, 31854, 31855, 31858, 31866, 31867, 31872, 31888, 31902, 31905, 31913, 31937, 31939, 31945, 31946, 31964, 32029, 32042, 32062, 32065, 32065, 32066, 32070, 32071, 32075, 32093, 32116, 32119, 32160, 32169, 32173, 32181, 32184, 32185, 32203, 32239, 32253, 32276, 32283, 32330, 32334, 32340, 32365, 32369, 32379, 32382, 32382, 32387, 32418, 32426, 32431, 32455, 32460, 32464, 32468, 32470, 32482, 32519, 32533, 32536, 32553, 32579, 32582, 32589, 32595, 32598, 32600, 32604, 32608, 32611, 32618, 32622, 32630, 32637, 32638, 32640, 32643, 32647, 32651, 32651, 32660, 32661, 32664, 32670, 32671, 32672, 32677, 32680, 32683, 32684, 32685, 32692, 32696, 32713, 32751, 32765, 32769, 32773, 32776, 32776, 32781, 32786, 32795, 32801, 32806, 32816, 32818, 32821, 32821, 32822, 32823, 32828, 32831, 32836, 32839, 32842, 32851, 32853, 32856, 32862, 32874, 32889, 32897, 32904, 32907, 32918, 32920, 32924, 32929]	[23, 215, 2, 1, 129, 7, 10, 69, 200, 8, 97, 2, 22, 84, 9, 57, 56, 166, 4, 17, 31, 92, 8, 36, 2, 71, 44, 17, 1, 13, 118, 75, 26, 4, 68, 75, 37, 44, 442, 145, 26, 27, 7, 99, 29, 18, 12, 1, 5, 83, 186, 30, 4, 18, 26, 59, 8, 1, 9, 1, 7, 29, 89, 87, 1, 248, 118, 203, 21, 9, 40, 8, 77, 1, 20, 25, 30, 37, 65, 170, 8, 128, 131, 8, 12, 26, 10, 2, 22, 99, 27, 3, 6, 6, 96, 5, 116, 113, 177, 447, 37, 181, 88, 280, 127, 29, 153, 57, 363, 12, 96, 27, 10, 57, 93, 37, 96, 21, 15, 128, 91, 41, 46, 117, 6, 164, 13, 30, 71, 41, 127, 36, 105, 4, 215, 60, 119, 139, 15, 63, 95, 159, 7, 1, 1, 32, 22, 37, 2, 7, 123, 46, 114, 1, 636, 12, 4, 15, 26, 225, 74, 11, 71, 19, 28, 2, 1, 60, 45, 45]
BDH2	I	33448	34701	[33484, 33489, 33521, 33540, 33543, 33557, 33574, 33574, 33576, 33581, 33581, 33585, 33592, 33607, 33625, 33626, 33629, 33645, 33649, 33659, 33661, 33665, 33670, 33698, 33702, 33706, 33713, 33732, 33733, 33742, 33751, 33756, 33784, 33786, 33796, 33805, 33812, 33819, 33830, 33840, 33857, 33860, 33869, 33871, 33876, 33906, 33926, 33952, 33964, 33985, 33989, 34018, 34028, 34041, 34045, 34047, 34069, 34073, 34079, 34090, 34117, 34125, 34151, 34170, 34174, 34181, 34188, 34205, 34217, 34227, 34230, 34243, 34249, 34255, 34264, 34278, 34292, 34312, 34320, 34323, 34324, 34326, 34327, 34328, 34328, 34329, 34332, 34360, 34366, 34376, 34377, 34377, 34378, 34387, 34387, 34389, 34395, 34400, 34412, 34415, 34417, 34426, 34429, 34440, 34447, 34448, 34451, 34455, 34457, 34459, 34459, 34460, 34461, 34462, 34467, 34468, 34470, 34470, 34471, 34474, 34477, 34478, 34481, 34496, 34505, 34513, 34516, 34517, 34518, 34519, 34519, 34521, 34521, 34524, 34524, 34526, 34528, 34529, 34529, 34531, 34533, 34534, 34539, 34546, 34546, 34567, 34569, 34571, 34574, 34582, 34582, 34584, 34587, 34590, 34593, 34596, 34602, 34602, 34604, 34610, 34643, 34647, 34652, 34670, 34676, 34679, 34680, 34681, 34696, 34697, 34701]	[58, 32, 28, 15, 4, 2, 23, 14, 18, 44, 3, 533, 1, 17, 39, 2, 15, 11, 35, 1, 42, 19, 1, 32, 1, 2, 9, 1, 96, 19, 34, 7, 58, 1, 643, 67, 68, 76, 247, 69, 5, 236, 4, 1, 207, 44, 38, 1, 3, 7, 49, 31, 5, 1, 51, 114, 1, 96, 31, 1, 246, 779, 73, 13, 92, 186, 85, 22, 1, 130, 365, 67, 1, 38, 297, 21, 82, 19, 50, 119, 1, 62, 29, 63, 11, 1, 36, 12, 102, 45, 1, 6, 16, 505, 34, 14, 40, 2, 60, 334, 42, 171, 1, 540, 27, 21, 692, 3, 4, 50, 189, 109, 99, 53, 70, 15, 180, 19, 2, 4, 97, 1, 1, 256, 456, 614, 101, 3, 1, 4, 13, 52, 70, 38, 163, 1, 167, 1, 3, 195, 2, 1, 82, 9, 2, 46, 166, 197, 425, 1, 8, 30, 75, 77, 1, 2, 77, 19, 632, 388, 18, 384, 2, 176, 1, 441, 2, 79, 96, 1, 204]
BDH1	I	35155	36303	[35171, 35174, 35179, 35180, 35181, 35184, 35192, 35194, 35264, 35278, 35282, 35310, 35329, 35330, 35336, 35341, 35357, 35367, 35369, 35371, 35371, 35374, 35375, 35398, 35426, 35434, 35451, 35475, 35479, 35507, 35510, 35514, 35518, 35523, 35557, 35566, 35577, 35582, 35612, 35614, 35622, 35673, 35685, 35686, 35696, 35722, 35737, 35742, 35762, 35817, 35850, 35881, 35926, 35930, 35931, 35931, 35942, 36022, 36045, 36048, 36050, 36060, 36065, 36068, 36096, 36099, 36103, 36106, 36117, 36163, 36166, 36194, 36233, 36246, 36292]	[319, 12, 41, 26, 5, 17, 303, 11, 6, 58, 3, 96, 11, 32, 84, 118, 474, 25, 1, 63, 1, 2, 200, 295, 52, 202, 128, 93, 1, 3, 142, 63, 116, 43, 157, 23, 1, 21, 8, 191, 168, 6, 76, 1, 105, 15, 76, 107, 55, 2, 19, 21, 127, 10, 1, 23, 211, 17, 1, 1385, 205, 316, 1, 1, 5, 211, 1, 67, 99, 24, 28, 75, 22, 51, 108]
YAL059C-A	I	36496	36918	[36498, 36502, 36508, 36510, 36511, 36512, 36522, 36522, 36525, 36556, 36578, 36579, 36580, 36583, 36585, 36656, 36667, 36682, 36692, 36749, 36762, 36827, 36834, 36839, 36845, 36881]	[14, 1, 391, 19, 106, 37, 10, 69, 88, 19, 8, 35, 59, 3, 12, 241, 154, 161, 221, 30, 1, 2, 27, 83, 1, 160]
ECM1	I	36509	37147	[36510, 36511, 36512, 36522, 36522, 36525, 36556, 36578, 36579, 36580, 36583, 36585, 36656, 36667, 36682, 36692, 36749, 36762, 36827, 36834, 36839, 36845, 36881, 37006, 37015, 37016, 37019, 37027, 37050, 37053, 37079, 37091, 37124, 37136]	[19, 106, 37, 10, 69, 88, 19, 8, 35, 59, 3, 12, 241, 154, 161, 221, 30, 1, 2, 27, 83, 1, 160, 57, 48, 112, 22, 29, 4, 163, 251, 2, 29, 515]
CNE1	I	37464	38972	[37489, 37499, 37529, 37534, 37535, 37555, 37558, 37595, 37612, 37616, 37617, 37618, 37628, 37666, 37687, 37693, 37697, 37699, 37702, 37744, 37745, 37745, 37748, 37834, 37844, 37870, 37874, 37876, 37877, 37880, 37896, 37902, 37910, 37911, 37919, 37994, 38000, 38005, 38006, 38007, 38017, 38026, 38039, 38044, 38065, 38083, 38183, 38206, 38223, 38232, 38236, 38240, 38248, 38286, 38290, 38388, 38397, 38431, 38435, 38437, 38437, 38438, 38442, 38467, 38489, 38490, 38498, 38557, 38562, 38570, 38572, 38652, 38668, 38677, 38682, 38697, 38701, 38704, 38707, 38712, 38742, 38743, 38763, 38767, 38773, 38781, 38800, 38806, 38875, 38881, 38885, 38895, 38907, 38913]	[2, 29, 5, 1, 71, 45, 20, 19, 314, 2, 1, 1, 74, 96, 170, 2, 25, 26, 56, 160, 173, 13, 1, 289, 66, 46, 1, 83, 142, 7, 239, 72, 13, 74, 5, 12, 54, 16, 1, 107, 18, 73, 65, 40, 20, 185, 134, 6, 81, 22, 41, 34, 25, 15, 1, 67, 12, 1, 389, 2, 1, 8, 71, 27, 14, 89, 1, 4, 181, 121, 538, 3, 85, 354, 29, 19, 60, 362, 2, 242, 335, 19, 1, 238, 11, 7, 85, 73, 112, 9, 18, 19, 59, 93]
YAL056C-A	I	38696	39046	[38697, 38701, 38704, 38707, 38712, 38742, 38743, 38763, 38767, 38773, 38781, 38800, 38806, 38875, 38881, 38885, 38895, 38907, 38913, 38994, 38998, 39032, 39038, 39038, 39043, 39045]	[19, 60, 362, 2, 242, 335, 19, 1, 238, 11, 7, 85, 73, 112, 9, 18, 19, 59, 93, 94, 50, 57, 234, 1, 47, 5]
GPB2	I	39259	41901	[39262, 39278, 39289, 39293, 39324, 39345, 39355, 39381, 39388, 39459, 39481, 39483, 39489, 39504, 39557, 39611, 39638, 39645, 39652, 39699, 39782, 39808, 39829, 39931, 39943, 39962, 39983, 40021, 40156, 40156, 40158, 40161, 40165, 40250, 40265, 40281, 40301, 40303, 40308, 40367, 40490, 40519, 40540, 40572, 40608, 40648, 40671, 40677, 40700, 40707, 40717, 40759, 40798, 40803, 40824, 40832, 40883, 40908, 40974, 41003, 41064, 41069, 41101, 41107, 41112, 41122, 41126, 41127, 41153, 41167, 41172, 41207, 41341, 41347, 41349, 41349, 41405, 41409, 41418, 41490, 41515, 41521, 41527, 41531, 41537, 41539, 41661, 41710, 41719, 41803, 41814, 41822, 41825, 41826, 41850, 41855, 41859]	[16, 10, 218, 11, 40, 8, 42, 2, 1, 110, 307, 188, 6, 16, 13, 6, 55, 23, 48, 12, 25, 15, 21, 2, 10, 5, 32, 33, 29, 2, 96, 72, 79, 63, 232, 2, 10, 1, 17, 2, 39, 15, 10, 59, 8, 15, 4, 12, 1, 1, 45, 12, 55, 7, 63, 20, 168, 29, 36, 4, 3, 45, 40, 24, 40, 36, 2, 1, 34, 97, 5, 1, 348, 21, 1, 3, 9, 22, 2, 1, 15, 24, 10, 1, 49, 74, 14, 35, 96, 2, 1, 8, 1, 7, 6, 7, 12]
PEX22	I	42177	42719	[42181, 42221, 42229, 42240, 42271, 42287, 42292, 42297, 42307, 42311, 42331, 42337, 42420, 42434, 42437, 42441, 42444, 42448, 42456, 42463, 42467, 42470, 42478, 42491, 42540, 42611, 42624, 42636, 42645, 42663, 42668]	[10, 128, 1, 21, 27, 283, 207, 142, 101, 396, 236, 111, 97, 95, 37, 258, 315, 131, 3, 3, 207, 64, 91, 9, 19, 1, 158, 14, 50, 73, 141]
ACS1	I	42881	45022	[42961, 42977, 43010, 43012, 43032, 43034, 43036, 43052, 43130, 43175, 43180, 43198, 43233, 43332, 43338, 43343, 43345, 43354, 43394, 43397, 43418, 43437, 43464, 43475, 43480, 43487, 43491, 43502, 43506, 43525, 43534, 43541, 43565, 43570, 43574, 43586, 43593, 43596, 43605, 43617, 43624, 43643, 43647, 43649, 43650, 43661, 43665, 43667, 43674, 43688, 43690, 43691, 43691, 43692, 43696, 43698, 43701, 43701, 43703, 43712, 43713, 43722, 43734, 43748, 43753, 43862, 43874, 43882, 43886, 43924, 43987, 43992, 44032, 44045, 44048, 44051, 44056, 44059, 44061, 44081, 44082, 44105, 44107, 44108, 44108, 44110, 44110, 44164, 44168, 44183, 44203, 44241, 44278, 44295, 44304, 44324, 44331, 44336, 44369, 44382, 44383, 44405, 44432, 44434, 44434, 44435, 44437, 44438, 44439, 44440, 44440, 44445, 44530, 44540, 44552, 44557, 44567, 44599, 44603, 44608, 44646, 44648, 44650, 44653, 44673, 44688, 44708, 44713, 44724, 44869, 44883, 44892, 44907, 44907, 44908, 44909, 44913, 44935, 44967, 45004]	[2, 13, 5, 2, 5, 2, 28, 473, 3, 11, 118, 186, 57, 224, 10, 7, 20, 1, 1, 128, 1, 1, 10, 27, 325, 11, 3, 22, 8, 258, 57, 12, 90, 81, 30, 91, 1, 515, 13, 39, 2, 1, 33, 58, 21, 69, 18, 61, 14, 70, 7, 32, 40, 1, 3, 164, 3, 42, 1, 3, 19, 3, 14, 568, 39, 5, 6, 5, 15, 6, 231, 1, 293, 1, 83, 301, 1, 42, 59, 150, 30, 113, 1, 1, 2, 1, 45, 20, 252, 54, 140, 720, 37, 91, 55, 30, 1, 25, 39, 260, 109, 139, 2, 1, 6, 108, 439, 1, 1, 1, 48, 1, 61, 38, 1, 175, 39, 14, 199, 1, 39, 37, 1, 193, 14, 6, 235, 212, 92, 65, 2, 15, 7, 33, 1, 1, 27, 10, 13, 51]
FLC2	I	45899	48250	[45901, 45904, 45915, 45967, 45981, 46034, 46036, 46037, 46042, 46053, 46067, 46086, 46126, 46224, 46233, 46254, 46257, 46259, 46262, 46273, 46277, 46339, 46348, 46353, 46359, 46370, 46405, 46406, 46414, 46430, 46504, 46505, 46509, 46655, 46680, 46703, 46709, 46717, 46853, 46853, 46857, 46860, 46889, 46989, 47030, 47035, 47049, 47108, 47114, 47134, 47176, 47218, 47223, 47303, 47392, 47395, 47415, 47419, 47459, 47464, 47470, 47509, 47570, 47576, 47579, 47642, 47671, 47697, 47706, 47708, 47753, 47765, 47876, 47947, 47950, 47960, 47961, 47990, 48043, 48047, 48051, 48062, 48068, 48137, 48140, 48150, 48156, 48173, 48179, 48185]	[10, 7, 24, 8, 1, 119, 85, 1, 94, 16, 23, 4, 47, 1, 25, 1, 24, 46, 22, 53, 9, 16, 9, 112, 111, 95, 26, 22, 62, 96, 56, 1, 63, 12, 192, 12, 1, 341, 1, 61, 1, 63, 5, 47, 1, 162, 30, 149, 38, 27, 1, 48, 11, 8, 33, 1, 17, 70, 76, 25, 75, 3, 2, 2, 6, 13, 3, 5, 13, 10, 38, 128, 2, 1, 51, 27, 7, 324, 3, 1, 33, 2, 29, 51, 1, 36, 19, 297, 5, 81]
OAF1	I	48564	51707	[48567, 48594, 48597, 48611, 48635, 48653, 48655, 48663, 48682, 48692, 48695, 48745, 48777, 48809, 48829, 48832, 48832, 48849, 48854, 48869, 48870, 48894, 48950, 48982, 48989, 48998, 49003, 49132, 49145, 49146, 49148, 49152, 49163, 49271, 49286, 49307, 49320, 49363, 49402, 49475, 49500, 49503, 49504, 49507, 49549, 49550, 49554, 49558, 49612, 49618, 49728, 49794, 49795, 49796, 49798, 49801, 49814, 49814, 49820, 49830, 49900, 49937, 49944, 49954, 50045, 50065, 50085, 50090, 50094, 50110, 50205, 50207, 50259, 50263, 50263, 50268, 50300, 50301, 50302, 50305, 50413, 50416, 50531, 50534, 50586, 50723, 50771, 50875, 50928, 50955, 50985, 50990, 51083, 51084, 51118, 51143, 51146, 51163, 51172, 51183, 51236, 51239, 51283, 51314, 51323, 51327, 51374, 51401, 51450, 51457, 51465, 51465, 51471, 51488, 51494, 51579, 51588, 51626, 51634, 51646, 51647, 51650, 51679, 51704]	[6, 17, 1, 161, 26, 133, 11, 15, 481, 55, 285, 154, 27, 77, 271, 37, 52, 10, 14, 11, 387, 1, 3, 129, 2, 199, 1, 67, 3, 139, 16, 17, 2, 4, 38, 20, 16, 153, 84, 29, 40, 30, 1, 8, 1, 27, 14, 49, 1, 26, 81, 35, 1, 9, 39, 1, 11, 1, 55, 9, 3, 79, 18, 12, 372, 9, 1, 45, 9, 84, 5, 6, 5, 88, 22, 20, 174, 1, 1, 86, 81, 1, 32, 8, 123, 41, 87, 11, 80, 16, 15, 8, 93, 58, 301, 487, 1, 33, 78, 8, 163, 1, 35, 35, 115, 1, 33, 9, 34, 1, 279, 14, 28, 184, 1, 31, 2, 37, 10, 5, 90, 1, 1, 20]
AIM2	I	51855	52595	[51892, 51940, 51952, 51969, 51970, 51993, 51997, 52017, 52055, 52059, 52136, 52141, 52156, 52175, 52181, 52197, 52200, 52217, 52224, 52260, 52297, 52301, 52312, 52322, 52326, 52335, 52347, 52348, 52352, 52355, 52379, 52384, 52392, 52453, 52461, 52465, 52480, 52492, 52502, 52510, 52515, 52527, 52529, 52540]	[4, 194, 1, 9, 72, 5, 6, 10, 33, 2, 24, 141, 486, 46, 40, 1, 374, 97, 12, 13, 45, 3, 46, 2, 32, 106, 239, 117, 1, 748, 2, 59, 7, 177, 67, 3, 9, 16, 12, 233, 89, 21, 3, 16]
GEM1	I	52801	54789	[52808, 52826, 52826, 52838, 52934, 52936, 52942, 52942, 52945, 52957, 52961, 52961, 52968, 52968, 52998, 53049, 53126, 53129, 53130, 53133, 53137, 53143, 53146, 53151, 53172, 53196, 53257, 53276, 53291, 53317, 53333, 53336, 53362, 53375, 53378, 53379, 53391, 53416, 53423, 53456, 53458, 53467, 53468, 53474, 53504, 53516, 53521, 53528, 53529, 53531, 53536, 53539, 53550, 53620, 53633, 53641, 53699, 53712, 53722, 53797, 53818, 53831, 53909, 53917, 53920, 53923, 53976, 53987, 54013, 54018, 54021, 54052, 54133, 54178, 54184, 54190, 54208, 54220, 54232, 54272, 54276, 54280, 54281, 54281, 54299, 54304, 54480, 54483, 54492, 54510, 54511, 54514, 54514, 54515, 54528, 54533, 54535, 54538, 54575, 54587, 54592, 54622, 54639, 54669, 54675, 54688, 54691, 54697, 54748]	[83, 4, 3, 30, 11, 1, 5, 1, 1, 109, 1, 1, 27, 1, 5, 78, 1, 35, 7, 45, 59, 14, 327, 64, 6, 64, 441, 15, 53, 21, 41, 331, 102, 6, 17, 80, 81, 3, 17, 172, 3, 221, 2, 115, 74, 70, 401, 1, 5, 373, 45, 158, 114, 105, 79, 313, 60, 38, 66, 43, 28, 202, 27, 9, 63, 6, 184, 6, 70, 48, 120, 105, 80, 94, 119, 1, 6, 4, 8, 5, 30, 21, 1, 21, 98, 1, 407, 82, 13, 100, 1, 2, 16, 2, 41, 109, 3, 1, 324, 1, 330, 34, 1, 1, 1, 368, 59, 2, 31]
YAL047W-A	I	54584	54913	[54587, 54592, 54622, 54639, 54669, 54675, 54688, 54691, 54697, 54748, 54812, 54823, 54824, 54856, 54870, 54880, 54881, 54882, 54889, 54912]	[1, 330, 34, 1, 1, 1, 368, 59, 2, 31, 133, 108, 313, 166, 51, 9, 16, 8, 97, 8]
SPC72	I	54989	56857	[54993, 55027, 55213, 55612, 55787, 55933, 55937, 56151, 56155, 56405, 56410, 56704, 56708, 56721, 56729, 56732, 56735, 56737, 56742, 56745, 56848, 56855]	[14, 17, 3, 6, 48, 20, 78, 26, 5, 25, 7, 5, 37, 6, 228, 1, 61, 55, 72, 1, 87, 18]
BOL3	I	57029	57385	[57029, 57030, 57035, 57054, 57066, 57069, 57074, 57077, 57082, 57086, 57183, 57186, 57187, 57187, 57188, 57188, 57189, 57189, 57226, 57238, 57246, 57265, 57291, 57297, 57344, 57365, 57377]	[2, 1, 13, 4, 358, 2, 7, 274, 131, 4, 180, 12, 1, 1, 30, 1, 5, 142, 264, 40, 18, 221, 91, 209, 163, 4, 56]
YAL045C	I	57488	57796	[57500, 57504, 57509, 57512, 57528, 57615, 57638, 57642, 57645, 57648, 57648, 57649, 57650, 57651, 57651, 57656, 57673, 57680, 57683, 57762, 57794]	[61, 37, 43, 26, 58, 106, 10, 11, 13, 128, 1, 1, 12, 87, 41, 25, 82, 374, 199, 283, 24]
BOL1	I	57518	57850	[57528, 57615, 57638, 57642, 57645, 57648, 57648, 57649, 57650, 57651, 57651, 57656, 57673, 57680, 57683, 57762, 57794, 57798, 57802, 57812, 57815, 57820, 57820, 57826, 57839]	[58, 106, 10, 11, 13, 128, 1, 1, 12, 87, 41, 25, 82, 374, 199, 283, 24, 12, 24, 128, 2, 174, 20, 1, 2]
